N	3gram	Vygotskiy__3	SlovoVZh
1	не может быть	1	7
2	можно сказать что	1	5
3	как если бы	3	4
4	в том что	11	4
5	может быть и	1	3
6	этой точки зрения	1	3
7	до сих пор	5	3
8	и то же	2	2
9	смысл и значение	2	2
10	в такой же	1	2
11	мы никогда не	1	2
12	имеем в виду	1	2
13	на самом деле	2	2
14	с другой стороны	5	2
15	мы все время	2	2
16	то же самое	8	2
17	с точки зрения	9	2
18	в зависимости от	1	2
19	в ней как	1	2
20	мы можем сказать	1	2
21	одно и то	2	2
22	в данном случае	2	2
23	с одной стороны	5	2
24	но все же	1	1
25	один и тот	1	1
26	а между тем	1	1
27	и в этом	3	1
28	с уверенностью сказать	2	1
29	и к его	1	1
30	это на примере	1	1
31	на второй план	1	1
32	все более и	2	1
33	то время как	2	1
34	можно с уверенностью	1	1
35	более или менее	1	1
36	во всяком случае	2	1
37	одна и та	1	1
38	в самом деле	18	1
39	но если бы	1	1
40	что до сих	1	1
41	нам кажется что	1	1
42	самом деле в	1	1
43	в то время	2	1
44	уверенностью сказать что	2	1
45	вступает в свои	1	1
46	в свои права	1	1
47	сих пор не	1	1
48	а не к	1	1
49	если бы действительно	1	1
50	не может согласиться	1	1
51	таким образом мы	1	1
52	для художественного произведения	1	1
53	для нас и	1	1
54	и что она	1	1
55	в свою очередь	2	1
56	и та же	2	1
57	что мы воспринимаем	1	1
58	о том что	3	1
59	только то что	2	1
60	в этом отношении	1	1
61	что не только	1	1
62	ней как в	1	1
63	по аналогии с	2	1
64	и дает ложное	1	1
65	с самого начала	6	1
66	совершенно ясно что	5	1
67	увидим что не	1	1
68	только там где	1	1
69	ни в какой	1	1
70	более и более	2	1
71	можно было бы	1	1
72	подобно тому как	1	1
73	и здесь мы	1	1
74	в основе своей	1	1
75	в лучшем случае	2	1
76	тем о ком	1	1
77	подвести итоги нашему	1	1
78	может быть понято	1	1
79	в том и	1	1
80	как в ней	1	1
81	если бы оно	1	1
82	по самому существу	1	1
83	в двух направлениях	1	1
84	не совпадает с	2	1
85	и в своем	1	1
86	все эти три	1	1
87	она не может	1	1
88	к тому же	1	1
89	мы увидим что	7	1
90	в высшей степени	1	1
91	и на этом	1	1
92	здесь не лишне	1	1
93	и тот же	1	1
