N	2gram	Vygotskiy__7	KulturaY
1	и т	1	33
2	в том	18	30
3	и в	26	24
4	потому что	16	23
5	том что	17	21
6	что в	12	17
7	того чтобы	19	17
8	для того	18	16
9	было бы	6	15
10	в этом	29	14
11	точки зрения	28	14
12	может быть	7	13
13	все же	6	12
14	таким образом	23	12
15	и не	18	12
16	в его	4	12
17	не в	4	11
18	только в	8	11
19	в самом	9	10
20	не только	24	10
21	в силу	5	10
22	у нас	2	10
23	вовсе не	2	10
24	самом деле	6	9
25	с точки	21	9
26	так как	14	9
27	если бы	5	9
28	о том	4	9
29	того что	14	9
30	отношению к	5	9
31	прежде всего	7	9
32	то что	24	9
33	а только	1	8
34	по отношению	6	8
35	то же	8	8
36	языка и	1	8
37	тем что	9	8
38	как раз	3	8
39	а не	6	8
40	не может	11	7
41	это не	3	7
42	в них	1	7
43	не менее	4	7
44	связи с	4	7
45	в области	4	7
46	так и	3	7
47	бы в	5	7
48	в качестве	5	7
49	с другой	4	7
50	с помощью	13	7
51	как бы	6	7
52	вместе с	12	7
53	только потому	3	6
54	мере в	2	6
55	мы имеем	1	6
56	на себе	1	6
57	зависимости от	1	6
58	в ней	3	6
59	однако не	1	6
60	в которой	11	6
61	все эти	6	6
62	при этом	1	6
63	в которых	2	6
64	тогда когда	5	6
65	можно было	2	6
66	что он	8	6
67	в какой	6	6
68	но и	11	6
69	именно в	6	6
70	что же	2	6
71	все это	3	6
72	другой стороны	1	6
73	что такое	1	6
74	например в	1	5
75	в зависимости	1	5
76	еще не	4	5
77	но не	3	5
78	что это	6	5
79	и с	5	5
80	с тем	5	5
81	так сказать	1	5
82	русской речи	1	5
83	и его	12	5
84	к тому	7	5
85	в виду	5	5
86	к языку	1	5
87	с ним	3	5
88	и что	6	5
89	между тем	1	5
90	язык в	1	5
91	всяком случае	1	5
92	что не	2	5
93	языка как	1	5
94	в той	4	5
95	той мере	2	5
96	в результате	1	5
97	целый ряд	4	5
98	этом отношении	3	5
99	а в	2	5
100	речи и	30	5
101	во всяком	2	5
102	того же	1	4
103	переход от	1	4
104	это и	4	4
105	что эти	3	4
106	что они	10	4
107	как в	4	4
108	в целом	5	4
109	из этих	3	4
110	учение о	3	4
111	на то	4	4
112	в нем	2	4
113	в первую	1	4
114	речи можно	4	4
115	в данном	5	4
116	индивидуальной речи	1	4
117	и тогда	1	4
118	из области	1	4
119	тем не	3	4
120	речи в	27	4
121	тем самым	8	4
122	того как	2	4
123	и является	3	4
124	в самой	3	4
125	внимание на	2	4
126	что и	3	4
127	так что	4	4
128	есть в	3	4
129	не есть	4	4
130	речь в	4	4
131	из них	1	4
132	до сих	3	4
133	там где	1	4
134	в частности	1	4
135	и потому	3	4
136	с этим	2	4
137	по существу	1	4
138	слова и	10	4
139	сих пор	3	4
140	один из	2	4
141	же в	1	4
142	в этих	2	4
143	так же	14	4
144	и то	7	3
145	в первом	3	3
146	в котором	4	3
147	той же	8	3
148	ему нужно	2	3
149	в сущности	9	3
150	и он	2	3
151	с большим	1	3
152	только тогда	1	3
153	очевидно что	3	3
154	в связи	1	3
155	в своем	1	3
156	хотя и	1	3
157	его к	2	3
158	что слово	2	3
159	в этой	3	3
160	с их	1	3
161	в себе	9	3
162	на его	2	3
163	состоит в	3	3
164	что она	8	3
165	и может	1	3
166	а это	1	3
167	соответствии с	1	3
168	письменной речи	3	3
169	несмотря на	2	3
170	должно быть	2	3
171	в их	2	3
172	представление о	7	3
173	даже в	2	3
174	тому что	9	3
175	значение слова	13	3
176	казалось бы	2	3
177	только и	3	3
178	это слово	1	3
179	из одного	1	3
180	ли не	2	3
181	что оно	4	3
182	свою очередь	2	3
183	здесь не	1	3
184	грамматических форм	1	3
185	ясно что	1	3
186	для этого	3	3
187	по мере	7	3
188	и здесь	2	3
189	можно сказать	5	3
190	нуждается в	3	3
191	этом смысле	1	3
192	мы увидим	1	3
193	уже в	2	3
194	себе в	5	3
195	в одном	1	3
196	связано с	1	3
197	не было	1	3
198	или иной	1	3
199	к которому	1	3
200	в свою	2	3
201	а с	1	3
202	в соответствии	1	3
203	под влиянием	1	3
204	если не	1	3
205	в речи	5	3
206	как это	5	3
207	со словом	1	3
208	смысле этого	3	3
209	этого слова	3	3
210	в лингвистике	1	3
211	слова как	5	3
212	была бы	1	3
213	как на	6	3
214	в таком	1	3
215	они не	1	3
216	гораздо более	4	3
217	можно говорить	2	2
218	одним из	2	2
219	также и	2	2
220	и есть	2	2
221	на месте	1	2
222	все те	2	2
223	и значение	5	2
224	что если	2	2
225	я не	3	2
226	этого термина	2	2
227	иное как	1	2
228	что его	2	2
229	его так	1	2
230	на самом	3	2
231	значение и	2	2
232	если в	4	2
233	относится к	2	2
234	идет о	2	2
235	выражения мысли	1	2
236	могли бы	5	2
237	и как	1	2
238	но в	4	2
239	от этого	1	2
240	и говорит	1	2
241	еще один	1	2
242	но ведь	1	2
243	он не	3	2
244	так например	1	2
245	но все	1	2
246	в состоянии	1	2
247	лишь в	2	2
248	заключается в	6	2
249	первую очередь	1	2
250	образом если	1	2
251	и мы	1	2
252	и тем	6	2
253	ни в	2	2
254	для них	1	2
255	все равно	1	2
256	социального целого	1	2
257	этого не	1	2
258	в слове	11	2
259	как и	15	2
260	иначе говоря	1	2
261	как таковой	1	2
262	убедиться что	2	2
263	нужно было	4	2
264	но если	2	2
265	и при	2	2
266	в своей	3	2
267	выражением мысли	1	2
268	что я	1	2
269	вопрос о	6	2
270	втором случае	3	2
271	иначе как	6	2
272	что было	2	2
273	том же	2	2
274	по себе	3	2
275	можно ли	2	2
276	до конца	5	2
277	что с	5	2
278	в то	3	2
279	не имеет	2	2
280	ничего не	2	2
281	чтобы в	1	2
282	дело не	1	2
283	и сделали	1	2
284	никогда не	4	2
285	речи не	5	2
286	и мысли	1	2
287	ли это	1	2
288	не является	3	2
289	не могут	4	2
290	и должно	1	2
291	слова но	3	2
292	но также	3	2
293	том и	3	2
294	если мы	5	2
295	что все	2	2
296	и сами	1	2
297	в структуре	1	2
298	в собственном	3	2
299	не мог	2	2
300	силу того	1	2
301	о котором	1	2
302	одно из	5	2
303	в разных	1	2
304	о нем	1	2
305	никак не	5	2
306	перед вами	2	2
307	любви к	1	2
308	это было	1	2
309	во втором	3	2
310	должны быть	4	2
311	а именно	1	2
312	в современной	2	2
313	но с	2	2
314	в стороне	1	2
315	знания о	1	2
316	чтобы получить	1	2
317	устной речи	3	2
318	в сторону	1	2
319	конечно не	1	2
320	в большинстве	2	2
321	то и	4	2
322	в значении	1	2
323	целом и	1	2
324	здесь как	2	2
325	были бы	3	2
326	в каком	1	2
327	и против	2	2
328	на этот	1	2
329	по своим	2	2
330	только к	2	2
331	в определенных	2	2
332	о чем	4	2
333	именно поэтому	2	2
334	мы говорим	2	2
335	это есть	4	2
336	слов в	1	2
337	с этой	5	2
338	этом случае	14	2
339	поэтому что	1	2
340	в смысле	6	2
341	не раз	2	2
342	и для	5	2
343	или в	2	2
344	для нас	2	2
345	и все	1	2
346	на более	1	2
347	значения в	1	2
348	между ними	3	2
349	оно совершается	1	2
350	ее в	8	2
351	этой точки	4	2
352	слова которые	1	1
353	говорящих на	1	1
354	же как	8	1
355	я понимаю	1	1
356	и фактически	1	1
357	связана с	3	1
358	увидим ниже	1	1
359	а из	2	1
360	связи между	5	1
361	для себя	24	1
362	форму выражения	1	1
363	других областей	1	1
364	даже при	1	1
365	к своей	1	1
366	на деле	2	1
367	показать что	4	1
368	в предложении	2	1
369	в среду	1	1
370	отношений в	1	1
371	ту же	2	1
372	всякой социальной	1	1
373	на этих	2	1
374	нас на	1	1
375	почти всегда	2	1
376	она все	3	1
377	собственном смысле	3	1
378	и больше	2	1
379	едва ли	4	1
380	действительности и	1	1
381	и этот	1	1
382	поэзии и	2	1
383	о внутренней	1	1
384	полагает что	1	1
385	есть не	3	1
386	языка с	1	1
387	на пороге	4	1
388	и ничего	2	1
389	с более	1	1
390	акустическое восприятие	1	1
391	на место	1	1
392	именно к	1	1
393	является необходимым	1	1
394	во внутреннем	1	1
395	приводят к	2	1
396	слов как	1	1
397	представлением о	1	1
398	говорить о	1	1
399	что иное	1	1
400	вместо того	1	1
401	из того	3	1
402	мы и	2	1
403	речь эта	2	1
404	на первых	1	1
405	синтаксис и	1	1
406	слово не	2	1
407	и иначе	1	1
408	развития с	1	1
409	когда речь	1	1
410	всем этим	1	1
411	ответа на	1	1
412	не был	1	1
413	к ее	1	1
414	столь же	2	1
415	время в	2	1
416	который проходит	1	1
417	создает в	1	1
418	выражения в	2	1
419	глаза на	1	1
420	как правило	1	1
421	все больше	3	1
422	совершенно прав	1	1
423	есть случаи	1	1
424	внутренняя речь	15	1
425	именно этот	1	1
426	силу этого	1	1
427	к ним	1	1
428	с совершенно	1	1
429	менее всего	3	1
430	этой проблеме	1	1
431	факты из	1	1
432	отношение к	2	1
433	отличие от	2	1
434	друг от	2	1
435	она есть	1	1
436	смысловой и	4	1
437	предполагал что	1	1
438	которые не	1	1
439	как говорит	5	1
440	чтобы уяснить	2	1
441	в одной	3	1
442	в развернутом	1	1
443	в акте	1	1
444	как к	3	1
445	части в	1	1
446	и конструкции	1	1
447	мы также	1	1
448	что ее	2	1
449	перед нами	2	1
450	элементов не	1	1
451	которое и	2	1
452	и понимания	1	1
453	мысль в	1	1
454	по пути	1	1
455	речи из	2	1
456	себе по	2	1
457	в действительности	2	1
458	зрения как	2	1
459	моментов в	2	1
460	в необходимости	1	1
461	проблем в	1	1
462	бы сказать	2	1
463	же слово	1	1
464	в чем	3	1
465	из той	1	1
466	в нашем	4	1
467	бы не	1	1
468	выражение в	6	1
469	думать что	1	1
470	в известном	2	1
471	того факта	1	1
472	речи является	3	1
473	не годится	1	1
474	говорят о	1	1
475	и те	1	1
476	но на	1	1
477	в наших	4	1
478	их развития	2	1
479	в случае	2	1
480	но прежде	1	1
481	при всякой	1	1
482	идей и	1	1
483	звук а	1	1
484	в переводе	1	1
485	но именно	2	1
486	даже с	2	1
487	всех этих	1	1
488	не выражена	1	1
489	понятий и	2	1
490	что еще	1	1
491	его значением	2	1
492	слову как	1	1
493	в анализе	1	1
494	наших глазах	3	1
495	так часто	1	1
496	развития естественно	1	1
497	приходим к	1	1
498	и по	3	1
499	на этом	1	1
500	прежде чем	2	1
501	одно и	3	1
502	от нее	2	1
503	живой речи	1	1
504	выражение и	1	1
505	он знал	1	1
506	в совершенно	1	1
507	есть все	1	1
508	следующем примере	1	1
509	об этом	3	1
510	может возникнуть	1	1
511	как совершается	1	1
512	особенности в	2	1
513	речь а	2	1
514	разница между	1	1
515	первый и	1	1
516	на ту	1	1
517	на все	1	1
518	на этой	1	1
519	этот основной	1	1
520	в данной	1	1
521	которого не	2	1
522	может стать	1	1
523	делается в	3	1
524	становится вообще	1	1
525	должно создать	1	1
526	то все	1	1
527	есть вещь	1	1
528	следует рассматривать	1	1
529	в сложном	1	1
530	не выполняет	1	1
531	между отдельными	1	1
532	он несет	1	1
533	мы встречаемся	1	1
534	не люблю	1	1
535	и делает	2	1
536	к которым	1	1
537	показывает что	2	1
538	в общей	1	1
539	с внешней	5	1
540	шаг вперед	2	1
541	и уже	1	1
542	мы видели	3	1
543	в абстрактных	1	1
544	мы с	1	1
545	внутреннему расчленению	1	1
546	сообразно с	1	1
547	находят свое	1	1
548	внутреннее отношение	1	1
549	раз и	1	1
550	настолько тесно	1	1
551	во второй	5	1
552	в ходе	12	1
553	которую мы	1	1
554	мы приходим	1	1
555	в такой	4	1
556	и без	1	1
557	мы называем	1	1
558	мы в	3	1
559	есть речь	2	1
560	в прозе	1	1
561	оказывается что	2	1
562	возникающей в	1	1
563	в отличие	2	1
564	мысли и	11	1
565	должны были	2	1
566	несет на	1	1
567	понятое его	1	1
568	точку зрения	2	1
569	но это	3	1
570	но он	2	1
571	друг другу	3	1
572	особую функцию	2	1
573	что этот	5	1
574	на следующем	1	1
575	от более	1	1
576	зрения законов	1	1
577	также что	1	1
578	сущности говоря	2	1
579	ничего нового	1	1
580	первый из	1	1
581	речи все	1	1
582	что ему	3	1
583	мысли в	9	1
584	это по-видимому	1	1
585	в центр	2	1
586	в процессе	5	1
587	совершенно правильно	1	1
588	их значение	1	1
589	не могло	1	1
590	речи к	5	1
591	из других	1	1
592	только не	11	1
593	трудно себе	1	1
594	рассматривать как	1	1
595	же рода	1	1
596	правда в	1	1
597	как формы	1	1
598	не достигается	1	1
599	одна из	1	1
600	находятся в	1	1
601	его речи	1	1
602	вследствие того	1	1
603	учения о	4	1
604	которой должно	1	1
605	как она	5	1
606	и связи	1	1
607	и после	1	1
608	как не	1	1
609	с таким	1	1
610	на самых	1	1
611	возражать против	1	1
612	как будто	1	1
613	может и	2	1
614	легко убедиться	1	1
615	что на	2	1
616	факта что	1	1
617	такие же	1	1
618	речь это	1	1
619	в живой	1	1
620	мы встречаем	1	1
621	но только	3	1
622	один раз	1	1
623	есть только	2	1
624	могут быть	2	1
625	чтобы сделать	2	1
626	одно только	1	1
627	как только	1	1
628	в недрах	1	1
629	обратно в	1	1
630	наоборот в	1	1
631	этот переход	1	1
632	первом и	1	1
633	раз навсегда	1	1
634	той или	1	1
635	о происхождении	1	1
636	они и	1	1
637	понять эту	1	1
638	свое значение	1	1
639	слова с	4	1
640	в самых	1	1
641	от элементов	1	1
642	из чего	1	1
643	всегда в	1	1
644	слов но	1	1
645	и самое	1	1
646	основной и	2	1
647	в устной	5	1
648	как мы	14	1
649	основываясь на	1	1
650	значения и	3	1
651	которого мы	2	1
652	от друга	2	1
653	этой фразе	1	1
654	речи ее	3	1
655	к убеждению	1	1
656	без всякого	1	1
657	сравнению со	2	1
658	в ее	6	1
659	на основе	1	1
660	и от	4	1
661	в каких	1	1
662	языка так	1	1
663	в себя	1	1
664	ее но	1	1
665	в мысль	2	1
666	зрения грамматической	1	1
667	не содержит	1	1
668	уяснить себе	3	1
669	привести в	1	1
670	что у	4	1
671	слово есть	1	1
672	по аналогии	1	1
673	нельзя не	2	1
674	к простой	1	1
675	которыми мы	1	1
676	мог бы	3	1
677	речь как	3	1
678	по сравнению	9	1
679	связанных между	2	1
680	поэтому в	1	1
681	совершенно невозможно	1	1
682	в словах	1	1
683	образом в	2	1
684	находится в	2	1
685	движения и	1	1
686	себе представить	1	1
687	момент в	3	1
688	она уже	1	1
689	грамматики и	1	1
690	при соответствующих	1	1
691	нем с	1	1
692	чем их	1	1
693	одного из	2	1
694	после того	1	1
695	два разных	1	1
696	есть процесс	1	1
697	аналогии с	1	1
698	согласно учению	1	1
699	и во	4	1
700	обособление в	1	1
701	не поразить	1	1
702	не умеет	1	1
703	нас в	2	1
704	всего на	1	1
705	всегда предполагает	1	1
706	во всех	6	1
707	словом которое	1	1
708	первых порах	1	1
709	должно было	2	1
710	в конечном	2	1
711	является ее	1	1
712	этом и	2	1
713	как его	1	1
714	в форме	1	1
715	и только	4	1
716	еще более	1	1
717	и грамматической	2	1
718	в развитии	10	1
719	все время	1	1
720	из моментов	1	1
721	и следовательно	5	1
722	если это	1	1
723	связь между	6	1
724	нет он	1	1
725	в литературе	1	1
726	другое не	1	1
727	что здесь	1	1
728	которое было	2	1
729	в двух	1	1
