N	3gram	Tiupa_Disk_2	Myslijsy
1	по отношению к	4	13
2	в том что	6	13
3	не может быть	3	9
4	тем не менее	1	6
5	с другой стороны	1	5
6	потому что в	1	4
7	не в том	1	4
8	подобно тому как	2	3
9	с точки зрения	2	3
10	с одной стороны	4	3
11	может быть названо	1	3
12	и той же	1	3
13	то же время	5	3
14	и как бы	2	3
15	с самого начала	1	3
16	так и в	3	3
17	в то же	4	3
18	одной и той	1	3
19	и может быть	2	2
20	дело в том	2	2
21	бы то ни	1	2
22	заключает в себе	2	2
23	одном и том	1	2
24	по крайней мере	1	2
25	в применении к	1	2
26	и том же	1	2
27	не могут быть	1	2
28	между человеком и	1	2
29	все то что	1	2
30	и того же	2	2
31	одного и того	2	2
32	друг от друга	1	2
33	как и в	5	2
34	как сказано выше	1	1
35	нет дела до	1	1
36	не говоря уже	1	1
37	в себе самом	1	1
38	то есть по	1	1
39	одной стороны и	2	1
40	и там где	1	1
41	говоря уже о	1	1
42	не совпадает с	1	1
43	только то что	1	1
44	в этом отношении	4	1
45	то что в	1	1
46	при этом не	1	1
47	но это не	1	1
48	не в состоянии	1	1
49	еще не есть	1	1
50	то ни было	1	1
51	из виду что	1	1
52	жизни но и	1	1
53	но при этом	2	1
54	друг на друга	1	1
55	или по крайней	1	1
56	что в одном	1	1
57	упустить из виду	1	1
58	к лицу с	1	1
59	во всяком случае	1	1
60	между тем как	1	1
61	и все же	3	1
62	что входит в	1	1
63	в общих чертах	1	1
64	на некоторое время	1	1
65	о том что	3	1
66	в одном из	1	1
67	не менее в	1	1
68	и не подлежит	1	1
69	времени и пространства	1	1
70	легко может быть	2	1
71	что в них	1	1
72	лицом к лицу	1	1
73	друг друга и	1	1
74	что на деле	1	1
