N	2gram	Propp_Isto_4	Formalny
1	т е	18	32
2	и не	9	30
3	вовсе не	4	28
4	и в	26	27
5	может быть	14	25
6	не может	6	24
7	так и	10	21
8	и его	10	19
9	в этом	7	18
10	таким образом	10	18
11	а не	6	17
12	точки зрения	1	16
13	то же	8	15
14	в нем	2	15
15	и пр	11	15
16	между ними	3	15
17	как и	7	14
18	не в	5	12
19	если бы	2	12
20	и т	27	11
21	не могут	2	10
22	но и	12	10
23	не только	15	9
24	лишь в	2	9
25	так как	9	9
26	так же	18	9
27	с помощью	2	8
28	как бы	3	8
29	при этом	3	8
30	ни в	2	8
31	как мы	5	8
32	в пределах	1	8
33	только в	3	8
34	как раз	1	8
35	то что	16	8
36	и все	2	8
37	что в	14	8
38	с тем	2	7
39	не менее	2	7
40	потому что	6	7
41	его в	9	7
42	в его	5	7
43	в том	3	7
44	если мы	1	7
45	там где	3	7
46	все это	2	7
47	в то	1	7
48	еще не	6	6
49	но в	5	6
50	все эти	3	6
51	т д	24	6
52	в своей	4	6
53	было бы	2	6
54	что он	10	6
55	с другой	4	6
56	вместе с	6	6
57	в данном	3	6
58	все же	9	6
59	бы в	1	6
60	хотя бы	2	6
61	в своих	1	6
62	в зависимости	1	5
63	зависимости от	1	5
64	но не	5	5
65	в истории	2	5
66	в одной	3	5
67	независимо от	1	5
68	что именно	1	5
69	в ней	1	5
70	что они	6	5
71	в дальнейшем	6	5
72	никогда не	2	5
73	говорит он	1	5
74	связи с	3	5
75	большинстве случаев	1	5
76	и их	2	5
77	друг друга	1	5
78	тем что	5	5
79	именно так	1	5
80	тому как	1	5
81	что же	1	5
82	в результате	1	5
83	другой стороны	4	5
84	не есть	2	4
85	мы не	1	4
86	он был	1	4
87	как в	7	4
88	и как	5	4
89	в целом	2	4
90	и те	1	4
91	на ее	1	4
92	подобно тому	1	4
93	данном случае	3	4
94	мы знаем	8	4
95	том что	3	4
96	по себе	2	4
97	она не	3	4
98	тогда когда	1	4
99	мы можем	6	4
100	и является	1	4
101	могут быть	6	4
102	к тому	1	4
103	роль в	1	4
104	о том	4	4
105	связь между	2	4
106	конечно не	2	4
107	уже в	2	4
108	в большинстве	1	4
109	только на	1	4
110	социальной жизни	1	4
111	со стороны	1	4
112	прежде всего	1	4
113	материал в	1	4
114	в связи	2	4
115	мы видели	6	4
116	как это	3	4
117	между собой	1	4
118	жизни и	1	4
119	они не	1	4
120	формы и	2	3
121	одним из	1	3
122	же как	13	3
123	должна быть	2	3
124	мы уже	5	3
125	той же	1	3
126	мы и	1	3
127	в виду	1	3
128	и на	2	3
129	в которых	4	3
130	во всех	1	3
131	то мы	2	3
132	то он	1	3
133	а и	1	3
134	что это	2	3
135	в себе	2	3
136	не следует	1	3
137	и с	5	3
138	те же	3	3
139	это не	5	3
140	и тем	2	3
141	он и	1	3
142	как таковой	1	3
143	в этих	7	3
144	от его	1	3
145	и более	3	3
146	тому что	1	3
147	между жизнью	1	3
148	в основе	1	3
149	для нас	3	3
150	что жизнь	1	3
151	же самое	2	3
152	а что	1	3
153	ясно что	1	3
154	жизнь и	1	3
155	в эпоху	1	3
156	и что	5	3
157	можно сказать	1	3
158	их в	7	3
159	в них	1	3
160	и следовательно	1	3
161	в него	1	3
162	одни и	1	3
163	уже не	5	3
164	его и	2	3
165	у нас	2	3
166	не на	3	3
167	к его	1	3
168	может стать	1	3
169	того что	2	3
170	о нем	1	3
171	сказать что	2	3
172	героя в	7	3
173	он может	2	2
