N	3gram	Tiupa_Anal_2	Narrotol
1	в данном случае	5	8
2	не только в	2	6
3	во времени и	1	6
4	времени и пространстве	1	6
5	в том что	6	5
6	к тому же	4	5
7	в соответствии с	2	4
8	то же время	2	4
9	и тем самым	2	4
10	той или иной	3	4
11	в то же	2	4
12	не может быть	1	4
13	на себя внимание	3	3
14	по отношению к	4	3
15	подобно тому как	3	3
16	начала и конца	1	3
17	в этом отношении	3	3
18	обращает на себя	3	3
19	тем не менее	3	3
20	речь идет о	1	3
21	о том что	6	2
22	состоит в том	4	2
23	мы имеем дело	3	2
24	в самом деле	1	2
25	внимание на то	1	2
26	то же самое	1	2
27	так и не	4	2
28	с установкой на	1	2
29	сами по себе	1	2
30	но и на	1	2
31	в отличие от	2	2
32	но и в	1	2
33	присутствия в мире	2	2
34	и т.п и	1	2
35	одно и то	1	2
36	в этом месте	1	2
37	в своего рода	1	2
38	и то же	1	2
39	имеем дело с	1	2
40	картины мира в	1	2
41	в связи с	1	2
42	событие самого рассказывания	1	2
43	в свою очередь	1	2
44	не только на	1	2
45	можно сказать что	1	2
46	на то что	2	2
47	что одно и	1	2
48	в известном смысле	1	2
49	том что одно	1	2
50	семантических единиц текста	1	2
51	ее полные розовые	1	1
52	читательского восприятия в	1	1
53	замечания которому казалось	1	1
54	состав такого кадра	1	1
55	что иное как	1	1
56	речи такова что	1	1
57	ни о чем	1	1
58	телесного замечания которому	1	1
59	таком гипотетическом порядке	1	1
60	фокусирующих восприятие определений	1	1
61	времени в поле	1	1
62	специфика кадропорождающих возможностей	1	1
63	в организации кадров	1	1
64	в общеязыковом отношении	1	1
65	таков что душевная	1	1
66	каждый малый отрезок	1	1
67	здоровая порядок фокусирующих	1	1
68	в речи повествователя	1	1
69	по этой причине	1	1
70	как один из	1	1
71	более или менее	1	1
72	восприятие определений таков	1	1
73	что крупный план	1	1
74	мягким взглядом очень	1	1
75	а не все	1	1
76	в ответ на	2	1
77	т.д иронически дискредитирует	1	1
78	самом начале этой	1	1
79	входит лишь поименованное	1	1
80	которому казалось бы	1	1
81	самое следует сказать	1	1
82	мягкую белую шею	1	1
83	с другой стороны	2	1
84	розовые щеки на	1	1
85	с точки зрения	2	1
86	может или пожелает	1	1
87	в конце фразы	1	1
88	порядок фокусирующих восприятие	1	1
89	присутствия человеческого я	1	1
90	как это было	1	1
91	задаваемый читателю ракурс	1	1
92	добродушная жалостливая барышня	1	1
93	постепенно углубляемая вплоть	1	1
94	счетом ничего не	1	1
95	повествования а читателем	1	1
96	кадры читательского восприятия	1	1
97	вдруг заслоняется крупным	1	1
98	до известной степени	1	1
99	взглядом очень здоровая	1	1
100	текста так и	1	1
101	очень здоровая порядок	1	1
102	организации кадров внутреннего	1	1
103	позволил бы себе	1	1
104	этой цепочки при	1	1
105	так она подхваченная	1	1
106	восприятия в каждый	1	1
107	читаем это была	1	1
108	душечки постепенно углубляемая	1	1
109	автора тогда как	1	1
110	с той или	2	1
111	только то что	1	1
112	это была тихая	1	1
113	и усиленная следующим	1	1
114	и то что	2	1
115	глядя на ее	1	1
116	усиленная следующим кадром	1	1
117	лишь поименованное в	1	1
118	пожелает представить себе	1	1
119	малый отрезок времени	1	1
120	рода ключ к	1	1
121	была тихая добродушная	1	1
122	деталями кадр внутреннего	1	1
123	точно так же	1	1
124	свою очередь членится	1	1
125	как будто он	1	1
126	одна из них	1	1
127	бы постепенно снята	1	1
128	по способу своего	1	1
129	планом заключительного телесного	1	1
130	частности специфика кадропорождающих	1	1
131	что может или	1	1
132	себя за голову	1	1
133	начале этой цепочки	1	1
134	была бы постепенно	1	1
135	он не тот	1	1
136	расположение деталей в	1	1
137	по крайней мере	3	1
138	пределах кадрового единства	1	1
139	темной родинкой и	1	1
140	читателю ракурс видения	1	1
