N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	41
2	то есть	33	24
3	и т.п	4	19
4	мы уже	11	18
5	во всех	6	17
6	таким образом	11	17
7	в нем	24	16
8	и с	4	16
9	и его	16	13
10	но и	8	13
11	в этом	25	12
12	как мы	14	12
13	все эти	9	11
14	уже говорили	3	11
15	все это	4	11
16	в самом	8	10
17	не только	9	10
18	так как	6	10
19	и др	9	10
20	прежде всего	15	10
21	то что	6	10
22	и на	8	9
23	кроме того	4	9
24	во время	1	9
25	о том	1	9
26	здесь в	2	9
27	и все	6	9
28	здесь и	2	8
29	в сущности	3	8
30	но в	10	8
31	в этой	1	8
32	никогда не	2	8
33	и до	5	7
34	в них	4	7
35	как и	8	7
36	том что	4	7
37	и миром	1	7
38	в его	13	7
39	вовсе не	13	7
40	у него	6	7
41	в особенности	9	7
42	кн ii	1	7
43	связаны с	3	7
44	как бы	2	7
45	этот образ	2	7
46	что в	5	7
47	также и	2	6
48	например в	6	6
49	в эпоху	1	6
50	в то	9	6
51	в образе	5	6
52	один из	3	6
53	мы видим	3	6
54	с помощью	2	6
55	вместе с	3	6
56	или в	3	6
57	сказать что	3	6
58	что он	1	6
59	и он	1	5
60	с его	9	5
61	в ее	6	5
62	в своем	4	5
63	что это	1	5
64	в себе	3	5
65	то же	11	5
66	той же	2	5
67	рядом с	2	5
68	но он	2	5
69	во всем	2	5
70	тем что	2	5
71	все то	2	5
72	так и	12	5
73	а также	2	5
74	же время	9	5
75	в литературе	16	5
76	до нас	5	5
77	из них	1	5
78	в одном	3	5
79	там где	2	5
80	между собою	1	5
81	так же	6	5
82	в той	4	5
83	одним из	1	4
84	того же	8	4
85	самом деле	1	4
86	в средние	1	4
87	конечно и	4	4
88	в ней	4	4
89	он был	1	4
90	как в	6	4
91	и как	10	4
92	и наконец	1	4
93	та же	1	4
94	в другом	1	4
95	в преисподнюю	1	4
96	не в	5	4
97	но они	3	4
98	в основе	5	4
99	того чтобы	5	4
100	все же	6	4
101	у нас	1	4
102	и образ	3	4
103	роль в	9	4
104	и вообще	2	4
105	с ним	2	4
106	нашей эры	2	4
107	другом месте	1	4
108	тот же	1	4
109	всех его	1	4
110	с одной	3	4
111	уже в	2	4
112	в большинстве	1	4
113	в результате	6	4
114	в котором	4	4
115	и даже	2	4
116	с другой	2	4
117	именно в	3	4
118	одной стороны	2	4
119	более того	3	4
120	и от	1	4
121	а в	3	4
122	не может	6	4
123	средние века	1	4
124	как во	1	3
125	они были	2	3
126	существенное значение	1	3
127	он сам	1	3
128	первый план	1	3
129	в чем	2	3
130	мы будем	2	3
131	с этим	6	3
132	перед нами	1	3
133	при этом	3	3
134	и сам	1	3
135	характер в	2	3
136	в плане	1	3
137	с другими	3	3
138	было бы	2	3
139	на первый	1	3
140	и их	8	3
141	нас не	1	3
142	уже сказали	2	3
143	носит и	1	3
144	когда они	1	3
145	потому что	4	3
146	этом отношении	3	3
147	мы встречаем	2	3
148	есть только	2	3
149	они и	1	3
150	миром и	1	3
151	те же	2	3
152	до сих	3	3
153	во втором	2	3
154	существенную роль	2	3
155	романа в	5	3
156	в него	1	3
157	того что	2	3
158	одной из	3	3
159	мы увидим	1	3
160	только в	4	3
161	поэтому и	3	3
162	конечно не	4	3
163	в начале	3	3
164	есть в	2	3
165	характер носит	1	3
166	что не	3	3
167	и самый	1	3
168	времена года	1	3
169	но оно	2	3
170	не были	2	3
171	в данном	2	3
172	и смерти	1	3
173	и не	14	3
174	сих пор	3	3
175	и для	4	3
176	здесь только	2	3
177	между ними	3	3
178	жизни и	8	3
179	в искусстве	1	3
180	они не	3	3
181	всем и	1	2
182	связана с	1	2
183	и то	4	2
184	тех же	2	2
185	из самых	1	2
186	с точки	2	2
187	ведь и	1	2
188	было и	4	2
189	мы не	3	2
190	xvii века	2	2
191	с более	1	2
192	но уже	1	2
193	из того	1	2
194	в народных	1	2
195	разобранных нами	1	2
196	природы и	2	2
197	но конечно	2	2
198	бытовые и	1	2
199	но не	5	2
200	то он	1	2
201	в новом	1	2
202	были глубоко	1	2
203	в истории	2	2
204	в центре	2	2
205	точки зрения	5	2
206	искусстве и	3	2
207	стороны и	2	2
208	и различные	1	2
209	хотя и	3	2
210	где все	1	2
211	здесь дается	3	2
212	отчасти и	1	2
213	раз в	4	2
214	и тот	1	2
215	и те	3	2
216	как он	2	2
217	так сказать	7	2
218	он не	5	2
219	в xvii	3	2
220	всех этих	5	2
221	есть именно	2	2
222	в корне	1	2
223	из ведущих	1	2
224	будем говорить	1	2
225	как они	1	2
226	что все	2	2
227	значение в	5	2
228	xvii веке	2	2
229	самим собой	2	2
230	лишь в	6	2
231	это было	1	2
232	самый характер	1	2
233	и само	1	2
234	одного и	5	2
235	был бы	3	2
236	из этих	1	2
237	в своей	2	2
238	они уже	1	2
239	мы находим	2	2
240	но эта	3	2
241	их в	3	2
242	и очень	1	2
243	в таких	1	2
244	как о	1	2
245	тогда когда	2	2
246	связан и	1	2
247	что их	1	2
248	находятся в	1	2
249	так что	1	2
250	как она	2	2
251	связи с	6	2
252	это уже	1	2
253	к себе	4	2
254	не могут	3	2
255	последующие эпохи	3	2
256	в эти	1	2
257	в последующие	4	2
258	должен быть	1	2
259	где этот	1	2
260	данном случае	1	2
261	характер и	7	2
262	и этим	1	2
263	в дальнейшем	6	2
264	конечно в	1	2
265	времени и	10	2
266	которая была	1	2
267	в романе	32	2
268	что дело	1	2
269	преисподнюю и	1	2
270	образом в	1	2
271	но здесь	1	2
272	что самая	1	2
273	внимание на	1	2
274	в значительной	2	2
275	и во	7	2
276	из древнейших	1	2
277	почти вовсе	2	2
278	тем более	1	2
279	в античной	1	2
280	его то	1	2
281	таков первый	1	2
282	со всеми	3	2
283	человека с	1	2
284	себя в	1	2
285	понятно что	4	2
286	собою все	1	2
287	переходит в	1	2
288	всеми его	3	2
289	прямое и	1	2
290	характерно что	4	2
291	никто не	2	2
292	и нового	1	2
293	ведь это	1	2
294	и прежде	2	2
295	в конце	9	2
296	как его	1	2
297	может быть	11	2
298	как раз	13	2
299	в форме	3	2
300	человека и	11	2
301	а на	1	2
302	что человек	1	2
303	с мотивом	3	2
304	мы еще	3	2
305	если мы	2	2
306	до конца	4	2
307	которых мы	1	2
308	не на	1	2
309	а не	3	2
310	на весь	1	2
311	от мира	1	2
312	одну из	1	2
313	громадную роль	2	2
314	мира в	3	2
315	в организации	1	2
316	в частности	6	2
317	начиная с	1	2
318	все основные	1	2
319	прямо сказать	2	2
320	и потому	3	2
321	осла в	4	2
322	можно прямо	2	2
323	влияния на	2	2
324	не был	1	2
325	наконец и	2	2
326	громадная роль	1	2
327	что мы	2	2
328	для нас	2	2
329	от него	1	2
330	в эту	1	2
331	бы в	1	2
332	в этих	3	2
333	еще более	3	2
334	для его	1	2
335	вполне понятно	4	2
336	в том	9	2
337	все они	1	2
338	и у	5	2
339	в эпосе	2	2
340	в народной	1	2
341	от всех	1	2
342	что даже	1	2
343	громадное влияние	3	2
344	здесь же	1	2
345	и другие	5	2
346	пространства в	3	2
347	и шире	1	1
348	ту же	2	1
349	до него	1	1
350	и через	1	1
351	наших дней	1	1
352	она обычно	2	1
353	все остальное	1	1
354	он может	1	1
355	они здесь	1	1
356	тем же	1	1
357	между двумя	6	1
358	фольклора и	1	1
359	его же	1	1
360	уже указывали	4	1
361	др в	2	1
362	в зависимости	1	1
363	в их	6	1
364	всего того	3	1
365	они переходят	1	1
366	для своего	1	1
367	мотивы и	1	1
368	нам в	1	1
369	века мы	1	1
370	почти все	1	1
371	получают значение	1	1
372	воздерживаться от	1	1
373	принадлежит к	2	1
374	роман в	4	1
375	не вполне	1	1
376	в последующих	1	1
377	жизни как	1	1
378	были в	2	1
379	не оказать	1	1
380	зависимости от	1	1
381	рыцарский роман	1	1
382	в xix	1	1
383	и силе	1	1
384	еще не	5	1
385	и много	1	1
386	на них	2	1
387	между собой	4	1
388	всем этим	3	1
389	далее в	1	1
390	сходство и	1	1
391	время в	6	1
392	всем правилам	1	1
393	в различных	2	1
394	его здесь	1	1
395	здесь тот	1	1
396	и существенную	1	1
397	бы не	1	1
398	самом мире	1	1
399	его органами	1	1
400	друг к	2	1
401	важная особенность	2	1
402	него также	1	1
403	энергии и	1	1
404	значение и	3	1
405	свою жизнь	1	1
406	по отношению	3	1
407	менее всего	1	1
408	отношение к	2	1
409	себе и	3	1
410	и разными	1	1
411	нет и	2	1
412	значение имеет	1	1
413	и речи	5	1
414	к третьему	1	1
415	всех ее	1	1
416	и я	1	1
417	сочетается с	2	1
418	только ее	1	1
419	и нет	2	1
420	мотивов в	1	1
421	мы также	1	1
422	возвращаемся к	1	1
423	и к	2	1
424	искусство и	1	1
425	в этот	2	1
426	времени с	2	1
427	со своей	3	1
428	в которой	2	1
429	точку зрения	2	1
430	в целом	2	1
431	сливается с	1	1
432	в нашем	2	1
433	романа но	4	1
434	и холодным	1	1
435	удельный вес	2	1
436	все только	2	1
437	не могла	1	1
438	в европейском	1	1
439	между этими	4	1
440	этот процесс	5	1
441	широком смысле	2	1
442	в первых	1	1
443	связанные с	1	1
444	по самому	2	1
445	оно было	1	1
446	говорили в	1	1
447	он должен	2	1
448	не как	2	1
449	что еще	1	1
450	и вот	1	1
451	события в	1	1
452	носит совершенно	1	1
453	новое и	2	1
454	особо отметить	1	1
455	и по	2	1
456	встречаются в	1	1
457	с собой	1	1
458	с такими	1	1
459	но все	5	1
460	такого же	1	1
461	значительной степени	1	1
462	внешний характер	1	1
463	в каждом	1	1
464	касается до	1	1
465	особенно остро	1	1
466	для всех	2	1
467	есть все	1	1
468	и момент	2	1
469	их и	2	1
470	или два	1	1
471	и мотивы	1	1
472	глубокий и	1	1
473	зрения на	1	1
474	мере и	1	1
475	его в	3	1
476	и других	3	1
477	на протяжении	1	1
478	характер этого	1	1
479	и непосредственное	1	1
480	еще вернемся	1	1
481	что лежит	1	1
482	и дает	3	1
483	мы сказали	1	1
484	и основные	1	1
485	нам по	1	1
486	эти моменты	3	1
487	ведь в	1	1
488	здесь нет	3	1
489	здесь это	3	1
490	в жизни	6	1
491	дается здесь	1	1
492	говорить в	1	1
493	далеко не	2	1
494	пространственных и	2	1
495	роль осла	1	1
496	с тем	3	1
497	четкостью и	1	1
498	которой он	1	1
499	уже у	1	1
500	рода и	1	1
501	строгом смысле	2	1
502	романа прежде	3	1
503	чем в	2	1
504	очень важный	1	1
505	и тогда	1	1
506	и того	6	1
507	себе все	1	1
508	наблюдали в	1	1
509	таким же	1	1
510	особенности же	1	1
511	этой поздней	1	1
512	место в	2	1
513	ее всю	1	1
514	не столько	1	1
515	он дает	1	1
516	в которых	2	1
517	могло бы	1	1
518	своего рода	1	1
519	и другого	1	1
520	ничего существенного	1	1
521	мир и	2	1
522	и море	1	1
523	результате все	1	1
524	страха и	1	1
525	смертной казни	1	1
526	по всем	2	1
527	вещей и	1	1
528	для нее	1	1
529	указывали что	1	1
530	по себе	2	1
531	в историческом	1	1
532	связей с	1	1
533	же мы	1	1
534	всю картину	1	1
535	вернемся к	1	1
536	роль играют	1	1
537	в отношении	3	1
538	выходят из	1	1
539	до известной	1	1
540	этого же	1	1
541	правда в	1	1
542	дело в	2	1
543	составные элементы	1	1
544	и снова	1	1
545	весь роман	2	1
546	особый характер	1	1
547	нужно особо	1	1
548	та или	1	1
549	их значение	1	1
550	не имеет	4	1
551	ничего не	9	1
552	одна из	2	1
553	началом в	1	1
554	на землю	1	1
555	или иная	1	1
556	к концу	3	1
557	проходят через	3	1
558	ровно ничего	1	1
559	самому своему	1	1
560	же моментов	1	1
561	нам важно	1	1
562	обратимся в	1	1
563	эти три	1	1
564	разной степени	1	1
565	и исторического	2	1
566	входят в	1	1
567	из существенных	1	1
568	конкретным и	2	1
569	только наиболее	1	1
570	такие же	1	1
571	от их	1	1
572	в момент	1	1
573	его вариациях	1	1
574	это также	1	1
575	в основу	3	1
576	могут быть	5	1
577	во все	2	1
578	здесь совершенно	2	1
579	все действия	1	1
580	к другу	2	1
581	его с	1	1
582	сцену на	1	1
583	смерти и	1	1
584	той или	2	1
585	как человек	4	1
586	свое значение	1	1
587	день и	1	1
588	где он	1	1
589	быть конечно	2	1
590	и это	4	1
591	времени но	1	1
592	резко отличный	1	1
593	существенные черты	1	1
594	приходит к	1	1
595	в архиве	1	1
596	же так	1	1
597	сплетается с	1	1
598	здесь не	4	1
599	всего этого	2	1
600	здесь также	2	1
601	формы и	3	1
602	совершенно ясно	1	1
603	центре его	2	1
604	тело в	1	1
605	нет никакой	1	1
606	в себя	1	1
607	то время	4	1
608	в пределах	5	1
609	в ту	1	1
610	звездным небом	1	1
611	если они	2	1
612	ясно что	2	1
613	связан с	1	1
614	особенно в	1	1
615	с самим	5	1
616	и каждый	1	1
617	вокруг этого	1	1
618	к простому	1	1
619	его она	1	1
620	мнимая смерть	2	1
621	мировой литературе	2	1
622	жизнь и	4	1
623	сливается у	1	1
624	последующее развитие	1	1
625	государственной власти	1	1
626	нас и	1	1
627	об этом	2	1
628	мы наблюдали	1	1
629	значение исключительно	1	1
630	со всех	1	1
631	уши и	1	1
632	и здесь	1	1
633	известной степени	1	1
634	тех кто	1	1
635	и т.д	1	1
636	то они	1	1
637	и поэтому	1	1
638	это носит	1	1
639	в глаза	2	1
640	или на	1	1
641	своему существу	1	1
642	места для	1	1
643	романа мы	3	1
644	значение они	1	1
645	от классического	1	1
646	времени в	7	1
647	эта правда	1	1
648	нас в	3	1
649	и были	2	1
650	места и	1	1
651	образом все	1	1
652	нем не	3	1
653	эти мотивы	1	1
654	от них	1	1
655	и события	2	1
