N	2gram	Bakhtin_Pr_5	formyVre
1	и в	35	46
2	в этом	14	22
3	прежде всего	12	14
4	вовсе не	7	13
5	в романе	1	13
6	и его	14	12
7	во всех	3	11
8	не только	10	11
9	только в	6	11
10	как бы	31	10
11	то есть	16	10
12	во время	5	10
13	точки зрения	7	10
14	в том	5	10
15	но в	19	10
16	мы уже	8	9
17	не в	10	9
18	у него	4	9
19	но и	14	9
20	вместе с	2	9
21	и не	27	9
22	и для	8	9
23	то же	15	8
24	как и	18	8
25	с точки	2	8
26	для того	1	8
27	того чтобы	1	8
28	потому что	8	8
29	связи с	1	8
30	в его	21	8
31	из них	3	8
32	в основном	1	8
33	и на	6	7
34	в главе	1	7
35	так сказать	2	7
36	всех этих	2	7
37	так и	8	7
38	в них	4	7
39	может быть	14	7
40	в одном	6	7
41	то что	10	7
42	как мы	8	6
43	еще не	7	6
44	все же	8	6
45	и наконец	7	6
46	при этом	2	6
47	человека в	1	6
48	и с	12	6
49	его в	4	6
50	в основе	1	6
51	никогда не	4	6
52	те же	2	6
53	и во	3	6
54	так как	4	6
55	в особенности	1	6
56	здесь в	2	6
57	все это	14	6
58	и все	15	6
59	но не	6	5
60	с этим	3	5
61	в своем	2	5
62	все эти	3	5
63	он не	13	5
64	в нем	16	5
65	должно быть	3	5
66	громадное значение	1	5
67	в то	11	5
68	в дальнейшем	2	5
69	и у	4	5
70	в непосредственном	1	5
71	в пределах	11	5
72	что в	6	5
73	отношения к	1	4
74	и самое	2	4
75	в мире	4	4
76	и он	2	4
77	что они	6	4
78	как в	5	4
79	уже в	3	4
80	в себе	5	4
81	их в	2	4
82	и было	1	4
83	том что	3	4
84	в котором	3	4
85	эпизоде с	1	4
86	том же	1	4
87	героев и	1	4
88	же время	10	4
89	уже говорили	5	4
90	к себе	18	4
91	с ним	7	4
92	о том	2	4
93	все его	4	4
94	так что	5	4
95	конечно не	2	4
96	с другом	4	4
97	и их	1	4
98	а не	4	4
99	отнюдь не	1	4
100	друг с	4	4
101	с этой	2	4
102	еще более	1	4
103	же в	1	4
104	здесь еще	2	3
105	почти все	1	3
106	ему в	1	3
107	в виду	3	3
108	того же	1	3
109	слова и	11	3
110	мы еще	1	3
111	для других	3	3
112	отношение к	6	3
113	нет и	4	3
114	хотя и	2	3
115	и как	2	3
116	в этот	2	3
117	уже не	3	3
118	та же	4	3
119	в большинстве	2	3
120	и по	2	3
121	таким образом	7	3
122	здесь мы	1	3
123	а затем	2	3
124	это когда	1	3
125	по всему	1	3
126	переходим к	4	3
127	в их	1	3
128	в которых	2	3
129	вернемся к	1	3
130	как можно	2	3
131	кроме того	1	3
132	же самое	1	3
133	к тому	6	3
134	себя и	8	3
135	роль в	1	3
136	мы наблюдаем	1	3
137	и совершенно	1	3
138	том как	1	3
139	жизнь и	2	3
140	в другом	12	3
141	что и	3	3
142	того что	3	3
143	тот же	4	3
144	что он	24	3
145	дана в	1	3
146	в качестве	1	3
147	на протяжении	5	3
148	большинстве случаев	2	3
149	для него	14	3
150	зрения другого	1	3
151	тем что	4	3
152	в форме	3	3
153	что на	2	3
154	и даже	5	3
155	и прежде	4	3
156	не на	1	3
157	о чем	1	3
158	еще нет	1	3
159	в реальном	3	3
160	не является	1	3
161	тем более	1	3
162	в этих	2	3
163	а в	7	3
164	себе самому	18	3
165	всего в	1	3
166	но эти	2	3
167	и другие	1	3
168	к этому	1	3
169	ту же	1	2
170	как его	3	2
171	и так	4	2
172	и до	1	2
173	в сущности	14	2
174	говорить о	3	2
175	они были	1	2
176	он был	1	2
177	в уста	1	2
178	бы она	1	2
179	и т.п	6	2
