N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	46
2	то есть	5	34
3	в слове	1	32
4	в том	10	32
5	и в	19	30
6	может быть	17	28
7	то же	12	23
8	не только	8	21
9	для нас	2	20
10	но и	10	19
11	того что	5	18
12	том что	7	18
13	то что	7	18
14	что в	4	17
15	в себе	6	16
16	и не	11	15
17	не в	4	15
18	в сознании	1	15
19	а не	20	15
20	таким образом	1	14
21	что и	2	13
22	так как	3	13
23	вместе с	5	12
24	а в	3	12
25	так и	7	11
26	как в	1	10
27	в этом	9	10
28	как и	10	10
29	в то	9	10
30	и что	2	10
31	мы не	4	9
32	в нем	3	9
33	было бы	2	9
34	для него	4	9
35	и то	3	8
36	в ней	4	8
37	в самом	1	8
38	что не	2	8
39	что мы	1	8
40	что слово	1	7
41	есть не	1	7
42	с одной	7	7
43	но не	5	7
44	с тем	2	7
45	и без	2	7
46	тем самым	3	7
47	тем что	4	7
48	как мы	1	7
49	так что	4	7
50	слова в	1	7
51	вовсе не	2	7
52	с другой	8	7
53	к тому	1	7
54	между собою	1	6
55	с ним	2	6
56	не имеет	1	6
57	и теперь	1	6
58	что он	3	6
59	уже не	2	6
60	то и	3	6
61	из них	2	6
62	а потому	2	6
63	не может	9	6
64	посредством слова	1	6
65	что только	1	6
66	но это	3	6
67	если б	1	5
68	на деле	1	5
69	и т	2	5
70	слово не	2	5
71	еще не	2	5
72	по отношению	4	5
73	по которому	1	5
74	в своем	1	5
75	и как	3	5
76	не следует	1	5
77	одно и	2	5
78	с другими	1	5
79	в них	2	5
80	что я	2	5
81	по крайней	2	5
82	же время	9	5
83	как на	3	5
84	языка в	1	5
85	не могут	1	5
86	сравнительно с	1	5
87	не менее	6	5
88	мысль о	1	5
89	крайней мере	2	5
90	уже в	2	5
91	одно из	2	5
92	только по	1	5
93	очевидно что	2	5
94	тому как	2	5
95	отношению к	3	5
96	слова и	7	5
97	только как	1	5
98	в действительности	1	5
99	тем же	3	4
100	в каждой	2	4
101	столь же	5	4
102	не все	1	4
103	относится к	1	4
104	не было	2	4
105	что это	1	4
106	он не	5	4
107	перестает быть	3	4
108	не к	2	4
109	и по	1	4
110	мы видели	1	4
111	себе не	2	4
112	до слова	1	4
113	себе а	1	4
114	того как	1	4
115	и его	3	4
116	для того	2	4
117	в его	4	4
118	один из	4	4
