N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	18
2	в этом случае	1	7
3	вместе с тем	1	6
4	о том что	3	4
5	в связи с	8	4
6	но все же	1	4
7	тем не менее	6	4
8	мы видели и	1	3
9	но вместе с	1	3
10	не может быть	1	3
11	мы увидим ниже	1	3
12	после того как	2	3
13	для того чтобы	1	3
14	он не может	1	2
15	с представлением о	1	2
16	до сих пор	1	2
17	наряду с этим	1	2
18	в это время	4	2
19	в данном случае	2	2
20	в том чтобы	2	2
21	не только в	2	2
22	это значит что	1	2
23	но это не	1	2
24	в том что	9	2
25	на то что	2	2
26	по себе не	1	1
27	видели и в	1	1
28	но то что	1	1
29	в том числе	1	1
30	никак не может	1	1
31	он не только	1	1
32	и в более	1	1
33	в своей работе	1	1
34	можно утверждать что	1	1
35	с точки зрения	3	1
36	что он уже	1	1
37	сам по себе	2	1
38	в отличие от	3	1
39	может быть в	1	1
40	и тем не	1	1
41	вследствие чего он	1	1
42	то же время	3	1
43	точно так же	3	1
44	что и здесь	1	1
45	что все это	1	1
46	в ней не	1	1
47	то время как	1	1
48	с ним и	1	1
49	и находит в	1	1
50	не в том	3	1
51	потому что в	1	1
52	как и вообще	1	1
53	то что он	3	1
54	во всяком случае	6	1
55	в основном не	1	1
56	но тем не	1	1
57	в то время	6	1
58	в тех же	1	1
59	в свою очередь	2	1
60	само по себе	2	1
61	что в его	1	1
62	это мы увидим	1	1
63	приведем еще один	1	1
64	с самого начала	1	1
65	в самом деле	1	1
66	можно сказать что	1	1
67	не было ни	1	1
68	в то же	3	1
69	может быть названа	1	1
70	в него и	1	1
71	до некоторой степени	2	1
72	здесь как и	1	1
73	только тогда когда	1	1
74	как мы знаем	4	1
75	как мы видели	2	1
