N	2gram	Losev_Vlad_2	slovoVRo
1	и в	30	39
2	может быть	7	37
3	и т	1	35
4	и его	6	33
5	т п	1	33
6	то есть	7	26
7	не только	12	24
8	и не	18	22
9	но и	8	21
10	не может	9	20
11	в нем	4	19
12	до конца	7	17
13	в этом	20	16
14	все это	5	16
15	так и	5	15
16	а не	7	14
17	отличие от	3	13
18	как в	3	13
19	во всех	3	12
20	в отличие	3	12
21	вовсе не	4	10
22	к своему	1	9
23	и с	14	9
24	не в	9	9
25	таким образом	3	8
26	себя в	2	8
27	прежде всего	6	8
28	точки зрения	7	8
29	еще не	1	7
30	с его	4	7
31	в него	1	7
32	при этом	5	7
33	в этих	4	7
34	для него	9	7
35	с ним	5	7
36	никогда не	7	7
37	как мы	11	7
38	язык и	1	7
39	в его	11	7
40	и даже	10	7
41	и потому	2	7
42	как бы	5	7
43	в сущности	2	6
44	но не	3	6
45	в своем	8	6
46	все же	9	6
47	и к	6	6
48	но в	8	6
49	все эти	5	6
50	так сказать	1	6
51	в них	3	6
52	как и	5	6
53	она не	2	6
54	этом случае	1	6
55	жизни и	6	6
56	например в	1	5
57	это не	2	5
58	том что	12	5
59	по себе	5	5
60	не могут	1	5
61	но все	2	5
62	мира и	1	5
63	в том	18	5
64	конечно не	4	5
65	уже не	3	5
66	и их	1	5
67	и для	3	5
68	только в	6	5
69	для нас	7	5
70	от него	1	5
71	и все	7	5
72	и наконец	4	5
73	отношения к	3	4
74	его не	2	4
75	и на	4	4
76	отношение к	4	4
77	всех этих	3	4
78	то же	4	4
79	слова не	1	4
80	его в	4	4
81	ни в	7	4
82	в отношении	3	4
83	не менее	7	4
84	в то	9	4
85	же время	3	4
86	или как	2	4
87	во всем	1	4
88	здесь не	4	4
89	для этого	1	4
90	борьба с	2	4
91	наконец в	3	4
92	дело с	1	4
93	поэтому и	1	4
94	для всех	1	4
95	и других	1	4
96	так как	5	4
97	даже и	3	4
98	и др	1	4
99	xix века	1	4
100	в той	2	4
101	в основном	5	4
102	в смысле	1	4
103	а в	11	4
104	отношении к	1	4
105	в таком	3	4
106	как это	7	3
107	необходимо отметить	1	3
108	в чисто	2	3
109	собственном смысле	1	3
110	той же	4	3
111	единство и	2	3
112	говорить о	1	3
113	в чем	2	3
114	в собственном	1	3
115	перед нами	1	3
116	и как	3	3
117	бы и	1	3
118	на этом	2	3
119	не с	1	3
120	лишь в	1	3
121	с точки	3	3
122	не столько	3	3
123	его от	1	3
124	связи с	8	3
125	этом отношении	1	3
126	в ней	4	3
127	исторической жизни	1	3
128	и дальше	1	3
129	а также	10	3
130	к нему	2	3
131	что и	3	3
132	быть и	1	3
133	всех его	1	3
134	или даже	1	3
135	у него	19	3
136	рядом с	1	3
137	здесь в	2	3
138	в свою	3	3
139	смысла и	1	3
140	стремится к	2	3
141	если она	1	3
142	как к	2	3
143	и от	2	3
144	но это	4	3
145	и часто	2	3
146	что в	12	3
147	из себя	1	3
148	хотя бы	3	3
149	сказать что	11	3
150	во всяком	6	3
151	можно говорить	3	2
152	одним из	1	2
153	также и	6	2
154	с таким	1	2
155	мы уже	2	2
156	мы не	2	2
157	именно к	3	2
158	но она	1	2
159	имеет дело	1	2
160	далее в	1	2
161	не был	2	2
162	но как	1	2
163	точка зрения	1	2
164	не все	1	2
165	менее всего	1	2
166	в новом	2	2
167	связи и	1	2
168	с этим	5	2
169	кроме того	9	2
170	хотя и	6	2
171	как уже	1	2
172	более или	3	2
173	себе как	1	2
174	лежит на	1	2
175	в нашем	1	2
176	в себе	6	2
177	как он	2	2
178	на его	4	2
179	т д	1	2
180	он не	4	2
181	в виде	3	2
182	борьбу с	1	2
183	уже сказано	1	2
184	в свой	1	2
185	далеко не	1	2
186	независимо от	1	2
187	мы видели	2	2
188	чем в	1	2
189	или менее	3	2
190	и другие	1	2
191	и при	2	2
192	в их	2	2
193	мы сказали	2	2
194	но эта	1	2
195	которые в	1	2
196	но он	3	2
197	однако в	2	2
198	даже в	2	2
199	на котором	2	2
200	тогда когда	2	2
201	дело в	3	2
202	того как	2	2
203	того чтобы	2	2
204	в одном	1	2
205	только и	3	2
206	к ней	3	2
207	в области	3	2
208	и другим	1	2
209	оно может	1	2
210	свою очередь	2	2
211	без всякого	2	2
212	в себя	1	2
213	так в	1	2
214	в дальнейшем	5	2
215	стремиться к	1	2
216	как с	1	2
217	те же	3	2
218	здесь как	1	2
219	особенно в	1	2
220	языке в	2	2
221	на ряд	1	2
222	о нем	2	2
223	и здесь	1	2
224	на него	1	2
225	о том	4	2
226	таков например	1	2
227	но мы	1	2
228	притом в	1	2
229	влияние на	1	2
230	может не	1	2
231	ним и	1	2
232	еще более	3	2
233	единого и	1	2
234	как например	1	2
235	ни к	1	2
236	что он	13	2
237	мы увидим	1	2
238	пор не	1	2
239	это очень	1	2
240	всяком случае	6	2
241	со всеми	1	2
242	же и	2	2
243	уже в	3	2
244	его и	2	2
245	в прошлом	1	2
246	для того	2	2
247	то что	20	2
248	не было	10	2
249	до сих	1	2
250	именно в	4	2
251	а именно	6	2
252	но лишь	1	2
253	которых мы	1	2
254	с которым	2	2
255	его как	1	2
256	как о	1	2
257	в связи	8	2
258	во франции	1	2
259	эти слова	1	2
260	вместе с	8	2
261	и особенно	3	2
262	эта идея	2	2
263	требует от	1	2
264	в данном	3	2
265	сих пор	1	2
266	от нас	2	2
267	в более	2	2
268	известной степени	1	2
269	в результате	5	2
270	и ни	1	2
271	жизни в	2	2
272	только с	1	2
273	к его	2	2
274	они не	1	2
275	с новыми	1	1
276	смысле слова	1	1
277	как известно	1	1
278	от этой	1	1
279	не должны	1	1
280	так резко	1	1
281	того же	5	1
282	и есть	2	1
283	произведение которое	1	1
284	между двумя	1	1
285	за собой	1	1
286	по преимуществу	1	1
287	и до	2	1
288	и этот	1	1
289	и за	1	1
290	а как	1	1
291	есть не	1	1
292	характер его	1	1
293	миру и	1	1
294	и о	4	1
295	нам в	1	1
296	место в	1	1
297	он как	1	1
298	на тему	1	1
299	к вопросам	1	1
300	литературы и	1	1
301	освобождения от	1	1
302	он сам	2	1
303	первый план	2	1
304	людей в	2	1
305	быть в	3	1
306	что его	4	1
307	в создании	1	1
308	помимо этого	1	1
309	совсем не	4	1
310	то он	1	1
311	к которой	1	1
312	к ним	1	1
313	что так	1	1
314	не просто	1	1
315	конечно совершенно	1	1
316	с жадностью	1	1
317	чем же	1	1
318	характер и	1	1
319	его на	3	1
320	является основным	1	1
321	до его	1	1
322	целый ряд	1	1
323	и свою	1	1
324	этой цели	1	1
325	в самом	2	1
326	и невозможно	1	1
327	та же	1	1
328	в целом	4	1
329	он в	1	1
330	без учета	1	1
331	выражение в	1	1
332	знаем в	1	1
333	в этой	4	1
334	но его	2	1
335	на то	2	1
336	если он	1	1
337	и идея	1	1
338	человек не	2	1
339	дело здесь	1	1
340	общения с	1	1
341	что она	1	1
342	больше всего	1	1
343	время и	1	1
344	он ни	1	1
345	однако при	1	1
346	национальная культура	1	1
347	и еще	1	1
348	речи в	1	1
349	и сам	2	1
350	и по	2	1
351	конца и	1	1
352	с собой	1	1
353	что мир	1	1
354	основным категориям	1	1
355	об этом	6	1
356	них не	1	1
357	на все	2	1
358	глубокий и	1	1
359	для своей	1	1
360	это было	4	1
361	для нее	1	1
362	должен был	3	1
363	и тем	1	1
364	здесь нет	1	1
365	но уже	2	1
366	и представить	2	1
367	все равно	1	1
368	на основании	1	1
369	несмотря на	4	1
370	такой же	1	1
371	на первый	2	1
372	в своей	5	1
373	при изучении	1	1
374	в такой	1	1
375	и без	1	1
376	то его	2	1
377	мысли и	2	1
378	слово что	1	1
379	нем он	1	1
380	но во	1	1
381	тем не	6	1
382	далека от	1	1
383	уже сказали	1	1
384	вещей и	1	1
385	и достоевского	1	1
386	в двух	2	1
387	до известной	1	1
388	и сказал	1	1
389	с которой	2	1
390	самого начала	1	1
391	не о	2	1
392	и притом	2	1
393	весь этот	1	1
394	резко не	1	1
395	чтобы стать	1	1
396	дело не	1	1
397	к такому	3	1
398	следовательно и	1	1
399	ничего не	2	1
400	это то	1	1
401	его об	1	1
402	очень мало	1	1
403	в русском	2	1
404	степени что	1	1
405	чистый и	1	1
406	прежде чем	1	1
407	всей жизни	2	1
408	же он	1	1
409	но теперь	1	1
410	в сознании	1	1
411	достаточно указать	1	1
412	что возможно	1	1
413	не столь	1	1
414	и должно	1	1
415	во все	1	1
416	было у	2	1
417	коснемся в	1	1
418	он никогда	2	1
419	отношении он	1	1
420	утверждать что	1	1
421	и это	3	1
422	некоторой степени	2	1
423	трем основным	1	1
424	то она	1	1
425	в виду	2	1
426	и живости	1	1
427	чтобы быть	1	1
428	него самого	1	1
429	нет никакой	1	1
430	с самого	1	1
431	и может	2	1
432	эти обстоятельства	1	1
433	слова а	1	1
434	на том	1	1
435	и ту	2	1
436	определяется их	1	1
437	на которую	1	1
438	еще в	2	1
439	этим в	1	1
440	и всюду	1	1
441	во второй	2	1
442	поэтому в	1	1
443	чтобы понять	1	1
444	не на	2	1
445	невозможно в	1	1
446	другими словами	5	1
447	никак не	3	1
448	и что	5	1
449	можно сказать	4	1
450	нас в	2	1
451	за свое	1	1
452	всех своих	1	1
453	ее требования	1	1
454	которой мы	2	1
455	нельзя себе	2	1
456	этот последний	1	1
457	представления о	1	1
458	знания и	1	1
459	и об	1	1
460	говорить только	1	1
461	и она	2	1
462	и отдельные	1	1
463	случае ее	1	1
464	не зная	1	1
465	того что	5	1
466	всякого рода	6	1
467	тонким и	1	1
468	в какой	1	1
469	друг друга	2	1
470	до нас	1	1
471	лиц не	1	1
472	никак нельзя	3	1
473	и ее	1	1
474	здесь с	1	1
475	в качестве	1	1
476	с какой	1	1
477	с нею	1	1
478	только на	1	1
479	него и	2	1
480	а это	3	1
481	за ним	1	1
482	характерно что	1	1
483	самое серьезное	1	1
484	в конце	13	1
485	с этими	1	1
486	до некоторой	2	1
487	дело и	1	1
488	как раз	1	1
489	тем что	1	1
490	не были	1	1
491	себе представить	2	1
492	как у	2	1
493	письмах и	1	1
494	или иначе	3	1
495	говорить и	1	1
496	которая на	1	1
497	на которые	1	1
498	что не	2	1
499	вещь и	1	1
500	должно быть	3	1
501	касается самого	1	1
502	нужно сказать	1	1
503	в подлинном	1	1
504	а на	1	1
505	этого не	2	1
506	психологии а	1	1
507	к трем	1	1
508	мы находим	2	1
509	все более	1	1
510	я говорю	1	1
511	в частности	2	1
512	все то	1	1
513	можно утверждать	1	1
514	даже не	1	1
515	только его	2	1
516	нужно отнести	1	1
517	мы опять	1	1
518	он говорит	1	1
519	какой мере	1	1
520	очень важно	1	1
521	в литературе	1	1
522	и всей	1	1
523	да и	3	1
524	для понимания	1	1
525	ней не	1	1
526	здоровья и	1	1
527	рассказ в	1	1
528	толстого в	1	1
529	с очень	2	1
530	романа с	1	1
531	близкий к	2	1
532	тем и	1	1
533	развития и	1	1
534	вообще в	3	1
535	нужно чтобы	1	1
536	разной степени	1	1
537	же в	2	1
538	нисколько не	2	1
539	такой степени	1	1
540	этот разрыв	1	1
541	только как	1	1
542	обычно не	1	1
543	также в	1	1
544	мы коснемся	1	1
545	ко всему	4	1
546	на различные	1	1
547	что такое	1	1
548	этого второго	1	1
549	в своих	2	1
550	только не	1	1
551	к этому	6	1
552	том числе	1	1
553	гораздо более	2	1
