N	2gram	Losev_Dial_2	Tvorches
1	у достоевского	1	28
2	и в	19	21
3	как бы	14	17
4	в то	6	15
5	то же	12	13
6	времени в	2	13
7	в его	1	13
8	достоевского в	1	12
9	как и	10	12
10	же время	5	12
11	что в	7	12
12	том что	10	11
13	все это	4	10
14	как в	2	8
15	он не	4	8
16	то что	14	8
17	и на	1	7
18	но в	2	7
19	не только	19	7
20	при этом	4	7
21	во многом	1	7
22	у него	1	7
23	и не	30	7
24	в том	14	7
25	в этом	8	6
26	в котором	1	6
27	не менее	3	6
28	и его	5	6
29	он сам	1	6
30	о том	5	6
31	и все	12	6
32	что он	6	6
33	а в	4	6
34	отнюдь не	6	5
35	все же	4	5
36	в этой	3	5
37	таким образом	4	5
38	вовсе не	13	5
39	в своих	2	5
40	потому что	14	5
41	как будто	7	5
42	только в	5	5
43	может быть	20	5
44	концепция времени	1	5
45	а не	16	5
46	но это	7	5
47	это уже	2	5
48	хотя бы	4	5
49	человека и	2	4
50	в своем	4	4
51	и как	10	4
52	та же	4	4
53	в целом	1	4
54	о времени	1	4
55	это не	10	4
56	в своей	8	4
57	в мире	2	4
58	времени и	9	4
59	прежде всего	8	4
60	не может	9	4
61	и от	3	4
62	я и	2	3
63	и т	17	3
64	на самом	2	3
65	это и	3	3
66	я не	6	3
67	не был	1	3
68	время в	1	3
69	что я	2	3
70	со всеми	1	3
71	в самом	5	3
72	в нем	10	3
73	на его	2	3
74	на земле	1	3
75	и по	4	3
76	в каждом	2	3
77	что все	1	3
78	и с	5	3
79	время у	1	3
80	далеко не	1	3
81	в их	2	3
82	даже в	3	3
83	человека но	2	3
84	дело не	2	3
85	самого начала	2	3
86	не по	2	3
87	никогда не	9	3
88	воли и	1	3
89	вот почему	1	3
90	с ее	2	3
91	с самого	2	3
92	в дальнейшем	1	3
93	с ним	4	3
94	того что	6	3
95	во времени	4	3
96	времени как	1	3
97	уже не	3	3
98	уже в	4	3
99	в виде	2	3
100	говорит о	1	3
101	так как	14	3
102	в которой	2	3
103	петр александрович	3	3
104	и даже	14	3
105	с другой	5	3
106	но и	12	3
107	ни на	2	3
108	но не	6	3
109	проблема времени	1	3
110	не существует	1	3
111	это как	3	3
112	но если	1	3
113	жизни и	6	3
114	ее в	2	3
115	это в	1	3
116	так же	2	3
117	того же	1	2
118	самом деле	4	2
119	по преимуществу	1	2
120	действительности и	1	2
121	есть не	7	2
122	достижению цели	1	2
123	но она	1	2
124	кто же	1	2
125	и он	1	2
126	в ней	2	2
127	в чем	3	2
128	не то	5	2
129	если в	2	2
130	отличие от	1	2
131	человека его	1	2
132	в одной	4	2
133	когда он	1	2
134	то в	1	2
135	но без	3	2
136	к достижению	1	2
137	в себе	15	2
138	что она	14	2
139	по самому	1	2
140	тем не	2	2
141	так сказать	1	2
142	в принципе	1	2
143	у пушкина	2	2
144	не будет	2	2
145	в вечности	6	2
146	о котором	3	2
147	действительности в	1	2
148	известно что	1	2
149	и тем	1	2
150	когда я	2	2
151	в данном	3	2
152	в один	3	2
153	в этих	3	2
154	не во	2	2
155	каждом человеке	1	2
156	жизни с	2	2
157	не в	8	2
158	в пространстве	1	2
159	но он	4	2
160	по крайней	9	2
161	т п	2	2
162	на свете	5	2
163	и время	4	2
164	одна из	1	2
165	и притом	7	2
166	в основе	1	2
167	но только	3	2
168	личности в	8	2
169	нет ни	3	2
170	могут быть	4	2
171	к тому	2	2
172	в жизни	2	2
173	более не	1	2
174	это время	3	2
175	в виду	5	2
176	не могу	6	2
177	данном случае	2	2
178	мысль о	1	2
179	приводит к	1	2
180	и когда	4	2
181	так и	10	2
182	за то	1	2
183	здесь нет	1	2
184	об этом	3	2
185	еще в	1	2
186	быть может	1	2
187	можно сказать	5	2
188	может не	4	2
189	и та	6	2
190	одного из	1	2
191	что и	5	2
192	во всей	1	2
193	себя но	1	2
194	крайней мере	9	2
195	в литературе	1	2
196	значит что	12	2
197	жизнь на	1	2
198	тот же	1	2
199	больше чем	1	2
200	человека с	1	2
201	так что	7	2
202	же и	9	2
203	при помощи	1	2
204	времени по	1	2
205	из них	3	2
206	мы находим	3	2
207	только на	1	2
208	именно в	2	2
209	так вот	2	2
210	что не	6	2
211	зависит от	2	2
212	и далее	1	2
213	с которым	1	2
214	его как	1	2
215	все более	1	2
216	в частности	2	2
217	вместе с	2	2
218	времени а	3	2
219	пространства и	7	2
220	надо было	1	2
221	к жизни	1	2
222	несравненно более	1	2
223	общения с	3	2
224	время не	3	2
225	перед нами	2	2
226	на эти	1	2
227	в одно	5	2
228	или в	2	2
229	ее и	1	2
230	из себя	1	2
231	ибо в	1	2
232	только что	5	2
233	личности и	6	2
234	не знает	1	2
235	сказать что	10	2
236	в глаза	1	2
237	себе не	3	2
238	и человек	2	2
239	точно так	1	2
240	гораздо более	1	2
241	как известно	2	1
242	от этой	1	1
243	говорили уже	1	1
244	в сфере	2	1
245	к их	1	1
246	же как	3	1
247	чтобы не	6	1
248	связана с	2	1
249	должно стать	1	1
250	терпеть не	1	1
251	мы но	1	1
252	этом пункте	1	1
253	времени но	2	1
254	и есть	4	1
255	очень много	1	1
256	и до	1	1
257	выражается в	1	1
258	оно было	1	1
259	теперь перед	1	1
260	уже по	1	1
261	также и	2	1
262	мы уже	8	1
263	их и	1	1
264	по европе	1	1
265	ни даже	1	1
266	мы имеем	3	1
267	что если	3	1
268	и тут	3	1
269	о христе	1	1
270	в сущности	2	1
271	время как	7	1
272	говорить о	5	1
273	что иное	3	1
274	но даже	1	1
275	то это	2	1
276	что можно	1	1
277	из ее	1	1
278	проявляется в	1	1
279	себе а	1	1
280	вопрос об	4	1
281	одно из	4	1
282	еще не	4	1
283	он был	1	1
284	отличного от	1	1
285	иное как	3	1
286	бы то	1	1
