N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	41
2	то есть	8	20
3	таким образом	4	19
4	в этом	21	15
5	как и	11	14
6	и все	4	14
7	то же	5	13
8	все эти	1	13
9	в этой	1	13
10	в его	4	12
11	в себе	5	11
12	как мы	3	11
13	в том	10	11
14	прежде всего	7	11
15	так и	8	10
16	в то	4	10
17	все это	1	10
18	в своем	5	9
19	не в	6	9
20	же время	3	9
21	и его	5	9
22	в качестве	8	9
23	и т.п	9	9
24	но и	19	9
25	что в	3	9
26	но в	6	8
27	в конце	1	8
28	то что	6	8
29	и от	2	8
30	в нем	5	7
31	вовсе не	1	7
32	в них	2	7
33	как бы	4	7
34	и не	12	7
35	в романе	6	7
36	и до	1	6
37	о том	5	6
38	мы видим	1	6
39	только в	6	6
40	это не	6	6
41	есть в	2	6
42	для него	3	6
43	у него	1	6
44	с помощью	1	6
45	все они	2	6
46	как в	4	5
47	и к	2	5
48	не только	20	5
49	на этом	1	5
50	мы видели	2	5
51	точки зрения	1	5
52	того как	1	5
53	потому что	5	5
54	в ней	4	5
55	к нему	1	5
56	и у	1	5
57	уже в	1	5
58	что и	2	5
59	вместе с	1	5
60	так же	1	5
61	и для	3	5
62	а в	6	5
63	к этому	2	5
64	место в	2	4
65	в сущности	1	4
66	и на	3	4
67	хотя и	7	4
68	целый ряд	2	4
69	и наконец	2	4
70	та же	1	4
71	что это	1	4
72	он не	3	4
73	картины мира	5	4
74	и с	2	4
75	том что	7	4
76	но он	1	4
77	одна из	4	4
78	в виду	1	4
79	из одного	1	4
80	может быть	18	4
81	было бы	4	4
82	мира в	8	4
83	мира и	2	4
84	все что	3	4
85	том числе	1	4
86	например в	2	3
87	он может	1	3
88	той же	1	3
89	с ее	1	3
90	во всех	2	3
91	лица и	1	3
92	так сказать	2	3
93	при этом	26	3
94	но именно	1	3
95	и по	3	3
96	в нее	1	3
97	в мире	8	3
98	это одна	1	3
99	несмотря на	1	3
100	во время	1	3
101	в своей	5	3
102	и благодаря	1	3
103	в их	1	3
104	тем самым	5	3
105	в отношении	1	3
106	не имеет	2	3
107	тем что	2	3
108	как о	2	3
109	все то	1	3
110	свою очередь	4	3
111	можно было	2	3
112	что у	1	3
113	в форме	1	3
114	в формах	1	3
115	что он	1	3
116	поэтому и	1	3
117	из них	1	3
118	и их	1	3
119	в одном	1	3
120	нового времени	3	3
121	не на	1	3
122	не было	2	3
123	не может	7	3
124	видели в	1	3
125	и потому	1	3
126	в той	4	3
127	но это	3	3
128	не подлежит	1	3
129	в свою	4	3
130	не знает	1	3
131	того же	1	3
132	является и	1	3
133	жизни и	7	3
134	также и	4	2
135	начинается с	1	2
136	на самом	4	2
137	и так	1	2
138	в доме	1	2
139	из всех	1	2
140	мы не	4	2
141	мир не	1	2
142	на глазах	1	2
143	не совсем	1	2
144	всего романа	1	2
145	и самого	1	2
146	еще не	7	2
147	в которых	1	2
148	а только	1	2
149	точка зрения	3	2
150	по отношению	7	2
151	отношение к	2	2
152	в течение	1	2
153	в одной	2	2
154	перед нами	6	2
