N	3gram	Propp_Isto_2	Myslijsy
1	в том что	5	16
2	смысле этого слова	1	7
3	и то же	1	5
4	по отношению к	3	5
5	сам по себе	1	5
6	вместе с тем	5	4
7	с другой стороны	2	4
8	но и в	2	4
9	по себе а	1	4
10	не только в	4	4
11	потому что он	2	3
12	по мере того	2	3
13	до сих пор	6	3
14	что он не	4	3
15	с одной стороны	3	3
16	мере того как	2	3
17	и т д	18	3
18	тем не менее	1	3
19	не может быть	2	3
20	и может быть	2	2
21	подобно тому как	3	2
22	том что он	1	2
23	ответ на это	1	2
24	но вместе с	1	2
25	и той же	1	2
26	мы не можем	1	2
27	не только не	1	2
28	с этой стороны	1	2
29	одной и той	1	2
30	и вне связи	1	1
31	в сказке о	1	1
32	так же и	3	1
33	уже потому что	1	1
34	на самом деле	2	1
35	того что происходит	1	1
36	с этим в	1	1
37	а может быть	1	1
38	дело вовсе не	1	1
39	это далеко не	1	1
40	за то что	1	1
41	не сам по	1	1
42	связь с другими	1	1
43	со всех сторон	4	1
44	что происходит в	1	1
45	в таких случаях	2	1
46	она нигде не	2	1
47	в одно время	1	1
48	каждый из этих	1	1
49	же и в	1	1
50	если мы не	1	1
51	мы можем предположить	1	1
52	но и со	1	1
53	она не знает	1	1
54	так или иначе	1	1
55	только после того	2	1
56	пути по которому	1	1
57	то это может	1	1
58	один из его	1	1
59	тем что в	1	1
60	потому что они	1	1
61	бросается в глаза	1	1
62	в других случаях	2	1
63	одно из них	1	1
64	вовсе не в	1	1
65	тем самым и	1	1
66	о том что	2	1
67	это значит что	1	1
68	на то что	2	1
69	друг от друга	1	1
70	после того как	2	1
71	мы этого не	1	1
72	по этому поводу	1	1
73	нем быть не	1	1
74	что этот образ	1	1
75	из них не	1	1
76	видели в ней	1	1
77	друг с другом	1	1
78	не вдаваясь в	2	1
79	к тому же	2	1
80	вне связи с	1	1
