N	4gram	Vinokur_Ku_3	Istorich
1	на этот вопрос мы	1	2
2	то же самое что	1	2
3	один и тот же	2	2
4	и тем не менее	3	2
5	уже о том что	1	1
6	т е если бы	1	1
7	но если это так	1	1
8	говоря уже о том	1	1
9	речь идет именно о	1	1
10	это отнюдь не означает	1	1
11	в том случае когда	3	1
12	если это так то	1	1
13	то мы увидим что	1	1
14	что речь идет именно	1	1
15	в самое последнее время	1	1
16	в силу того что	1	1
17	здесь можно было бы	2	1
18	не говоря уже о	2	1
19	в том отношении что	1	1
20	что для того чтобы	1	1
