N	3gram	Vinokur_Vv_1	StatiiOP
1	в том что	12	11
2	и т п	5	6
3	не может быть	8	5
4	то обстоятельство что	1	5
5	в этом смысле	10	4
6	по крайней мере	4	4
7	с точки зрения	2	4
8	в этом отношении	3	4
9	во всяком случае	3	4
10	с другой стороны	5	4
11	о том что	12	4
12	состоит в том	2	3
13	прежде всего в	1	3
14	с тем что	3	3
15	в конце концов	2	3
16	в начале xix	2	3
17	не в том	2	3
18	в связи с	2	3
19	то же время	5	3
20	не только в	4	3
21	в то же	5	3
22	а потому что	1	2
23	потому что он	2	2
24	что в общем	1	2
25	но и в	1	2
26	и тем не	3	2
27	до сих пор	5	2
28	в ряде случаев	1	2
29	и не в	1	2
30	в том чтобы	5	2
31	себе отчет в	1	2
32	с одной стороны	4	2
33	и в этом	3	2
34	на тему о	1	2
35	тем что в	1	2
36	заключается в том	3	2
37	с самого начала	1	2
38	что это есть	1	2
39	по этому поводу	2	2
40	но все же	3	2
41	только тогда когда	1	2
42	мы имеем в	1	2
43	к тому что	1	2
44	в предисловии к	1	2
45	тем не менее	8	2
46	и т д	37	2
47	можно сказать что	3	1
48	и в конце	1	1
49	сказать что он	1	1
50	в прямом смысле	2	1
51	из этих двух	1	1
52	половины xviii в	1	1
53	xviii в и	2	1
54	примером может служить	1	1
55	потому что в	1	1
56	со стороны ее	1	1
57	смысле этого термина	1	1
58	и той же	2	1
59	в том виде	3	1
60	вопрос что такое	1	1
61	на самом деле	1	1
62	в самом деле	5	1
63	каждой из них	1	1
64	т е не	2	1
65	во многих случаях	1	1
66	по тем или	1	1
67	что же касается	2	1
68	то же самое	2	1
69	принять во внимание	2	1
70	до нас дошел	1	1
71	отношение со стороны	1	1
72	говоря уже о	1	1
73	сам по себе	1	1
74	вместе с тем	3	1
75	на вопрос о	4	1
76	связи с этим	1	1
77	с русской историей	1	1
78	объясняется и то	1	1
79	в собственном смысле	2	1
80	находит свое выражение	1	1
81	второй половины xviii	1	1
82	что такое вообще	1	1
83	и не потому	1	1
84	виде в каком	1	1
85	можно было бы	3	1
86	том что не	1	1
87	на тему об	1	1
88	в лучшем случае	1	1
89	в значительной мере	1	1
90	с этой точки	1	1
91	а кроме того	1	1
92	можно назвать в	1	1
93	как раз в	1	1
94	в применении к	6	1
95	на этой почве	2	1
96	не потому что	1	1
97	том что такое	5	1
98	ответ на вопрос	2	1
99	и это сказалось	2	1
100	если принять во	1	1
101	в том же	1	1
102	того что в	1	1
103	в чем же	3	1
104	в общем смысле	1	1
105	все эти отдельные	1	1
106	в известном смысле	3	1
107	в первом из	2	1
108	на котором он	2	1
109	так или иначе	4	1
110	нельзя не признать	2	1
111	тем или иным	1	1
112	хотя бы на	1	1
113	в том отношении	3	1
114	на этом пути	1	1
115	уже не к	1	1
116	в свое время	2	1
117	до наших дней	1	1
118	на вопрос что	1	1
119	что несмотря на	2	1
120	этой точки зрения	1	1
121	собственном смысле этого	1	1
122	том виде в	1	1
123	во главе с	1	1
124	может быть не	1	1
125	но уже в	1	1
126	от того что	1	1
127	в одно целое	1	1
128	и что такое	1	1
129	его отношение к	1	1
130	в свою очередь	1	1
131	смотреть как на	1	1
132	отчет в том	1	1
133	к этому времени	2	1
134	и в самом	3	1
135	в общем итоге	1	1
136	или иным признакам	1	1
137	отношении его к	1	1
138	со стороны содержания	1	1
139	в каждой из	1	1
140	той или иной	1	1
141	том отношении что	3	1
142	и в результате	1	1
143	в отказе от	1	1
144	это сказалось в	2	1
145	в содержании и	1	1
146	в данном отношении	2	1
147	вопрос о том	5	1
148	сказалось в том	1	1
149	одной и той	2	1
150	не признать очень	2	1
151	это однако не	2	1
152	сплошь да рядом	1	1
153	для того чтобы	21	1
154	что в ней	1	1
155	дело не в	1	1
156	значении этого термина	1	1
157	первом из этих	1	1
158	как мы видели	2	1
159	не говоря уже	2	1
