N	2gram	Bakhtin_Pr_3	Istorich
1	и т	8	27
2	и в	34	26
3	т д	2	24
4	так же	8	18
5	т е	12	18
6	то что	11	16
7	не только	10	15
8	может быть	19	14
9	что в	7	14
10	между двумя	2	12
11	но и	12	12
12	и пр	1	11
13	так и	6	10
14	таким образом	5	10
15	и его	16	10
16	что он	23	10
17	все же	7	9
18	его в	4	9
19	что и	5	9
20	так как	4	9
21	и не	29	9
22	то же	14	8
23	мы знаем	2	8
24	а в	5	8
25	я тебе	1	7
26	в этом	16	7
27	он не	15	7
28	об этом	1	7
29	как и	18	7
30	в этих	1	7
31	во время	2	7
32	их в	3	7
33	нас к	1	7
34	как в	4	7
35	что здесь	1	7
36	героя в	5	7
37	и то	3	6
38	еще не	4	6
39	что они	6	6
40	как он	3	6
41	мы видели	3	6
42	таким же	1	6
43	мы можем	1	6
44	в дальнейшем	1	6
45	к нему	14	6
46	потому что	12	6
47	а не	9	6
48	не может	19	6
49	вместе с	4	6
50	когда он	2	6
51	это и	2	5
52	мы уже	6	5
53	то это	1	5
54	но не	4	5
55	и как	3	5
56	но в	16	5
57	уже не	2	5
58	и только	2	5
59	и по	1	5
60	с собой	1	5
61	но все	5	5
62	в другом	8	5
63	и с	15	5
64	это не	5	5
65	не в	9	5
66	ничего не	4	5
67	и у	5	5
68	как мы	7	5
69	на нем	1	5
70	и что	5	5
71	в его	22	5
72	с ними	6	5
73	в одном	5	5
74	у него	4	5
75	тем что	4	5
76	до сих	1	5
77	в некоторых	1	5
78	из которых	1	5
79	сих пор	1	5
80	мы должны	5	5
81	в доме	1	4
82	вопрос о	2	4
83	на себя	1	4
84	в которых	2	4
85	не просто	1	4
86	в этот	2	4
87	он в	4	4
88	но он	3	4
89	в своей	3	4
90	но эта	1	4
91	что этот	1	4
92	даже в	5	4
93	же он	2	4
94	здесь не	1	4
95	так в	2	4
96	о том	2	4
97	и даже	7	4
98	вовсе не	11	4
99	с другой	4	4
100	такое же	1	4
101	когда герой	1	4
102	другой стороны	3	4
103	например в	2	3
104	и действительно	1	3
105	видели что	1	3
106	в одной	3	3
107	перед нами	1	3
108	его к	3	3
109	все эти	4	3
110	на то	1	3
111	и если	2	3
112	на его	4	3
113	при этом	4	3
114	он должен	2	3
115	что у	6	3
116	а затем	1	3
117	те же	2	3
118	не мог	5	3
119	том что	3	3
120	и при	1	3
121	по сравнению	1	3
122	с миром	3	3
123	ты меня	2	3
124	и более	1	3
125	меня не	4	3
126	на котором	1	3
127	на него	7	3
128	во всем	3	3
129	связи с	1	3
130	к себе	17	3
131	есть только	3	3
132	все еще	1	3
133	и он	2	3
134	она не	1	3
135	данном случае	1	3
136	на вопрос	4	3
137	в другой	2	3
138	в том	3	3
139	мы увидим	2	3
140	только в	6	3
141	человека с	3	3
142	переходит в	2	3
143	и других	1	3
144	связан с	2	3
145	о чем	2	3
146	там где	7	3
147	к своему	5	3
148	в данном	1	3
149	власти над	1	3
150	как бы	27	3
151	он бросает	1	3
152	этом случае	2	3
153	случаях когда	1	3
154	или в	1	3
155	из своего	4	3
156	но это	4	3
157	только что	3	3
158	между ними	1	3
159	является и	1	3
160	начинается с	1	2
161	мы здесь	1	2
162	он может	2	2
163	не хочет	2	2
164	по его	1	2
165	а как	2	2
166	собой в	1	2
167	за это	1	2
168	тех же	1	2
169	вступают в	1	2
170	отношение к	6	2
