N	3gram	Tiupa_Narr_1	Mirosoze
1	не может быть	4	8
2	для того чтобы	3	4
3	что иное как	1	3
4	никогда не было	1	3
5	же как и	1	3
6	до сих пор	2	3
7	к тому что	1	3
8	у него нет	1	3
9	а не в	1	2
10	подобно тому как	3	2
11	в ней есть	1	2
12	мы еще вернемся	1	2
13	может быть и	1	2
14	все что было	1	2
15	и та же	1	2
16	одна и та	1	2
17	о том что	2	2
18	по отношению к	3	2
19	как и в	1	2
20	друг для друга	2	2
21	в том что	5	2
22	не мог бы	1	1
23	потому что в	1	1
24	такого рода исследований	1	1
25	так и не	2	1
26	все та же	1	1
27	с точки зрения	1	1
28	как и все	1	1
29	было для него	1	1
30	сам по себе	1	1
31	друг на друга	2	1
32	но и в	2	1
33	в этом отношении	3	1
34	всего лишь одно	1	1
35	у нас нет	1	1
36	на то что	2	1
37	в значительной степени	1	1
38	еще вернемся к	1	1
39	в себе ее	1	1
40	во втором случае	1	1
41	что это за	1	1
42	он уже не	1	1
43	что у него	1	1
44	в стороне от	1	1
45	преступление и наказание	1	1
46	жизни а для	1	1
47	на протяжении всего	1	1
48	друг друга как	1	1
49	и не то	1	1
50	той или иной	4	1
51	если бы не	1	1
52	было не до	1	1
53	на самом деле	1	1
54	во всех его	1	1
55	в центре внимания	2	1
