N	2gram	Propp_Russ_1	Literetu
1	и не	6	22
2	тогда как	2	17
3	и в	36	16
4	при этом	6	15
5	в этом	12	14
6	не только	22	14
7	но и	16	14
8	в том	17	12
9	может быть	8	12
10	а не	2	12
11	то что	6	12
12	в частности	2	11
13	своего рода	3	10
14	е годы	2	9
15	то же	3	9
16	так и	7	9
17	в то	1	9
18	того что	4	9
19	в е	2	8
20	в этой	1	8
21	в жизни	2	8
22	том что	19	8
23	не может	4	8
24	как бы	5	8
25	только в	4	7
26	точки зрения	3	7
27	еще не	4	6
28	с его	1	6
29	в себе	1	6
30	состоит в	8	6
31	о том	8	6
32	и его	1	6
33	в его	2	6
34	к тому	4	6
35	в году	2	5
36	в отличие	1	5
37	отличие от	1	5
38	как в	5	5
39	в целом	2	5
40	тому же	1	5
41	то есть	3	5
42	это не	10	5
43	как и	10	5
44	что я	1	5
45	в основе	1	5
46	этом отношении	1	5
47	что он	1	5
48	в качестве	3	5
49	вместе с	10	5
50	а в	9	5
51	но не	2	4
52	по отношению	1	4
53	хотя и	2	4
54	входит в	4	4
55	место в	1	4
56	в тексте	1	4
57	данном случае	1	4
58	а также	3	4
59	в начале	1	4
60	из них	8	4
61	одно из	5	4
62	в одном	3	4
63	как будто	5	4
64	как у	1	4
65	до конца	2	4
66	в данном	1	4
67	по существу	4	4
68	и для	2	4
69	отношению к	1	4
70	например в	2	3
71	самом деле	1	3
72	отнюдь не	2	3
73	однако не	1	3
74	и как	2	3
75	и наконец	1	3
76	и к	3	3
77	но в	2	3
78	а затем	1	3
79	и тем	1	3
80	в г	4	3
81	взгляд на	1	3
82	с точки	3	3
83	только для	2	3
84	потому что	10	3
85	в области	3	3
86	еще в	4	3
87	не случайно	2	3
88	между тем	7	3
89	уже не	6	3
90	наконец в	1	3
91	те кто	1	3
92	о чем	3	3
93	и а	4	3
94	как это	8	3
95	в иных	1	3
96	тому как	1	3
97	там где	2	3
98	это как	1	3
99	в третьем	1	3
100	на смену	1	3
101	жизни и	1	3
102	как на	1	3
103	того же	1	2
104	в первом	1	2
105	жизни здесь	1	2
106	поэзии и	1	2
107	как мы	10	2
108	вопрос о	1	2
109	не вполне	1	2
110	на себя	2	2
111	жизни как	1	2
112	и на	10	2
113	песни и	3	2
114	во всех	4	2
115	а и	5	2
116	все же	5	2
117	когда он	2	2
118	не знает	1	2
119	представляет собой	4	2
120	на то	1	2
121	в случае	1	2
122	в нем	2	2
123	в первой	1	2
124	не как	1	2
125	том чтобы	1	2
126	подобно тому	1	2
127	в совершенно	1	2
128	и с	2	2
129	его в	1	2
130	было бы	1	2
131	далеко не	3	2
132	со своими	1	2
133	не всегда	1	2
134	он и	1	2
135	несмотря на	3	2
136	и при	1	2
137	и ее	1	2
