N	2gram	Losev_Dial_1	RusskieA
1	и в	18	29
2	т е	25	24
3	том что	9	22
4	в том	9	22
5	что в	13	22
6	как бы	11	18
7	и другие	1	14
8	так как	11	13
9	может быть	17	13
10	в этом	12	11
11	как и	2	11
12	не только	13	10
13	и с	5	10
14	все это	11	10
15	а на	1	9
16	о том	4	9
17	а в	5	9
18	его в	1	8
19	показывает что	1	8
20	или на	2	8
21	но и	7	8
22	как в	2	7
23	в день	1	7
24	этот обряд	3	6
25	мы имеем	2	6
26	мы не	1	6
27	еще не	2	6
28	при этом	1	6
29	таким образом	1	6
30	того чтобы	1	6
31	на нее	1	6
32	для нас	1	6
33	для того	2	6
34	вместе с	1	6
35	в данном	3	6
36	и т	21	5
37	но не	4	5
38	следующим образом	1	5
39	но в	6	5
40	на земле	2	5
41	это не	9	5
42	т д	19	5
43	не может	12	5
44	представление о	1	5
45	потому что	14	5
46	для этого	2	5
47	и что	12	5
48	или же	1	5
49	земли и	1	5
50	то что	13	5
51	с ней	2	5
52	к этому	2	5
53	же как	2	4
54	то же	10	4
55	вопрос о	2	4
56	что по	1	4
57	уже не	2	4
58	в них	3	4
59	далеко не	1	4
60	а за	1	4
61	в которых	2	4
62	не в	6	4
63	земле и	1	4
64	а также	1	4
65	к нему	8	4
66	так что	15	4
67	то и	2	4
68	в виде	2	4
69	из них	2	4
70	именно в	2	4
71	а не	14	4
72	о чем	2	4
73	так же	4	4
74	как это	4	4
75	этих случаях	1	4
76	по существу	1	4
77	и все	3	4
78	в таком	1	4
79	и о	3	3
80	в ее	1	3
81	только тогда	2	3
82	что ее	1	3
83	что это	11	3
84	все эти	2	3
85	в этой	1	3
86	что она	7	3
87	главным образом	1	3
88	и по	1	3
89	на этом	2	3
90	и других	1	3
91	с другими	2	3
92	не всегда	1	3
93	на первый	1	3
94	в этих	5	3
95	в котором	4	3
96	но он	1	3
97	она не	6	3
98	не имеет	15	3
99	как мы	4	3
100	должно было	1	3
101	во всех	1	3
102	а именно	1	3
103	того что	2	3
104	что здесь	2	3
105	как например	2	3
106	между тем	1	3
107	в качестве	2	3
108	где есть	1	3
109	в природе	1	3
110	что для	3	3
111	и там	1	3
112	xix в	1	3
113	и от	2	3
114	было бы	12	3
115	но если	5	3
116	в воде	2	3
117	и то	9	2
118	на самом	3	2
119	в стороне	1	2
120	это и	4	2
121	но она	3	2
122	что иное	1	2
123	на себя	1	2
124	которое в	2	2
125	иное как	1	2
126	не был	2	2
127	природы и	1	2
128	с одной	2	2
129	ее к	1	2
130	а он	3	2
131	эта связь	1	2
132	с этим	2	2
133	все же	5	2
134	и как	7	2
135	не было	6	2
136	не можем	1	2
137	та же	3	2
138	в которой	1	2
139	из этих	2	2
140	если он	1	2
141	после этого	1	2
142	не к	1	2
143	том чтобы	1	2
144	людей и	1	2
145	в образе	1	2
146	здесь мы	1	2
147	связанные с	2	2
148	об этом	4	2
149	обе стороны	3	2
150	что дерево	1	2
151	для них	1	2
152	из нее	1	2
153	должно быть	3	2
154	и еще	3	2
155	так в	1	2
156	в своей	2	2
157	нас не	2	2
158	в их	3	2
159	тем не	1	2
160	не менее	2	2
161	как можно	2	2
162	в то	6	2
163	дело не	2	2
164	того как	1	2
165	сил природы	1	2
166	когда они	1	2
167	о них	1	2
168	никогда не	9	2
169	этого обряда	1	2
170	и воскресения	1	2
171	к ней	4	2
172	на природу	1	2
173	во всем	2	2
174	по земле	1	2
175	связи с	1	2
176	кроме того	1	2
177	когда мы	1	2
178	о происхождении	1	2
179	только одну	1	2
180	говорит о	5	2
181	должен быть	1	2
182	в виду	5	2
183	вывод что	1	2
184	на другой	1	2
185	то время	1	2
186	можно было	5	2
187	не с	5	2
188	еще в	1	2
189	жизнь и	3	2
190	с другим	1	2
191	с другой	6	2
192	можно встретить	1	2
193	все в	1	2
194	у них	3	2
195	что и	3	2
196	представления о	1	2
197	в него	2	2
198	он есть	4	2
199	один из	3	2
200	сразу же	1	2
201	в новой	1	2
202	совсем не	1	2
203	и дело	1	2
204	есть в	1	2
205	связано с	1	2
206	заметить что	2	2
207	ее на	2	2
208	смерти и	1	2
209	же деле	1	2
210	сюда же	1	2
211	здесь в	2	2
212	а с	2	2
213	прежде всего	10	2
214	и пр	5	2
215	самом же	1	2
216	одной стороны	2	2
217	там где	1	2
218	совершенно не	8	2
219	если она	3	2
220	в европе	1	2
221	могут быть	3	2
222	быть только	1	2
223	с этой	2	2
224	видно что	1	2
225	этом и	1	2
226	говорить что	2	2
227	и для	2	2
228	жизни в	1	2
229	имеет целью	1	2
230	только как	2	2
231	и при	2	2
232	не что	1	2
233	из этого	1	2
234	представлениями о	1	2
235	без этих	1	1
236	а между	1	1
237	отношение к	5	1
238	показать что	1	1
239	к этой	1	1
240	и есть	16	1
241	этой теории	1	1
242	из самых	1	1
243	будет лучше	1	1
244	можно говорить	2	1
245	и до	1	1
246	что эти	1	1
247	очень много	3	1
248	тут в	1	1
249	мы уже	1	1
250	например в	1	1
251	как способ	1	1
252	что если	2	1
253	и сущность	1	1
254	этом не	1	1
255	говорить о	5	1
256	в царство	1	1
257	из того	2	1
258	в самих	1	1
259	мы и	2	1
260	то это	4	1
261	в ней	3	1
262	и иначе	1	1
263	на нем	2	1
264	без которой	1	1
265	в различных	1	1
266	этим не	1	1
267	только два	1	1
268	самих себя	1	1
269	закономерности в	1	1
270	отделима от	1	1
271	ее до	1	1
272	явлений и	1	1
273	если в	3	1
274	нет и	1	1
275	что они	3	1
276	относится к	2	1
277	отнюдь не	9	1
278	первый взгляд	1	1
279	что именно	2	1
280	стороны и	3	1
281	в своем	5	1
282	перед нами	1	1
283	и где	2	1
284	хотя и	4	1
285	когда он	1	1
286	и наконец	1	1
287	от других	1	1
288	даже просто	4	1
289	более или	3	1
290	есть ли	1	1
291	от этого	3	1
292	в самом	3	1
293	еще на	1	1
294	уже в	1	1
295	выражение в	1	1
296	только один	1	1
297	тому же	2	1
298	в мышлении	1	1
299	как он	4	1
300	на то	5	1
301	не могла	1	1
302	и если	1	1
303	вообще не	1	1
304	к выводу	1	1
305	в нем	16	1
306	и лентами	1	1
307	теории может	1	1
308	всех этих	3	1
309	в первую	2	1
310	или другое	1	1
311	мало того	1	1
312	только в	3	1
313	но все	3	1
314	это конечно	2	1
315	по его	1	1
316	в одну	3	1
317	однако все	1	1
318	не решаем	1	1
319	могла бы	2	1
320	что все	1	1
321	круглую форму	1	1
322	в другом	2	1
323	попытки объяснения	1	1
324	а как	1	1
325	того или	1	1
326	те или	1	1
327	дома и	1	1
328	от одного	1	1
329	и отдельные	1	1
330	уже знаем	1	1
331	за ней	1	1
332	чаще всего	2	1
333	не соответствует	1	1
334	еще одно	1	1
335	в новое	1	1
336	и находит	1	1
337	нет в	1	1
338	не понимают	2	1
339	для чего	2	1
340	говорится о	1	1
341	было ни	1	1
342	в развитии	1	1
343	такой же	2	1
344	можно найти	2	1
345	или менее	3	1
346	они говорят	1	1
347	что между	1	1
348	как все	1	1
349	в такой	1	1
350	в которые	1	1
351	содержание этих	1	1
352	место в	1	1
353	и назначение	1	1
354	на свою	1	1
355	и этой	1	1
356	мир и	1	1
357	но эта	3	1
358	над ними	1	1
359	но они	2	1
360	на всю	4	1
361	хохочет и	1	1
362	общего не	1	1
363	и очень	1	1
364	стоит в	1	1
365	что эта	4	1
366	этот был	1	1
367	виду что	1	1
368	вместе и	1	1
369	как о	2	1
370	дело в	1	1
371	в науке	3	1
372	и притом	4	1
373	как таковых	1	1
374	два мира	1	1
375	в основе	3	1
376	когда уже	1	1
377	вытекает из	1	1
378	есть уже	1	1
379	в коем	1	1
380	ничего не	17	1
381	именно с	1	1
382	учения о	2	1
383	в полной	2	1
