N	4gram	Voloshinov_1	Myshleni
1	один и тот же	2	3
2	того что нам известно	1	2
3	в том что он	2	2
4	в том что в	1	2
5	ответ на этот вопрос	1	2
6	не имеющие ничего общего	1	1
7	в этом отношении может	1	1
8	мы знаем что это	1	1
9	видим таким образом что	1	1
10	но и по отношению	1	1
11	и связанное с ним	1	1
12	но мы знаем что	1	1
13	мы видим таким образом	1	1
14	с точки зрения обоих	1	1
15	сводится к тому чтобы	1	1
16	имеющие ничего общего с	1	1
17	одно и то же	1	1
18	одной и той же	1	1
19	и по отношению к	1	1
20	с их помощью мы	1	1
21	того что мы знаем	1	1
