N	3gram	Losev_Vesc_1	Problemy
1	с точки зрения	3	13
2	в то же	1	9
3	в том что	4	6
4	в зависимости от	1	5
5	в конце концов	2	5
6	не может быть	6	4
7	подобно тому как	4	3
8	как раз и	1	3
9	сами по себе	3	3
10	потому что она	1	3
11	это не значит	1	3
12	все то что	1	3
13	в этом отношении	1	3
14	во всяком случае	2	3
15	само по себе	1	3
16	с другой стороны	2	3
17	для него не	1	2
18	оно может быть	1	2
19	в самом деле	4	2
20	до сих пор	1	2
21	но потому что	1	2
22	в той же	1	2
23	бы то ни	4	2
24	только то что	2	2
25	т е в	7	2
26	в данном случае	2	2
27	не только в	4	2
28	с ним и	1	2
29	все же не	1	2
30	можно было бы	1	2
31	т е не	2	2
32	самим собою т	1	1
33	что в результате	2	1
34	что я называю	1	1
35	и оно не	1	1
36	и есть то	2	1
37	тот же самый	1	1
38	а следовательно и	1	1
39	то что я	2	1
40	дело в том	2	1
41	в свою очередь	4	1
42	смысл может быть	1	1
43	тем или другим	1	1
44	одно из самых	1	1
45	себя т е	1	1
46	и даже не	3	1
47	новые и новые	1	1
48	то же самое	1	1
49	то и другое	4	1
50	они вовсе не	1	1
51	социальной жизни не	1	1
52	потому что у	1	1
53	только в своем	1	1
54	он и не	1	1
55	а так как	2	1
56	в себе и	1	1
57	самим по себе	1	1
58	резко отличается от	1	1
59	с самим собою	2	1
60	может быть или	1	1
61	она может быть	2	1
62	может быть только	3	1
63	по крайней мере	4	1
64	есть то что	4	1
65	что оно есть	4	1
66	и в частности	1	1
67	то время как	1	1
68	так же как	1	1
69	не потому что	4	1
70	в первом случае	2	1
71	то ни было	4	1
72	тех или иных	1	1
73	как будто бы	1	1
74	качеств и свойств	1	1
75	не в том	1	1
76	и для своего	1	1
77	но только в	1	1
78	мы подходим к	1	1
79	вовсе еще не	1	1
80	в первой степени	1	1
81	этой точки зрения	1	1
82	и во всяком	1	1
83	о том что	4	1
84	в действительности если	1	1
85	а в том	1	1
86	собою т е	1	1
87	более или менее	1	1
88	независимо от того	1	1
89	по сравнению с	6	1
90	привело бы к	1	1
91	по себе а	1	1
92	все новые и	1	1
93	заключается в том	1	1
94	в то время	1	1
95	она не может	2	1
96	и не потому	1	1
97	это и есть	1	1
98	не только не	2	1
99	нужно сказать что	1	1
100	как бы ни	2	1
101	в пределах самого	1	1
102	и потому ее	1	1
103	можно сказать что	3	1
104	к тому что	2	1
105	было бы сказать	2	1
106	было так то	1	1
107	это однако не	1	1
108	сама по себе	3	1
109	друг с другом	1	1
110	для того чтобы	2	1
111	в себе в	2	1
112	что и в	1	1
113	и относится к	2	1
114	и т д	19	1
115	не только к	2	1
