N	3gram	Medvedev_F_1	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	1	6
4	до сих пор	6	4
5	в отличие от	1	4
6	нужно сказать что	1	4
7	с точки зрения	13	3
8	на самом же	1	3
9	в этом отношении	1	3
10	в применении к	2	3
11	так и не	1	3
12	в новое время	1	3
13	самом же деле	1	3
14	выходит за пределы	1	3
15	на самом деле	6	2
16	как раз и	1	2
17	в своей книге	2	2
18	но и в	1	2
19	и в частности	2	2
20	в это время	1	2
21	мир в его	1	2
22	ни к какому	1	2
23	с одной стороны	4	2
24	главным образом на	2	2
25	и в том	1	2
26	так и в	4	2
27	всего того что	1	2
28	как бы ни	3	2
29	но все же	1	2
30	в большинстве случаев	2	2
31	вполне понятно что	1	2
32	и ни на	1	2
33	в отрыве от	1	2
34	по своей природе	1	1
35	и может быть	1	1
36	применении к литературе	1	1
37	и в общем	1	1
38	нет и не	2	1
39	или хотя бы	1	1
40	еще далеко не	1	1
41	сводится к тому	2	1
42	в чем же	1	1
43	все это уже	1	1
44	они ничего не	1	1
45	они никогда не	1	1
46	по отношению к	4	1
47	и до сих	1	1
48	и все остальные	1	1
49	в настоящее время	10	1
50	и не может	2	1
51	вышедшая в году	1	1
52	сами по себе	2	1
53	можно говорить о	1	1
54	на кого не	2	1
55	и до настоящего	1	1
56	сказать что и	1	1
57	сих пор недостаточно	1	1
58	литература но и	1	1
59	резко отличается от	1	1
60	к тому чтобы	1	1
61	в литературе и	1	1
62	но в менее	1	1
63	на первом плане	1	1
64	так сказать в	1	1
65	то что было	1	1
66	все это в	1	1
67	чтобы убедиться в	2	1
68	еще в самом	2	1
69	в самом начале	1	1
70	где она была	1	1
71	тех или иных	1	1
72	мы наблюдаем в	1	1
73	до конца и	1	1
74	но в то	2	1
75	бы ни были	2	1
76	пр и пр	2	1
77	так и с	1	1
78	существенное влияние на	1	1
79	в последнее время	1	1
80	в ней и	1	1
81	в связи с	2	1
82	так и на	1	1
83	все более и	2	1
84	это конечно не	1	1
85	во всяком случае	4	1
86	до настоящего времени	2	1
87	в одном месте	1	1
88	что касается до	1	1
89	в целом ряде	2	1
90	это и не	1	1
91	с другой стороны	1	1
92	в его целом	8	1
93	не может быть	5	1
94	во всем своем	1	1
95	как и всякая	2	1
96	убедиться в этом	2	1
97	в данную эпоху	1	1
98	то же время	8	1
99	по-видимому не было	1	1
100	и пр и	2	1
101	друг друга по	1	1
102	во внешнем мире	1	1
103	отдельности и в	1	1
104	историков и теоретиков	1	1
105	нашей работы мы	1	1
106	частях нашей работы	1	1
107	в самом зародыше	1	1
108	более и более	2	1
109	друг от друга	2	1
110	в то же	8	1
111	в этом достаточно	1	1
112	мы видим что	1	1
113	ни на кого	2	1
114	в отношении к	1	1
115	точки зрения этих	1	1
116	понятно что при	1	1
117	очень большое место	1	1
118	все то что	1	1
119	по своему замыслу	1	1
120	вне связи с	1	1
121	большое место в	2	1
