N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	49
2	то есть	12	32
3	прежде всего	4	19
4	в его	13	18
5	и на	7	17
6	не только	7	17
7	и его	6	17
8	в этом	6	15
9	и не	7	15
10	в году	7	13
11	в них	1	13
12	в эпоху	1	13
13	только в	5	13
14	но и	3	13
15	во время	1	12
16	как и	12	11
17	как бы	17	11
18	в этой	5	10
19	вовсе не	5	10
20	xvii века	1	9
21	в нем	3	9
22	для него	6	9
23	все это	10	9
24	в романе	10	9
25	в сущности	1	8
26	то же	13	7
27	все же	5	7
28	все эти	1	7
29	таким образом	5	7
30	на протяжении	3	7
31	один из	4	7
32	не может	4	7
33	жизни и	3	7
34	мы уже	1	6
35	именно в	2	6
36	во всех	1	6
37	в истории	1	6
38	так и	2	6
39	и с	3	6
40	времени и	4	6
41	но он	2	6
42	в то	15	6
43	же время	12	6
44	в себя	2	6
45	в литературе	2	6
46	то что	8	6
47	в творчестве	6	6
48	так как	3	6
49	сказать что	2	6
50	с его	11	5
51	но не	3	5
52	в своем	4	5
53	при этом	7	5
54	в своей	4	5
55	никогда не	3	5
56	уже говорили	1	5
57	роль в	1	5
58	тот же	2	5
59	уже в	3	5
60	может быть	5	5
61	протяжении всего	2	5
62	и смерти	1	5
63	в основном	4	5
64	и до	1	4
65	и к	1	4
66	но в	7	4
67	в себе	2	4
68	но все	1	4
69	в жизни	2	4
70	в этих	2	4
71	устроения жизни	1	4
72	и более	1	4
73	с ним	3	4
74	одна из	2	4
75	в области	1	4
76	году в	2	4
77	с другой	3	4
78	этот момент	1	4
79	мы находим	2	4
80	а в	6	4
81	тем что	1	4
82	до сих	1	4
83	не было	1	4
84	и о	1	4
85	сих пор	1	4
86	том что	11	4
87	в духе	2	4
88	в своих	5	4
89	значение в	1	4
90	также и	1	3
91	человека и	4	3
92	связана с	1	3
93	в самом	3	3
94	на первом	2	3
95	место в	3	3
96	и со	1	3
97	жизни это	1	3
98	не был	3	3
99	для которого	1	3
100	да и	1	3
101	всех этих	1	3
102	и вот	1	3
103	в плане	1	3
104	а затем	2	3
105	на все	1	3
106	и других	3	3
107	было бы	1	3
108	из них	2	3
109	ни в	1	3
110	был и	1	3
111	далеко не	3	3
112	на земле	3	3
113	в одном	1	3
114	даже в	3	3
115	xix веке	1	3
116	к этим	1	3
117	только с	1	3
118	и это	1	3
119	с ее	3	3
120	в ее	1	3
121	в собственном	1	3
122	культуры и	1	3
123	так в	1	3
124	в xix	1	3
125	в виду	2	3
126	о том	6	3
127	к нему	1	3
128	наконец в	1	3
129	же в	1	3
130	что он	6	3
131	с одной	1	3
132	связан с	3	3
133	что для	2	3
134	превращается в	1	3
135	связь с	1	3
136	о чем	1	3
137	одной стороны	1	3
138	видит в	1	3
139	первом плане	2	3
140	в книге	3	3
141	и перед	1	3
142	но эти	1	3
143	и все	6	3
144	в том	7	3
145	жизни в	6	3
146	другой стороны	1	3
147	как известно	1	2
148	одним из	4	2
149	на самом	3	2
150	по преимуществу	2	2
151	он как	1	2
152	но даже	1	2
153	в ней	2	2
154	еще не	1	2
155	он был	1	2
156	ту эпоху	2	2
