N	3gram	Potebnia_M_3	Vladivir
1	там же с	6	10
2	в том что	16	9
3	в то время	4	6
4	тем не менее	3	6
5	и то что	1	5
6	по крайней мере	5	4
7	более или менее	3	3
8	в то же	5	3
9	не в том	5	3
10	так или иначе	1	3
11	у него в	1	3
12	то же время	5	3
13	о том что	1	3
14	и вообще в	1	2
15	не говоря уже	1	2
16	на то что	1	2
17	том что он	2	2
18	в том же	2	2
19	нам кажется что	1	2
20	говоря уже о	1	2
21	сам по себе	5	2
22	в данном случае	1	2
23	в том чтобы	2	2
24	не только в	4	2
25	или по крайней	1	2
26	в свою очередь	3	2
27	он уже не	1	2
28	а в том	5	2
29	само по себе	3	2
30	единство и цельность	1	2
31	заключается в том	1	2
32	после того как	1	2
33	как мы видели	1	2
34	и которое не	1	1
35	есть для нас	2	1
36	не было ни	1	1
37	потому что в	1	1
38	так же и	1	1
39	со своей стороны	1	1
40	уже потому что	1	1
41	равно как и	1	1
42	мы уже сказали	1	1
43	что для этого	1	1
44	но и по	2	1
45	заключающие в себе	1	1
46	до сих пор	3	1
47	было для него	1	1
48	в сознании и	2	1
49	в жизни не	1	1
50	а может быть	1	1
51	что должна же	1	1
52	только то что	1	1
53	в этом отношении	2	1
54	в собственном смысле	2	1
55	то время в	1	1
56	себе не может	1	1
57	и быть этим	1	1
58	с этим в	1	1
59	что же именно	1	1
60	только при помощи	1	1
61	состоянии в каком	1	1
62	потому что для	1	1
63	вместе с тем	4	1
64	ничего ему не	1	1
65	для него самого	1	1
66	уже на первом	1	1
67	нечто такое что	1	1
68	каждый из этих	1	1
69	в первый раз	1	1
70	выделило из себя	1	1
71	в том как	3	1
72	только тогда и	1	1
73	то время как	1	1
74	его отношение к	1	1
75	но вместе с	2	1
76	не говоря о	2	1
77	только в таком	1	1
78	из них не	1	1
79	только в очень	1	1
80	и в том	2	1
81	не может быть	3	1
82	в свое время	1	1
83	по себе не	1	1
84	далеко не все	3	1
85	то что я	2	1
86	ничего общего с	1	1
87	вместе с ним	1	1
88	до тех пор	1	1
89	но тем не	2	1
90	здесь как и	1	1
91	на первых порах	2	1
92	это значит что	1	1
93	в самом деле	1	1
94	с этой стороны	2	1
95	можно сказать что	2	1
96	с тем и	2	1
97	только тогда когда	7	1
98	за то что	1	1
99	как мы уже	1	1
100	для нас в	1	1
101	по этому поводу	1	1
102	разве только в	1	1
103	в его сознании	1	1
104	во многих случаях	1	1
105	или вовсе не	1	1
106	можно себе представить	1	1
107	для того чтобы	3	1
108	есть для меня	2	1
109	к тому же	1	1
110	том что только	1	1
111	и т д	3	1
