N	3gram	Bakhtin_Fr_7	Istorich
1	не только в	1	5
2	о том что	1	5
3	что у него	2	4
4	мы имеем в	2	4
5	в том что	3	4
6	мы уже знаем	1	3
7	то что в	2	3
8	мы видим что	1	3
9	в данном случае	1	3
10	уже знаем что	1	2
11	но и в	1	2
12	после того как	4	2
13	на этот вопрос	1	2
14	так и в	3	2
15	таким образом мы	1	2
16	то же что	1	2
17	как и в	2	2
18	мы увидим что	1	2
19	о том как	2	1
20	не в состоянии	1	1
21	видели какую роль	1	1
22	с точки зрения	3	1
23	все дело в	1	1
24	от него и	1	1
25	на глазах у	2	1
26	и рассказ о	1	1
27	по отношению к	2	1
28	и может быть	1	1
29	новые и новые	2	1
30	то же самое	1	1
31	в преисподнюю в	2	1
32	о том чтобы	1	1
33	таким образом на	1	1
34	но все это	2	1
35	из самых важных	1	1
36	но он не	1	1
37	в большинстве случаев	2	1
38	можно было бы	2	1
39	как мы уже	1	1
40	и не в	1	1
41	и у других	1	1
42	тогда как в	1	1
43	все это в	2	1
44	о загробном мире	2	1
45	в различных формах	1	1
46	это одна из	3	1
47	в ад и	2	1
48	в связи с	1	1
49	не должно удивлять	1	1
50	три раза и	1	1
51	по содержанию своему	1	1
52	должно удивлять что	1	1
53	в связи со	1	1
54	никто не может	2	1
55	до наших дней	1	1
56	это не совсем	1	1
57	в достаточной степени	1	1
58	более или менее	2	1
59	нас не должно	1	1
60	не имеет значения	1	1
61	все новые и	2	1
62	одним из самых	1	1
63	и все они	2	1
64	какую роль играет	1	1
65	один из самых	1	1
66	во второй половине	1	1
67	на небе он	1	1
68	таким образом и	2	1
69	на том свете	1	1
70	говорит также о	1	1
71	он дает ему	1	1
72	этот вопрос нельзя	1	1
73	не в этом	1	1
74	на земле в	1	1
75	как мы видели	4	1
