N	3gram	Vinokur_Ku_1	Narrotol
1	в том что	15	8
2	не только в	1	6
3	по отношению к	8	5
4	в отличие от	1	5
5	с одной стороны	1	5
6	состоит в том	3	4
7	о том что	5	4
8	тем не менее	4	4
9	в соответствии с	3	3
10	в этом отношении	5	3
11	по большей части	2	3
12	той или иной	1	3
13	того или иного	3	3
14	то же время	2	3
15	в то же	2	3
16	к тому что	2	3
17	с точки зрения	9	2
18	на самом деле	2	2
19	и т п	18	2
20	в той мере	5	2
21	точно так же	1	2
22	а то и	1	2
23	так же как	1	2
24	той мере в	5	2
25	мере в какой	5	2
26	а в том	2	2
27	и все же	1	2
28	и тем самым	1	2
29	не может быть	3	2
30	тогда как в	1	2
31	все то что	1	2
32	и того же	2	1
33	в том виде	1	1
34	на том что	1	1
35	что иное как	1	1
36	в этой фразе	1	1
37	в данный момент	1	1
38	в живой речи	1	1
39	каждый из нас	1	1
40	прежде всего на	1	1
41	иметь в виду	1	1
42	более или менее	3	1
43	в самом деле	7	1
44	в этом смысле	3	1
45	никак не может	1	1
46	свидетельствует о том	1	1
47	как раз и	1	1
48	и в то	1	1
49	в зависимости от	5	1
50	в строгом смысле	1	1
51	вследствие того что	1	1
52	в случае с	1	1
53	вместо того чтобы	1	1
54	что с точки	1	1
55	можно было бы	3	1
56	а с другой	3	1
57	на этот вопрос	1	1
58	в ряде случаев	2	1
59	в противном случае	1	1
60	т п все	1	1
61	до сих пор	4	1
62	позицию по отношению	1	1
63	так или иначе	2	1
64	на мой взгляд	2	1
65	одна из наиболее	1	1
66	далеко не всегда	1	1
67	и с точки	1	1
68	отношению к которому	1	1
69	внимание на некоторые	1	1
70	не в том	4	1
71	в связи с	3	1
72	не для того	1	1
73	во всяком случае	5	1
74	об этом и	1	1
75	было ясно что	1	1
76	этой точки зрения	2	1
77	с легкой руки	1	1
78	едва ли не	1	1
79	но с другой	1	1
80	но они не	1	1
81	с этой точки	1	1
82	по аналогии с	1	1
83	так и в	2	1
84	что в ней	1	1
85	не столько к	1	1
86	с ним было	1	1
87	одного и того	2	1
88	тем более что	1	1
89	в большинстве случаев	1	1
90	в том смысле	1	1
91	не что иное	1	1
92	для того чтобы	15	1
93	в каждой из	1	1
