N	3gram	Bakhtin_Fr_3	Myslijsy
1	по отношению к	2	13
2	в том что	1	13
3	не может быть	2	9
4	и в этом	1	6
5	с другой стороны	1	5
6	потому что не	1	4
7	но и в	2	4
8	в свою очередь	1	4
9	само по себе	1	4
10	подобно тому как	1	3
11	с точки зрения	1	3
12	и той же	2	3
13	то же время	6	3
14	с самого начала	1	3
15	что и в	1	3
16	в то же	6	3
17	одной и той	2	3
18	что иное как	1	2
19	и в одном	1	2
20	дело в том	1	2
21	так как в	1	2
22	бы то ни	1	2
23	но и для	1	2
24	притом не только	1	2
25	в применении к	1	2
26	не только для	1	2
27	для того чтобы	3	2
28	все то что	2	2
29	не нуждается в	1	2
30	при известных условиях	1	2
31	не что иное	1	2
32	в них не	1	2
33	как и в	2	2
34	на том что	1	1
35	не только ход	1	1
36	на самом деле	3	1
37	только там где	1	1
38	и в более	1	1
39	видно что в	3	1
40	и его связь	1	1
41	сказать несколько слов	1	1
42	же время не	1	1
43	только то что	1	1
44	в этом отношении	2	1
45	переходят друг в	2	1
46	в собственном смысле	1	1
47	до сих пор	4	1
48	что в нем	1	1
49	можно было бы	2	1
50	но и самого	1	1
51	может быть только	1	1
52	то ни было	1	1
53	его связь с	3	1
54	и во всей	2	1
55	там где он	1	1
56	заключается в том	1	1
57	смысле этого слова	1	1
58	в связи с	4	1
59	таким образом то	1	1
60	и в этой	1	1
61	и потому не	1	1
62	во всяком случае	1	1
63	мы видели что	1	1
64	между тем как	1	1
65	во всем своем	1	1
66	между этими двумя	1	1
67	он говорит если	1	1
68	друг в друга	2	1
69	имея в виду	1	1
70	о том что	2	1
71	в одном из	1	1
72	но все же	1	1
73	как мы видим	1	1
74	в первом случае	1	1
75	с нею в	1	1
76	не так как	1	1
77	как мы видели	2	1
