N	2gram	Propp_Isto_1	DiskursI
1	в качестве	5	34
2	не только	12	28
3	в том	9	23
4	а не	15	22
5	том что	7	19
6	представляет собой	4	17
7	может быть	25	17
8	как и	4	16
9	и в	28	16
10	в этом	8	15
11	еще не	7	14
12	но и	10	14
13	при этом	3	13
14	по своей	2	11
15	но не	5	11
16	прежде всего	10	11
17	и не	9	11
18	как в	2	10
19	с другой	6	10
20	по отношению	3	9
21	в нем	2	9
22	не может	15	9
23	с одной	4	9
24	одной стороны	4	9
25	в частности	2	9
26	отношению к	3	9
27	отнюдь не	1	8
28	но в	8	8
29	своего рода	1	8
30	о том	9	8
31	так и	9	8
32	а также	1	8
33	не было	1	7
34	в себе	2	7
35	то же	12	7
36	не в	9	7
37	в основе	4	7
38	со стороны	2	7
39	в его	5	7
40	только в	11	7
41	в своем	5	6
42	пока еще	1	6
43	и как	2	6
44	ни к	2	6
45	и на	4	5
46	во всех	2	5
47	отличие от	2	5
48	в рамках	2	5
49	тому же	1	5
50	в силу	5	5
51	в котором	3	5
52	в их	3	5
53	в отличие	2	5
54	в себя	1	5
55	сводится к	1	5
56	в эпоху	2	5
57	а с	2	5
58	как бы	2	5
59	к тому	6	5
60	а в	7	5
61	то что	9	5
62	в своей	1	5
63	в которых	1	4
64	в сторону	1	4
65	в истории	1	4
66	и к	1	4
67	уже не	3	4
68	в целом	2	4
69	претендует на	1	4
70	не как	3	4
71	в них	1	4
72	потому что	4	4
73	могут быть	4	4
74	внимание на	1	4
75	между тем	2	4
76	как правило	4	4
77	одной из	2	4
78	что он	10	4
79	для него	2	4
80	в особенности	2	4
81	не обязательно	1	4
82	что не	2	4
83	связи с	4	4
84	такого рода	1	4
85	что в	12	4
86	также и	3	3
87	и потому	2	3
88	в первом	1	3
89	имеет свою	1	3
90	столь же	2	3
91	с этим	4	3
92	перед нами	3	3
93	и сказка	1	3
94	вследствие этого	2	3
95	это не	7	3
96	ведет к	2	3
97	общения с	1	3
98	в сказке	44	3
99	однако в	2	3
100	бы быть	3	3
101	по себе	3	3
102	в то	3	3
103	таким образом	8	3
104	ли не	1	3
105	должны быть	4	3
106	в ее	2	3
107	времени и	1	3
108	не с	3	3
109	еще в	2	3
110	и даже	4	3
111	или на	3	3
112	что и	6	3
113	хотя бы	4	3
114	в сказании	2	3
115	в данной	2	3
116	из них	3	3
117	к ним	4	3
118	тем что	3	3
119	именно в	3	3
120	себе не	1	3
121	сказки о	1	3
122	тому как	1	3
123	того что	4	3
124	один из	4	3
125	все же	10	3
126	как уже	2	3
127	сказать что	5	3
128	другой стороны	5	3
129	в действительности	2	3
130	это понятие	1	3
131	отношения к	2	2
132	одним из	2	2
133	например в	5	2
134	и есть	1	2
135	едва ли	1	2
136	в году	1	2
137	сказки или	1	2
138	мы имеем	13	2
139	на себя	1	2
140	ему в	3	2
141	в виду	1	2
142	между собой	4	2
143	но как	1	2
144	сказки и	6	2
145	себя в	2	2
146	стороны и	1	2
147	хотя и	1	2
148	когда он	6	2
149	целый ряд	1	2
150	более или	5	2
151	исторические корни	2	2
152	в противоположность	1	2
153	в тех	2	2
154	в этой	6	2
155	всей его	1	2
156	так сказать	1	2
157	ей в	1	2
158	том чтобы	2	2
159	подобно тому	1	2
160	и по	3	2
161	на этом	3	2
162	так например	6	2
163	могла бы	1	2
164	и генезис	1	2
165	об этом	4	2
166	того или	1	2
167	и тем	2	2
168	соответствии с	1	2
169	не всегда	8	2
170	или менее	5	2
171	наших дней	1	2
172	или сказки	1	2
173	в историческом	1	2
174	и герой	1	2
175	по мере	2	2
176	не менее	6	2
177	но они	2	2
178	дело не	5	2
179	имеем дело	1	2
180	можно усмотреть	1	2
181	в тексте	1	2
182	и его	3	2
183	однако это	3	2
184	уже о	1	2
185	в сказках	1	2
186	же самое	3	2
187	значительной степени	1	2
188	не есть	2	2
189	оно не	1	2
190	и он	3	2
191	как мы	3	2
192	говоря уже	1	2
193	в пределах	4	2
194	приводит к	2	2
195	на том	1	2
196	же касается	1	2
197	в другом	3	2
198	строго говоря	1	2
199	а по	2	2
200	о нем	2	2
201	во всяком	1	2
202	и что	10	2
203	в значительной	1	2
204	это было	2	2
205	и требует	1	2
206	в форме	3	2
207	уходят в	1	2
208	котором он	1	2
209	них в	1	2
210	волшебной сказке	1	2
211	представления о	3	2
212	большей или	2	2
213	дело с	2	2
214	в какой	3	2
215	и ее	1	2
216	точка зрения	2	2
217	к работе	1	2
218	или даже	3	2
219	слова в	1	2
220	в одном	5	2
221	сами по	1	2
222	как его	1	2
223	заметить что	1	2
224	никогда не	14	2
225	здесь в	2	2
226	к которому	5	2
227	чем он	1	2
228	и др	7	2
229	в соответствии	1	2
230	а сам	2	2
231	зависит от	2	2
232	его как	2	2
233	из уст	1	2
234	что же	3	2
235	в начале	3	2
236	к другим	1	2
237	рассматривать как	2	2
238	известной степени	1	2
239	или в	5	2
240	и все	1	2
241	не более	2	2
242	будто бы	3	2
243	указывает на	2	2
244	или меньшей	2	2
245	хотя в	1	2
246	не говоря	1	2
247	героя в	5	2
248	они не	4	2
249	к этому	2	2
250	с природой	2	1
251	можно говорить	1	1
252	речь идет	1	1
253	чтобы не	3	1
254	не остается	1	1
255	и то	1	1
256	на самом	1	1
257	который фигурирует	1	1
258	это и	1	1
259	из его	1	1
260	три разные	1	1
261	и должен	3	1
262	этом направлении	1	1
