N	2gram	Vygotskiy__1	KFilosof
1	может быть	14	43
2	в его	14	39
3	в нем	1	31
4	не может	12	27
5	и не	9	26
6	по отношению	7	25
7	и в	23	22
8	в себе	6	21
9	в котором	4	21
10	отношению к	7	21
11	и его	6	17
12	в ее	2	17
13	а не	3	17
14	только в	6	16
15	в этом	17	13
16	точки зрения	26	13
17	и это	3	12
18	но не	4	12
19	ни в	4	12
20	для него	2	12
21	все эти	4	11
22	в своей	4	11
23	не в	4	11
24	во всех	3	10
25	в своем	3	10
26	это не	1	10
27	с точки	18	10
28	все это	6	10
29	в их	3	9
30	в целом	20	9
31	но и	14	9
32	как бы	11	9
33	и для	1	9
34	и все	5	9
35	лишь в	6	8
36	было бы	4	8
37	мир в	1	8
38	если бы	5	8
39	со стороны	1	8
40	не было	1	8
41	жизни и	2	8
42	я должен	1	7
43	то что	17	7
44	во всем	3	7
45	должен быть	4	7
46	на основе	1	7
47	и здесь	1	7
48	что и	1	7
49	вовсе не	3	7
50	я не	3	6
51	отнюдь не	1	6
52	и я	2	6
53	он не	5	6
54	и действительно	1	6
55	совершенно не	1	6
56	уже не	2	6
57	в смысле	2	6
58	в том	24	6
59	жизни как	1	5
60	все же	3	5
61	но в	5	5
62	не только	16	5
63	то же	8	5
64	но все	2	5
65	как и	14	5
66	должно быть	2	5
67	что я	1	5
68	от его	1	5
69	но эта	1	5
70	не имеет	2	5
71	никогда не	2	5
72	для себя	4	5
73	со всем	2	5
74	именно в	6	5
75	там где	2	5
76	в контексте	1	5
77	в основе	8	5
78	хотя бы	4	5
79	я могу	1	5
80	как его	1	4
81	быть в	1	4
82	в чем	4	4
83	при этом	4	4
84	тем самым	5	4
85	к ним	1	4
86	в каком	3	4
87	и т.д	5	4
88	между тем	9	4
89	во всей	4	4
90	могло бы	1	4
91	нисколько не	1	4
92	в одном	4	4
93	том что	21	4
94	а в	2	4
95	только как	1	4
96	что в	14	4
97	в своих	5	4
98	самом деле	3	3
99	на самом	1	3
100	мы не	7	3
101	что это	3	3
102	в ней	1	3
103	еще не	1	3
104	и на	8	3
105	не могу	3	3
106	а следовательно	1	3
107	себе и	2	3
108	независимо от	6	3
109	бы и	2	3
110	теории и	3	3
111	всех этих	2	3
112	для того	15	3
113	из него	1	3
114	всех своих	1	3
115	могла бы	1	3
116	в другом	7	3
117	этом смысле	1	3
118	когда я	1	3
119	нигде не	2	3
120	что этот	2	3
121	не менее	1	3
122	тогда когда	3	3
123	ничего не	3	3
124	ибо все	2	3
125	целом и	5	3
126	и делает	1	3
127	в некотором	1	3
128	могут быть	3	3
129	ясно что	2	3
130	здесь нет	1	3
131	в виду	1	3
132	о том	6	3
133	того что	15	3
134	в современной	2	3
135	и тем	6	3
136	всем его	1	3
137	не дает	1	3
138	был бы	2	3
139	тем что	6	3
140	от того	6	3
141	а эта	1	3
142	что не	1	3
143	и пр	2	3
144	до конца	1	3
145	ближе к	2	3
146	по своему	1	3
147	сознания и	3	3
148	только с	1	3
149	не быть	1	3
150	в свою	4	3
151	в то	7	3
152	не остается	3	2
153	и то	3	2
154	он может	2	2
155	чего не	1	2
156	едва ли	2	2
157	на первом	1	2
158	вопрос о	7	2
159	только это	1	2
160	а для	1	2
161	с его	4	2
162	мышления как	5	2
163	в данном	2	2
164	один и	1	2
165	же с	1	2
166	как в	4	2
167	как к	1	2
168	сознания в	2	2
169	и как	5	2
170	от этого	2	2
171	себе как	1	2
172	та же	1	2
173	этих моментов	1	2
174	в этой	7	2
175	нами в	2	2
176	всей его	3	2
177	как оно	1	2
178	в принципе	1	2
179	в виде	2	2
180	так и	5	2
181	действительности в	1	2
182	и мы	3	2
183	он ни	1	2
184	это целое	2	2
185	в жизни	1	2
186	в единое	2	2
187	соответствии с	1	2
188	с тем	7	2
189	тем не	1	2
190	и эти	2	2
191	войти в	1	2
192	по себе	5	2
193	тому что	5	2
194	раз и	1	2
195	и развивается	1	2
196	что эта	2	2
197	и ясно	1	2
198	мышления и	40	2
199	дело в	2	2
200	в процессе	8	2
201	того чтобы	17	2
202	где его	1	2
203	же время	2	2
204	в сознании	1	2
