N	2gram	Tiupa_Teor_1	FransuaR
1	и в	18	45
2	то есть	12	25
3	и т.п	4	16
4	и не	13	15
5	в этом	8	14
6	но в	9	14
7	не только	16	14
8	во всех	1	13
9	и его	8	13
10	в его	6	13
11	как бы	5	12
12	что в	9	12
13	то же	7	11
14	в своем	4	11
15	в то	6	11
16	в романе	3	11
17	право на	1	10
18	в нем	4	10
19	как и	4	10
20	в том	16	10
21	но и	9	10
22	прежде всего	2	10
23	в эпизоде	3	9
24	же время	5	9
25	таким образом	3	8
26	в самой	2	8
27	как мы	1	8
28	мира и	1	8
29	вовсе не	3	8
30	и др	1	8
31	так же	2	8
32	также и	1	7
33	с его	5	7
34	том что	9	7
35	не в	7	7
36	потому что	3	7
37	что и	2	7
38	на мир	1	7
39	в конце	2	7
40	все это	2	7
41	здесь не	1	6
42	в этой	3	6
43	он не	3	6
44	весь мир	1	6
45	в них	2	6
46	того чтобы	1	6
47	связи с	1	6
48	так и	10	6
49	что он	1	6
50	так как	1	6
51	для того	1	6
52	одним из	2	5
53	например в	1	5
54	здесь и	1	5
55	с ее	3	5
56	и на	1	5
57	в акте	2	5
58	хотя и	3	5
59	и как	2	5
60	и к	3	5
61	в себя	3	5
62	все эти	2	5
63	на этом	1	5
64	его в	2	5
65	свободу и	1	5
66	мы видим	1	5
67	одной из	2	5
68	человека с	2	5
69	и их	1	5
70	как раз	2	5
71	в связи	1	5
72	не может	4	5
73	от всех	1	5
74	же как	1	4
75	всех и	1	4
76	той же	1	4
77	и о	4	4
78	в сущности	1	4
79	но не	9	4
80	перед нами	2	4
81	в самом	4	4
82	первой части	2	4
83	по своему	2	4
84	об этом	2	4
85	это было	2	4
86	точки зрения	9	4
87	известной степени	3	4
88	в их	2	4
89	своего рода	7	4
90	дается в	1	4
91	до известной	2	4
92	в основе	3	4
93	у него	1	4
94	очень часто	1	4
95	и это	2	4
96	можно было	1	4
97	здесь как	1	4
98	и здесь	2	4
99	о том	1	4
100	только в	6	4
101	в первой	5	4
102	и даже	2	4
103	сказать что	3	4
104	а не	9	4
105	на время	1	4
106	как это	8	4
107	и от	1	4
108	бы в	1	4
109	все они	1	4
110	а также	6	4
111	а в	13	4
112	по поводу	1	4
113	том числе	2	4
114	единство и	1	3
115	но она	2	3
116	того же	3	3
117	из этих	3	3
118	как в	5	3
119	в одной	1	3
120	но на	1	3
121	что она	2	3
122	и вот	3	3
123	системе образов	1	3
124	ни в	2	3
125	в своей	6	3
126	от его	1	3
127	не менее	4	3
128	свобода и	1	3
129	дело в	2	3
130	не могло	2	3
131	то время	1	3
132	в другом	3	3
133	жизни он	1	3
134	нуждается в	1	3
135	это не	2	3
136	именно в	3	3
137	того что	4	3
138	и одновременно	4	3
139	до нас	1	3
140	для всех	1	3
141	есть в	2	3
142	в поэзии	2	3
143	для него	2	3
144	в одном	2	3
145	но он	3	3
146	не было	1	3
147	еще и	1	3
148	о чем	1	3
149	вместе с	2	3
150	по существу	1	3
151	дело здесь	1	3
152	и для	2	3
153	в году	1	3
154	с помощью	1	3
155	и другие	2	3
156	и наиболее	1	2
157	ту же	1	2
158	можно говорить	1	2
159	убийства и	1	2
160	чтобы не	1	2
161	с точки	3	2
162	и до	1	2
163	из его	1	2
164	и больше	2	2
165	из своих	1	2
166	говорить о	3	2
167	в целом	3	2
168	подчеркнуть что	1	2
169	в чем	1	2
170	в данном	8	2
171	в сторону	1	2
172	вступают в	1	2
173	отличие от	6	2
174	независимо от	1	2
175	что это	1	2
176	он в	1	2
177	еще один	1	2
178	раз в	1	2
179	роль в	2	2
180	при этом	12	2
181	но именно	1	2
182	он должен	2	2
183	смертью в	1	2
184	но дело	1	2
185	том же	1	2
186	лишь в	6	2
187	второй половины	1	2
188	с которой	1	2
189	было бы	1	2
190	но их	3	2
191	делает его	2	2
192	рядом с	1	2
193	она и	1	2
194	с тем	1	2
195	во второй	7	2
196	и без	1	2
197	и внешнее	1	2
198	не столько	1	2
199	но эта	1	2
200	во времени	3	2
201	даже в	3	2
202	в отношении	3	2
203	на котором	1	2
204	если в	2	2
205	свободы и	1	2
206	нее нет	1	2
207	и притом	2	2
208	не могут	2	2
209	что все	1	2
210	числе и	1	2
211	к тому	2	2
212	он оказывается	1	2
213	в каждом	1	2
214	в пьесе	1	2
215	должен быть	1	2
216	если мы	2	2
217	говорит и	2	2
218	данном случае	5	2
219	так в	4	2
220	и что	3	2
221	жизнь и	1	2
222	мира а	1	2
223	же самое	1	2
224	особенности в	1	2
225	и т.д	3	2
226	можно сказать	3	2
227	в значительной	1	2
228	на всех	1	2
229	к нему	1	2
230	между тем	5	2
231	происходит в	1	2
232	и жизни	1	2
233	в качестве	24	2
234	в большинстве	2	2
235	большинстве случаев	1	2
236	языка но	1	2
237	ведь это	1	2
238	в известной	1	2
239	у нее	1	2
240	может быть	17	2
241	и только	1	2
242	в особенности	1	2
243	не подлежит	1	2
244	а именно	2	2
245	проникнута вся	1	2
246	в отличие	6	2
247	себя и	1	2
248	превращается в	2	2
249	один из	2	2
250	от мира	1	2
251	и слово	1	2
252	в одно	2	2
253	со словом	1	2
254	в пределах	5	2
255	войны и	1	2
256	слова и	1	2
257	отречение от	1	2
258	в условиях	1	2
259	своей жизни	2	2
260	это явление	1	2
261	жизнью в	1	2
262	в системе	1	2
263	на фоне	2	2
264	то что	3	2
265	жизни в	2	2
266	одновременно и	1	2
267	также что	1	1
268	неотделима от	1	1
269	с жизнью	1	1
270	связана с	1	1
271	это будущее	1	1
272	между всеми	1	1
273	то в	2	1
274	тем же	1	1
275	это придает	1	1
276	собою в	1	1
277	которыми он	1	1
278	есть не	1	1
279	не была	1	1
280	как я	1	1
281	стихотворение в	1	1
282	в обычной	1	1
283	столь же	2	1
284	и мира	2	1
285	служит для	1	1
286	тем как	1	1
287	контакт между	1	1
288	особенно если	1	1
289	могло быть	2	1
290	коем случае	2	1
291	но как	1	1
292	одном и	1	1
293	для других	1	1
294	свою жизнь	2	1
295	не все	3	1
296	конечном счете	6	1
297	по отношению	4	1
298	друг от	1	1
299	за пределы	2	1
300	что они	1	1
301	более чем	1	1
302	является к	1	1
303	если она	1	1
304	о жизни	1	1
305	первых двух	1	1
306	сознания в	1	1
307	целый ряд	1	1
308	это тоже	2	1
309	самом начале	2	1
310	имеет в	2	1
311	и свою	1	1
312	что произведение	1	1
313	сливается с	1	1
314	за это	1	1
315	всей своей	1	1
316	одном случае	1	1
317	следующей главе	1	1
318	что автор	1	1
319	в себе	9	1
320	свободы но	2	1
321	связи между	1	1
322	ее как	1	1
323	на то	1	1
324	в наших	1	1
325	время и	1	1
326	он ни	1	1
327	для понимания	2	1
328	на земле	1	1
329	не могли	1	1
330	не отделен	1	1
331	и по	2	1
332	все с	1	1
333	ни был	2	1
334	значительной степени	1	1
335	а затем	1	1
336	значение в	1	1
337	в мире	19	1
338	с позиций	1	1
339	и внутренняя	1	1
340	самим собой	3	1
341	полной мере	1	1
342	дома и	2	1
343	ко второму	1	1
344	и эпизод	1	1
345	главного героя	1	1
346	должен был	1	1
347	начала и	1	1
348	чаще всего	1	1
349	на сцене	1	1
