N	3gram	Vygotskiy__1	OGranits
1	с точки зрения	18	5
2	не может быть	5	4
3	по отношению к	7	3
4	есть прежде всего	2	3
5	одно и то	2	3
6	в самом деле	2	2
7	в зависимости от	2	2
8	их организации в	1	2
9	в данном случае	2	2
10	с одной стороны	8	2
11	и то же	2	2
12	которые только и	1	2
13	представлений и эмоций	1	2
14	с другой стороны	9	2
15	вопросы связанные с	1	2
16	с самого начала	8	2
17	зависимости от этого	1	2
18	в том что	15	2
19	и не является	1	2
20	в другом месте	6	1
21	том что в	2	1
22	само собой разумеется	1	1
23	во всей полноте	1	1
24	в чем же	1	1
25	этой точки зрения	1	1
26	этой концепции является	1	1
27	на самом деле	1	1
28	то же самое	3	1
29	в его понимании	1	1
30	и не может	1	1
31	в отличие от	1	1
32	только то что	1	1
33	в этом отношении	4	1
34	то что в	1	1
35	в собственном смысле	5	1
36	что же является	1	1
37	можно было бы	3	1
38	с этой точки	1	1
39	и тем что	1	1
40	ту или иную	1	1
41	мышления в его	1	1
42	для того чтобы	15	1
43	так же как	5	1
44	если бы мы	1	1
45	если говорить о	1	1
46	что она является	1	1
47	состоит в том	1	1
48	тем не менее	1	1
49	является для этого	1	1
50	и вместе с	1	1
51	и как бы	1	1
52	и который является	1	1
53	но и его	1	1
54	автора и его	1	1
55	само по себе	1	1
56	прежде всего в	2	1
57	собственном смысле слова	1	1
58	что говоря словами	2	1
59	все то что	1	1
60	потому что они	1	1
61	в тех случаях	1	1
62	смысле слова и	1	1
63	не может входить	1	1
64	то же время	2	1
65	собой разумеется что	1	1
66	но тем не	1	1
67	мы не можем	1	1
68	так же точно	9	1
69	таким образом мы	1	1
70	хотя бы в	1	1
71	и никогда не	1	1
72	только решить но	2	1
73	в конечном счете	1	1
74	на то что	3	1
75	на всем протяжении	2	1
76	не только решить	2	1
77	решить но даже	1	1
78	тех случаях когда	1	1
79	мышления но и	1	1
80	в то же	2	1
81	к тому что	3	1
82	тому что он	1	1
83	она отражается в	1	1
84	как и в	1	1
85	неизбежно превращается в	1	1
