1	не может быть	8	15
2	в этом случае	9	6
3	той или иной	1	5
4	с одной стороны	2	5
5	в большинстве случаев	2	5
6	в том что	2	4
7	в то же	1	4
8	то же время	1	4
9	но все же	3	4
10	по отношению к	4	4
11	с точки зрения	4	3
12	в собственном смысле	2	3
13	и там где	1	3
14	сюда прежде всего	1	2
15	до сих пор	1	2
16	а также и	4	2
17	не могут быть	3	2
18	формы передачи и	1	2
19	может быть и	2	2
20	в связи с	8	2
21	и т д	47	2
22	во всяком случае	1	2
23	один из важнейших	1	2
24	более или менее	2	2
25	а вовсе не	1	2
26	сих пор не	1	2
27	для того чтобы	2	2
28	чем перейти к	1	1
29	дело идет об	1	1
30	все более и	1	1
31	для этой цели	1	1
32	она может быть	1	1
33	во всех этих	1	1
34	самая постановка вопроса	1	1
35	то перед нами	5	1
36	в применении к	1	1
37	всех этих случаях	1	1
38	в другом случае	1	1
39	тем как в	1	1
40	тем не менее	4	1
41	том что он	1	1
42	путь на котором	1	1
43	все эти явления	1	1
44	друг к другу	1	1
45	хотя и не	1	1
46	но в этом	1	1
47	и наконец даже	1	1
48	те или иные	1	1
49	связи с изучением	1	1
50	и может быть	1	1
51	уже никак нельзя	1	1
52	с другой стороны	4	1
53	прежде чем перейти	1	1
54	прежде всего относится	1	1
55	с самого начала	1	1
56	тем и другим	2	1
57	и др эти	1	1
58	для наших целей	2	1
59	то прежде всего	1	1
60	может быть окрашена	1	1
61	более и более	1	1
62	в последнем случае	3	1
63	иметь в виду	1	1
64	в этих случаях	13	1
65	о том что	1	1
66	на то что	1	1
67	как и в	3	1
68	это не значит	2	1
69	далеко не все	3	1
70	же время и	1	1
