N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	25
2	вместе с	4	22
3	что он	23	22
4	и т	8	20
5	т д	2	18
6	может быть	19	17
7	т е	12	16
8	не только	10	13
9	но и	12	13
10	в его	22	12
11	так как	4	11
12	уже не	2	11
13	и не	29	11
14	в этом	16	10
15	тем что	4	10
16	все же	7	10
17	и его	16	9
18	его в	4	9
19	в виде	4	9
20	с другой	4	9
21	таким образом	5	9
22	героя в	5	9
23	еще не	4	8
24	и на	6	8
25	все эти	4	8
26	что в	7	8
27	на него	7	8
28	связи с	1	8
29	и что	5	8
30	мы знаем	2	8
31	с тем	5	8
32	другой стороны	3	8
33	том что	3	8
34	в нем	19	7
35	а затем	1	7
36	как и	18	7
37	мы видели	3	7
38	во время	2	7
39	потому что	12	7
40	о том	2	7
41	то что	11	7
42	только в	6	7
43	с одной	1	7
44	этом случае	2	7
45	но это	4	7
46	как в	4	6
47	в нее	1	6
48	это не	5	6
49	не может	19	6
50	в этих	1	6
51	не в	9	6
52	и он	2	6
53	не совсем	1	6
54	что и	5	6
55	там где	7	6
56	себя в	1	6
57	прежде всего	15	6
58	или в	1	6
59	в том	3	6
60	например в	2	5
61	и действительно	1	5
62	ясно что	1	5
63	в ней	3	5
64	но не	4	5
65	с этим	2	5
66	что это	5	5
67	но все	5	5
68	здесь мы	1	5
69	входит в	2	5
70	как мы	7	5
71	мы увидим	2	5
72	него и	2	5
73	так же	8	5
74	в него	3	5
75	и это	4	4
76	то же	14	4
77	мы уже	6	4
78	мы здесь	1	4
79	в ее	3	4
80	и хотя	1	4
81	в которой	2	4
82	он не	15	4
83	не как	3	4
84	что все	4	4
85	с другими	4	4
86	тем не	2	4
87	не менее	3	4
88	все еще	1	4
89	в некоторых	1	4
90	в пределах	6	4
91	в дальнейшем	1	4
92	что у	6	4
93	с ним	8	4
94	когда герой	1	4
95	за ним	2	4
96	если не	3	4
97	чтобы убить	1	4
98	в основном	1	4
99	все это	16	4
100	мы должны	5	4
101	в которых	2	3
102	на себя	1	3
103	то это	1	3
104	что его	3	3
105	герой не	2	3
106	по которому	2	3
107	и как	3	3
108	его к	3	3
109	в целом	5	3
110	в этой	1	3
111	их в	3	3
112	на этом	4	3
113	человека в	1	3
114	не ясно	1	3
115	но уже	1	3
116	делает вид	1	3
117	в то	12	3
118	друг друга	2	3
119	для того	1	3
120	здесь еще	1	3
121	того чтобы	1	3
122	в себя	1	3
123	никогда не	8	3
124	и с	15	3
125	и вообще	2	3
126	после того	1	3
127	можно бы	1	3
128	о нем	2	3
129	к нему	14	3
130	в форме	2	3
131	в другой	2	3
132	что здесь	1	3
133	и требует	1	3
134	никто не	1	3
135	в особенности	1	3
136	но оно	1	3
137	и пр	1	3
138	нем и	1	3
139	и все	19	3
140	и она	1	3
141	всех людей	1	3
142	в данном	1	3
143	а в	5	3
144	в свою	1	3
145	героя и	9	3
146	ту же	1	2
147	о герое	1	2
148	того же	2	2
149	самом деле	13	2
150	он может	2	2
151	тех же	1	2
152	одним из	1	2
153	а как	2	2
154	вопрос о	2	2
155	героя но	2	2
156	человека и	1	2
157	мы и	2	2
158	а еще	1	2
159	на них	5	2
160	во всех	2	2
161	видели что	1	2
162	в голове	1	2
163	по отношению	5	2
164	иногда они	1	2
165	некоторое время	1	2
166	перед нами	1	2
167	когда он	2	2
168	он на	1	2
169	уже в	3	2
170	на то	1	2
171	опять не	1	2
172	после этого	1	2
173	друг с	2	2
174	из него	1	2
175	и по	1	2
176	так например	1	2
177	о чем	2	2
178	когда уже	2	2
179	это было	3	2
180	и других	1	2
181	и мы	1	2
182	гл iv	1	2
183	которой он	2	2
184	несмотря на	1	2
185	фигурирует в	1	2
186	здесь можно	1	2
187	такой же	3	2
188	их на	1	2
189	точки зрения	8	2
190	в своей	3	2
191	таким же	1	2
192	можно найти	1	2
193	оказывается что	1	2
194	от себя	6	2
195	но он	3	2
196	что этот	1	2
197	по себе	3	2
198	даже в	5	2
199	как можно	3	2
200	она не	1	2
201	тогда когда	1	2
202	одна из	1	2
203	или как	2	2
204	с другом	2	2
205	которые его	1	2
206	должен быть	1	2
207	меня в	2	2
208	данном случае	1	2
209	так в	2	2
210	роль в	1	2
211	и сам	5	2
212	на нее	2	2
213	здесь он	1	2
214	особенно в	2	2
215	об этом	1	2
216	еще в	3	2
217	если бы	4	2
218	ничего не	4	2
219	находится в	2	2
220	приближается к	1	2
221	обратим внимание	1	2
222	или на	1	2
223	образом в	1	2
224	можно сказать	1	2
225	все его	2	2
226	должно было	1	2
227	на своих	1	2
228	ним и	1	2
229	того что	5	2
230	в формах	1	2
231	но так	3	2
232	на которой	1	2
233	наше рассмотрение	1	2
234	во всем	3	2
235	то в	2	2
236	так что	5	2
237	чтобы он	1	2
238	из них	5	2
239	его и	3	2
240	превращаются в	1	2
241	на одном	2	2
242	вовсе не	11	2
243	мы можем	1	2
244	у него	4	2
245	и вместе	1	2
246	в других	1	2
247	связан с	2	2
248	до сих	1	2
249	и быть	1	2
250	такое же	1	2
251	а сам	1	2
252	говорит о	2	2
253	а не	9	2
254	с которым	7	2
255	один из	2	2
256	со своими	1	2
257	под влиянием	3	2
258	чтобы она	1	2
259	перейдем к	1	2
260	и потому	2	2
261	из которых	1	2
262	не знал	2	2
263	как бы	27	2
264	с этой	2	2
265	он бросает	1	2
266	сих пор	1	2
267	но для	3	2
268	думают что	1	2
269	и для	8	2
270	это уже	2	2
271	с ней	1	2
272	сказать что	2	2
273	и при	1	2
274	к его	1	2
275	отношению к	6	2
276	сам в	2	2
277	им и	3	2
278	жизни и	3	2
279	уже после	1	2
280	и вновь	1	2
281	также и	1	1
282	это народ	1	1
283	функции в	3	1
284	себя как	2	1
285	всего этот	1	1
286	силы и	1	1
287	но тем	1	1
288	между двумя	2	1
289	здесь и	2	1
290	мертвых я	1	1
291	непосредственной близости	1	1
292	из его	4	1
293	проникает в	1	1
294	той же	2	1
295	пока он	1	1
296	он знает	2	1
297	на первом	1	1
298	что уже	1	1
299	приводят к	1	1
300	женщиной и	1	1
301	время как	1	1
302	но чаще	1	1
303	я не	7	1
304	они были	1	1
305	но даже	1	1
306	и заставляет	1	1
307	зависимости от	1	1
308	другим в	1	1
309	в сердце	1	1
310	служит для	1	1
311	мысль что	2	1
312	на самом	11	1
313	совсем не	3	1
314	но как	4	1
315	не то	2	1
316	ответ на	1	1
317	должны были	1	1
318	него с	1	1
319	отношение к	6	1
320	себе и	5	1
321	отличие от	2	1
322	что они	6	1
323	нельзя дать	1	1
324	отнюдь не	2	1
325	чем же	1	1
326	трудно сказать	1	1
327	себя за	2	1
328	в одной	3	1
329	он вас	1	1
330	и меня	1	1
331	почувствовал что	1	1
332	как к	4	1
333	словом в	1	1
334	что касается	1	1
335	не два	1	1
336	начал перед	1	1
337	а и	1	1
338	говорит что	1	1
339	и наконец	5	1
340	и к	12	1
341	над собой	4	1
342	себе не	1	1
343	увидим что	2	1
344	но в	16	1
345	них он	2	1
346	и отчасти	1	1
347	и говорит	2	1
348	за собой	3	1
349	сливается с	3	1
350	что едва	1	1
351	та же	2	1
352	за это	1	1
353	он в	4	1
354	или во	1	1
355	он думает	1	1
356	на нем	1	1
357	только на	4	1
358	и тот	1	1
359	в себе	6	1
360	чем его	1	1
361	во многих	1	1
362	но на	4	1
363	начинают меняться	1	1
364	и если	2	1
365	вас и	2	1
366	его но	1	1
367	при этом	4	1
368	он ни	3	1
369	чтобы они	1	1
370	всех этих	2	1
371	и тотчас	2	1
372	пределах одного	2	1
373	и вот	5	1
374	подобно тому	2	1
375	него в	1	1
376	они на	1	1
377	собой две	1	1
378	от какой	1	1
379	главным образом	1	1
380	в приведенных	1	1
381	в глубине	1	1
382	знает что	3	1
383	героя на	2	1
384	было бы	2	1
385	в социальной	1	1
386	есть несколько	1	1
387	в жизни	2	1
388	сами себя	1	1
389	по всему	2	1
390	этом мы	1	1
391	и вы	4	1
392	она и	1	1
393	этого не	3	1
394	его все	1	1
395	этим и	1	1
396	приведенных нами	1	1
397	характерно что	1	1
398	же я	3	1
399	которую он	1	1
400	места в	1	1
401	он понимает	1	1
402	мир он	1	1
403	почти нет	1	1
404	он должен	2	1
405	на месте	1	1
406	с точки	4	1
407	в их	1	1
408	она в	2	1
409	в стиле	3	1
410	в своем	2	1
411	приведем лишь	1	1
412	в отличие	2	1
413	они уже	1	1
414	свой смысл	1	1
415	и слез	3	1
416	в одном	5	1
417	пока еще	2	1
418	героя из	3	1
419	и эти	1	1
420	что никакой	1	1
421	и более	1	1
422	войти в	2	1
423	в конце	5	1
424	на всю	2	1
425	вот пример	2	1
426	что с	3	1
427	почти никогда	1	1
428	самого начала	8	1
