N	3gram	Vygotskiy__1	RusskieA
1	в том что	9	15
2	и т д	8	9
3	состоит в том	2	8
4	вместе с тем	2	6
5	в связи с	1	4
6	о том что	7	4
7	в настоящее время	2	3
8	с точки зрения	2	3
9	мы не можем	2	3
10	тем не менее	2	3
11	что иное как	1	2
12	что в этом	3	2
13	в какой степени	1	2
14	в это время	1	2
15	так как они	2	2
16	не только у	1	2
17	друг к другу	1	2
18	в свою очередь	1	2
19	к выводу что	1	2
20	это имеет место	1	2
21	по этому поводу	2	2
22	не что иное	1	2
23	во многих случаях	1	2
24	потому что он	2	1
25	а следовательно и	1	1
26	хотя и не	2	1
27	еще далеко не	1	1
28	сказать что в	3	1
29	одном и том	1	1
30	и того же	1	1
31	точно так же	3	1
32	на самом деле	2	1
33	так как в	1	1
34	в тех случаях	1	1
35	подобно тому как	5	1
36	точки зрения в	1	1
37	т д и	1	1
38	этим объясняется почему	1	1
39	и характер этого	1	1
40	мы должны будем	1	1
41	же как и	1	1
42	в таком случае	2	1
43	что мы имеем	1	1
44	или совсем не	1	1
45	вызывают к жизни	1	1
46	то что и	1	1
47	те мыслительные процессы	1	1
48	и должна была	1	1
49	в этом отношении	2	1
50	независимо от того	1	1
51	так как только	1	1
52	в собственном смысле	3	1
53	и т п	15	1
54	при этом не	2	1
55	еще прибавить что	1	1
56	и могут быть	1	1
57	не только из	2	1
58	не до конца	1	1
59	не потому что	1	1
60	не только в	1	1
61	же значение как	1	1
62	и том же	1	1
63	как будто бы	2	1
64	в отличие от	3	1
65	и в этом	1	1
66	приходит к выводу	1	1
67	на основании этих	1	1
68	приводит к тому	1	1
69	одни и те	1	1
70	но вместе с	1	1
71	который показывает что	1	1
72	в черных и	1	1
73	такое же значение	1	1
74	во всяком случае	6	1
75	в целом ряде	2	1
76	так же как	4	1
77	только о том	1	1
78	и в том	1	1
79	этого вопроса в	1	1
80	бросается в глаза	1	1
81	в русском языке	2	1
82	не означает что	2	1
83	в то время	5	1
84	выступают в роли	1	1
85	как будто совершенно	1	1
86	мыслительные процессы которые	1	1
87	и что следовательно	2	1
88	в одном из	2	1
89	никак не может	2	1
90	так как это	1	1
91	легко заметить что	1	1
92	в чем именно	1	1
93	вопрос о том	1	1
94	несмотря на все	1	1
95	можно сказать что	1	1
96	на то что	8	1
97	одного и того	1	1
98	совершенно очевидно что	2	1
99	и те же	1	1
100	эту точку зрения	1	1
101	мы видим что	2	1
102	у нас в	1	1
103	приводит нас к	1	1
104	для нас не	1	1
105	как и в	4	1
106	в совершенно ином	1	1
107	что и в	2	1
108	только тогда когда	4	1
109	один из самых	1	1
110	мы увидим что	2	1
111	как мы знаем	1	1
