N	2gram	Losev_Vlad_1	Psycholo
1	и в	31	38
2	то что	18	35
3	в том	11	25
4	в самом	2	25
5	самом деле	1	21
6	что в	14	20
7	может быть	6	19
8	и что	6	18
9	на то	5	16
10	что она	2	16
11	точки зрения	2	16
12	в ней	1	15
13	то есть	3	15
14	и т	2	14
15	том что	14	14
16	если бы	1	14
17	потому что	11	14
18	в этом	14	13
19	в этой	4	13
20	и мы	2	13
21	не только	24	12
22	таким образом	3	12
23	было бы	2	12
24	не в	5	12
25	мы увидим	3	12
26	что он	12	11
27	то же	6	10
28	и не	17	10
29	же самое	1	10
30	и все	4	10
31	о которых	1	9
32	того чтобы	2	9
33	и то	10	8
34	все же	3	8
35	и как	4	8
36	говорит что	4	8
37	с тем	2	8
38	как и	4	8
39	в одном	1	8
40	и это	2	8
41	но только	3	8
42	так что	10	8
43	вовсе не	5	8
44	как раз	7	8
45	для того	2	8
46	для нас	4	8
47	из этого	2	8
48	мы уже	7	7
49	с другой	3	7
50	заключается в	1	7
51	мы можем	1	7
52	не может	6	7
53	все то	1	7
54	как мы	9	7
55	что у	4	7
56	никак не	4	7
57	а не	1	7
58	а в	9	7
59	и на	3	6
60	как это	7	6
61	и если	5	6
62	он не	10	6
63	в котором	6	6
64	тому что	1	6
65	она не	1	6
66	и его	7	6
67	с и	2	6
68	к тому	3	6
69	указывает на	2	6
70	с самого	1	6
71	ясно что	2	6
72	и здесь	3	6
73	о том	11	6
74	один из	4	6
75	с одной	1	6
76	из них	2	6
77	так как	8	6
78	которых мы	1	6
79	он говорит	2	6
80	мы не	1	5
81	я не	4	5
82	в своем	4	5
83	в которой	4	5
84	так сказать	1	5
85	на этом	2	5
86	несмотря на	4	5
87	с такой	1	5
88	в своей	4	5
89	и когда	1	5
90	в его	12	5
91	но и	19	5
92	одной стороны	1	5
93	вместе с	3	5
94	или в	1	5
95	о котором	2	5
96	другой стороны	3	5
97	совершенно не	2	5
98	что если	1	4
99	время как	1	4
100	во всех	1	4
101	что они	3	4
102	как в	3	4
103	когда он	5	4
104	в целом	3	4
105	все эти	3	4
106	в тех	2	4
107	раз в	1	4
108	в себе	4	4
109	если он	1	4
110	в нем	4	4
111	при этом	2	4
112	т д	2	4
113	здесь мы	3	4
114	она была	2	4
