N	3gram	Vygotskiy__4	Russkaja
1	друг с другом	7	14
2	с точки зрения	11	9
3	в том что	31	7
4	на самом деле	1	6
5	во всяком случае	3	6
6	для того чтобы	5	6
7	до сих пор	1	5
8	на то что	4	4
9	бы то ни	1	4
10	в том случае	1	4
11	не может быть	1	4
12	не может не	2	3
13	в этом случае	3	3
14	том случае если	1	3
15	вместе с тем	3	3
16	можно было бы	5	3
17	и то что	4	3
18	в данном случае	2	3
19	в конце концов	1	3
20	точно так же	3	2
21	в настоящее время	2	2
22	только в том	2	2
23	что он не	1	2
24	в себе и	3	2
25	тогда когда они	1	2
26	в противоречие с	2	2
27	тот факт что	1	2
28	таким же образом	1	2
29	не только к	1	2
30	о том что	3	2
31	и тем самым	4	2
32	друг от друга	1	2
33	к тому что	1	2
34	но и к	1	2
35	и того же	5	1
36	в том виде	2	1
37	том виде как	1	1
38	на целый ряд	1	1
39	состоит в том	3	1
40	могут быть различны	1	1
41	прежде всего в	1	1
42	в свою очередь	2	1
43	так же и	1	1
44	как бы не	1	1
45	по отношению к	1	1
46	с другом не	1	1
47	в самом деле	6	1
48	но даже и	1	1
49	в том числе	2	1
50	то же самое	7	1
51	в том же	1	1
52	так как оно	1	1
53	которая в свою	1	1
54	и не только	2	1
55	что с точки	1	1
56	самом деле для	1	1
57	котором мы говорили	1	1
58	только то что	1	1
59	в этом отношении	7	1
60	совершенно ясно что	1	1
61	том числе и	2	1
62	заключает в себе	1	1
63	свидетельствуют о том	1	1
64	не просто в	1	1
65	с другом в	1	1
66	не подлежит сомнению	1	1
67	то и другое	1	1
68	тем сильнее чем	1	1
69	и в частности	1	1
70	не подлежит никакому	2	1
71	с внешней стороны	1	1
72	и что в	2	1
73	никакому сомнению что	1	1
74	в том чтобы	2	1
75	то ни было	1	1
76	подлежит никакому сомнению	2	1
77	из которых каждая	1	1
78	всяком случае одно	1	1
79	смысле этого слова	7	1
80	совершенно иные чем	1	1
81	и как бы	1	1
82	указывает на то	1	1
83	в связи с	3	1
84	с другом как	1	1
85	мы говорили выше	1	1
86	друг к другу	1	1
87	о котором мы	1	1
88	так же как	5	1
89	одну и ту	1	1
90	потому что и	1	1
91	и таким образом	1	1
92	между собой и	2	1
93	что оно есть	1	1
94	заключается в том	14	1
95	тех или иных	1	1
96	когда речь идет	1	1
97	так как это	1	1
98	с самого начала	1	1
99	вопрос о том	1	1
100	речь идет о	3	1
101	но все же	1	1
102	одного и того	5	1
103	в силе и	1	1
104	сплошь и рядом	1	1
105	понятиям и формам	1	1
106	и ту же	1	1
107	но на самом	1	1
108	тем не менее	1	1
109	по сравнению со	1	1
110	подлежит сомнению и	1	1
111	к тому же	1	1
112	и только в	2	1
