N	3gram	Vinokur_Ku_1	Dialekti
1	и т д	14	23
2	с точки зрения	9	14
3	тем не менее	4	10
4	т д и	2	6
5	что иное как	1	6
6	не может быть	3	6
7	не что иное	1	6
8	вовсе не есть	1	5
9	в самом деле	7	5
10	по крайней мере	5	5
11	д и т	2	5
12	само по себе	1	5
13	о том что	5	5
14	то это значит	1	4
15	но что такое	1	4
16	т е в	2	4
17	т е не	1	4
18	крайней мере в	1	3
19	имеется в виду	1	3
20	как раз и	1	3
21	сами по себе	1	3
22	того что он	1	3
23	с одной стороны	1	3
24	на себя функции	1	3
25	в том что	15	3
26	что он есть	1	3
27	ни в каком	1	3
28	не есть нечто	1	3
29	прежде всего от	1	3
30	на то что	2	3
31	есть таким образом	1	3
32	только тогда когда	1	3
33	в силу этого	1	2
34	это было бы	1	2
35	не говоря уже	1	2
36	того или иного	3	2
37	тот или иной	1	2
38	но они не	1	2
39	точно так же	1	2
40	с этой точки	1	2
41	в зависимости от	5	2
42	одно и то	1	2
43	так же как	1	2
44	есть в сущности	1	2
45	и то же	1	2
46	и пр это	1	2
47	с другой стороны	6	2
48	и с этой	1	2
49	во всяком случае	5	2
50	этой точки зрения	2	2
51	иметь в виду	1	2
52	о нем можно	1	2
53	что это есть	1	2
54	той или иной	1	2
55	что нет ничего	1	2
56	к тому что	2	2
57	так или иначе	2	2
58	и пр и	1	1
59	на наших глазах	1	1
60	имеем в виду	1	1
61	на самом деле	2	1
62	и в особенности	1	1
63	зависит прежде всего	1	1
64	т д словом	1	1
65	сюда же относятся	1	1
66	так что в	1	1
67	внимание на то	2	1
68	у нас есть	2	1
69	себя самого и	1	1
70	явление не есть	1	1
71	что с точки	1	1
72	до сих пор	4	1
73	что мы имеем	1	1
74	и в то	1	1
75	потому что мне	1	1
76	в этом отношении	5	1
77	и является наиболее	1	1
78	как это часто	1	1
79	со своей точки	1	1
80	для себя и	1	1
81	и даже в	1	1
82	только потому что	6	1
83	как только мы	1	1
84	просто указать на	1	1
85	в применении к	1	1
86	далеко не всегда	1	1
87	не значит еще	1	1
88	брать на себя	1	1
89	что для нас	1	1
90	столько же сколько	1	1
91	не в том	4	1
92	не в силах	1	1
93	это не значит	1	1
94	как раз на	2	1
95	исходит из того	1	1
96	не значат то	1	1
97	когда мы говорим	1	1
98	вовсе еще не	1	1
99	так же невозможно	1	1
100	лишь тогда когда	1	1
101	т д не	1	1
102	более или менее	3	1
103	хочу сказать что	1	1
104	то же время	2	1
105	вовсе не в	1	1
106	от того что	1	1
107	том смысле что	1	1
108	свидетельствует только о	1	1
109	это потому что	1	1
110	уже не просто	1	1
111	что в ней	1	1
112	тут мы находим	1	1
113	и в таком	1	1
114	своей точки зрения	1	1
115	когда говорят о	1	1
116	речь идет о	2	1
117	что говоря о	1	1
118	то оно не	1	1
119	мы имеем в	1	1
120	связанных между собою	1	1
121	в то же	2	1
122	в связи с	3	1
123	мы приходим к	1	1
124	в том смысле	1	1
125	все той же	1	1
126	тех или иных	1	1
127	пр и пр	1	1
128	что в них	2	1
129	все это не	3	1
130	что и в	1	1
131	можно понимать как	1	1
132	но еще и	1	1
133	поскольку речь идет	1	1
134	того или другого	1	1
135	том что если	1	1
136	я и хочу	1	1
