N	2gram	Losev_Vlad_1	RusskieA
1	и в	31	29
2	том что	14	22
3	в том	11	22
4	что в	14	22
5	в других	1	15
6	и другие	1	14
7	так как	8	13
8	может быть	6	13
9	во время	3	12
10	там же	13	12
11	в этом	14	11
12	как и	4	11
13	одна из	1	11
14	в этот	4	10
15	не только	24	10
16	и с	14	10
17	е в	7	10
18	все это	5	10
19	о том	11	9
20	а в	9	9
21	с в	3	8
22	а а	4	8
23	но и	19	8
24	и м	2	8
25	в дом	1	8
26	ее в	1	8
27	как в	3	7
28	или в	1	7
29	мы имеем	1	6
30	мы не	1	6
31	еще не	2	6
32	и на	3	6
33	при этом	2	6
34	таким образом	3	6
35	того чтобы	2	6
36	для нас	4	6
37	для того	2	6
38	с тем	2	6
39	вместе с	3	6
40	в данном	1	6
41	же в	1	6
42	и т	2	5
43	но не	3	5
44	но в	12	5
45	это не	1	5
46	т д	2	5
47	не может	6	5
48	представление о	1	5
49	потому что	11	5
50	и что	6	5
51	к жизни	2	5
52	то что	18	5
53	с ней	1	5
54	к этому	6	5
55	то же	6	4
56	вопрос о	1	4
57	на них	1	4
58	видели что	1	4
59	что по	1	4
60	уже не	3	4
61	их в	1	4
62	том же	1	4
63	в них	2	4
64	далеко не	1	4
65	а за	1	4
66	не в	5	4
67	у нас	6	4
68	а также	5	4
69	к нему	4	4
70	так что	10	4
71	то и	2	4
72	в виде	3	4
73	из них	2	4
74	именно в	1	4
75	а не	1	4
76	о чем	1	4
77	так же	1	4
78	как это	7	4
79	по существу	2	4
80	и все	4	4
81	в таком	1	4
82	и через	3	3
83	в году	30	3
84	в и	1	3
85	и о	2	3
86	все эти	3	3
87	в этой	4	3
88	что она	2	3
89	главным образом	4	3
90	по всем	2	3
91	чтобы на	1	3
92	и по	8	3
93	на этом	2	3
94	и других	2	3
95	с другими	1	3
96	на первый	2	3
97	в этих	1	3
98	пишет что	1	3
99	в котором	6	3
100	выше мы	2	3
101	не будем	2	3
102	но он	5	3
103	она не	1	3
104	в таких	1	3
105	и после	1	3
106	как мы	9	3
107	во всех	1	3
108	а именно	2	3
109	того что	2	3
110	что здесь	1	3
111	в качестве	6	3
112	связь с	1	3
113	друг друга	1	3
114	связаны с	1	3
115	тем что	2	3
116	что для	4	3
117	а наоборот	1	3
118	до конца	1	3
119	пишет в	1	3
120	и от	5	3
121	было бы	2	3
122	но если	1	3
123	а н	2	3
124	одним из	2	2
125	мы здесь	1	2
126	и то	10	2
127	на самом	1	2
128	это и	2	2
129	но она	3	2
130	что иное	1	2
131	на себя	3	2
132	это время	3	2
133	иное как	1	2
134	не был	5	2
135	природы и	1	2
136	с одной	1	2
137	тогда как	1	2
138	а через	1	2
139	другой день	1	2
140	ней в	1	2
141	все же	3	2
142	а и	1	2
143	как уже	1	2
144	и как	4	2
145	не было	5	2
146	в руках	1	2
147	в которой	4	2
148	представляет собой	1	2
149	из этих	2	2
150	если он	1	2
151	после этого	1	2
152	не к	1	2
153	том чтобы	2	2
154	здесь мы	3	2
155	об этом	7	2
156	для них	1	2
157	и еще	2	2
158	так в	1	2
159	в своей	4	2
160	в их	1	2
161	не столько	2	2
162	для объяснения	1	2
163	тем не	2	2
164	была не	2	2
165	не менее	2	2
166	что с	2	2
167	в то	8	2
168	дело не	2	2
169	когда они	1	2
170	о них	1	2
171	никогда не	9	2
172	того в	2	2
173	к ней	4	2
174	во всем	4	2
175	связи с	1	2
176	кроме того	7	2
177	что на	2	2
178	в момент	2	2
179	все то	1	2
180	начиная с	2	2
181	только одну	1	2
182	говорит о	1	2
183	на другой	1	2
184	то время	2	2
185	№ в	1	2
186	не с	1	2
187	мы приведем	2	2
188	еще в	4	2
189	жизнь и	3	2
190	не имели	2	2
191	образом в	2	2
192	а к	22	2
193	влияние на	1	2
194	с другой	3	2
195	все в	1	2
196	в приведенных	1	2
197	связь между	1	2
198	состояла в	1	2
199	у них	1	2
200	вся эта	3	2
201	этому поводу	1	2
202	что и	5	2
203	в г	1	2
204	один из	4	2
205	сразу же	1	2
206	совсем не	4	2
207	по возвращении	3	2
208	в разные	1	2
209	по этому	2	2
210	на эту	1	2
211	одно из	1	2
212	представлений о	1	2
213	заметить что	1	2
214	на две	1	2
215	ее на	1	2
216	же деле	1	2
217	чем в	1	2
218	человека а	1	2
219	а с	5	2
220	в церковь	1	2
221	прежде всего	1	2
222	и пр	1	2
223	самом же	1	2
224	одной стороны	1	2
225	ниже в	1	2
226	совершенно не	2	2
227	нет никаких	1	2
228	из которых	1	2
229	такие представления	1	2
230	в течение	9	2
231	с этой	1	2
232	видно что	5	2
233	этом и	2	2
234	пока еще	2	2
235	под названием	2	2
236	и для	2	2
237	жизни в	1	2
238	не что	1	2
239	из этого	2	2
240	в своих	5	2
241	ту же	1	1
242	отношение к	3	1
243	через которые	1	1
244	после ее	1	1
245	к этой	2	1
246	и есть	1	1
247	года к	1	1
248	и живут	1	1
249	можно говорить	1	1
250	нас на	1	1
251	и до	2	1
252	мы уже	7	1
253	г в	1	1
254	она в	1	1
255	необходимо указать	1	1
256	что если	1	1
257	не во	1	1
258	характерная особенность	1	1
259	в первый	1	1
260	рассказывается о	1	1
261	на место	1	1
262	этом не	2	1
263	мы и	4	1
264	в ней	1	1
265	магии и	1	1
266	на нем	1	1
267	из особенностей	1	1
268	что его	4	1
269	в различных	1	1
270	которое он	1	1
271	явлений и	1	1
272	ответ на	2	1
273	он пишет	3	1
274	дня в	1	1
275	нет и	2	1
276	большое значение	1	1
277	что они	3	1
278	полное собрание	1	1
279	относится к	1	1
280	отнюдь не	3	1
281	некоторое время	2	1
282	в своем	4	1
283	в одних	1	1
284	этом же	1	1
285	хотя и	4	1
286	когда он	5	1
287	как существа	1	1
288	от других	1	1
289	себе на	1	1
290	даже просто	1	1
291	более или	3	1
292	ясно и	1	1
293	во двор	1	1
294	в самом	2	1
295	еще на	2	1
296	и малых	1	1
297	себя к	1	1
298	уже в	7	1
299	с места	1	1
300	он в	3	1
301	более подробно	2	1
302	выражение в	1	1
303	что к	3	1
304	тому же	2	1
305	как он	4	1
306	на то	5	1
307	но на	3	1
308	не могла	1	1
309	чтобы установить	1	1
310	и если	5	1
311	не следует	1	1
312	в нем	4	1
313	вера в	2	1
314	так сказать	1	1
315	обрядам с	1	1
316	интерес представляет	1	1
317	только в	9	1
318	человек с	1	1
319	именно это	1	1
320	но все	1	1
321	это конечно	3	1
322	по его	2	1
323	от нее	2	1
324	однако все	1	1
325	что все	2	1
326	почти каждый	1	1
327	а когда	1	1
328	довольно точно	1	1
329	на все	2	1
330	знает что	1	1
331	три дня	1	1
332	уже знаем	1	1
333	известно что	2	1
334	они по	1	1
335	и была	1	1
336	не соответствует	1	1
337	из первых	1	1
338	по всему	1	1
339	только одно	1	1
340	о которой	3	1
341	можно заключить	1	1
342	их как	1	1
343	на основании	2	1
344	ставить на	1	1
345	подробно описывает	1	1
346	для чего	1	1
347	остается в	1	1
348	или менее	3	1
349	и одно	1	1
350	таким же	1	1
351	уже к	1	1
352	место в	2	1
353	еще с	1	1
354	на свою	3	1
355	и этой	1	1
356	мир и	1	1
357	но эта	1	1
358	указать еще	1	1
359	женского пола	1	1
360	дом и	1	1
361	этом а	1	1
362	что этот	3	1
363	на всю	2	1
364	и очень	3	1
365	к такой	1	1
366	этот был	1	1
367	с которой	1	1
368	как о	1	1
369	дело в	4	1
370	в науке	3	1
371	и притом	3	1
372	на него	3	1
373	одних случаях	1	1
374	каждый день	1	1
375	с и	2	1
376	без ответа	1	1
377	г с	2	1
378	следовательно и	1	1
379	тем больше	1	1
380	же пишет	1	1
381	ничего не	3	1
382	именно с	2	1
383	учения о	1	1
384	в полной	2	1
385	где уже	1	1
386	заботились о	1	1
387	по своей	4	1
388	дня после	1	1
389	и его	7	1
390	так например	2	1
391	до того	1	1
392	этом отношении	1	1
393	погружение в	1	1
394	и здесь	3	1
395	умирали не	1	1
396	и такие	2	1
397	и за	2	1
398	для его	2	1
399	в селе	1	1
400	указал на	1	1
401	и это	2	1
402	некоторой степени	1	1
403	выйти замуж	1	1
404	и которая	1	1
405	разные стороны	1	1
406	из всего	1	1
407	не будет	1	1
408	свою очередь	1	1
409	здесь не	3	1
410	полной уверенности	1	1
411	в в	3	1
412	в особенности	4	1
413	через три	1	1
414	может дать	1	1
415	и совершенно	1	1
416	и когда	1	1
417	то как	2	1
418	что у	4	1
419	так и	6	1
420	что также	1	1
421	найти в	1	1
422	можно только	1	1
