N	3gram	Ircho_Kome_2	FransuaR
1	о том что	4	5
2	то же время	3	5
3	в то же	3	5
4	в самом деле	1	4
5	с одной стороны	2	4
6	в той же	2	4
7	в большинстве случаев	1	4
8	на первый план	1	3
9	в первом случае	1	3
10	до сих пор	2	3
11	вместо того чтобы	1	3
12	никак не может	1	2
13	с точки зрения	1	2
14	но уже в	1	2
15	и вовсе не	1	2
16	но и в	1	2
17	с другой стороны	1	2
18	в том что	5	2
19	и в литературе	1	2
20	по отношению к	3	1
21	в обоих случаях	2	1
22	которые никогда не	1	1
23	и в следующем	1	1
24	по этому вопросу	1	1
25	в чем же	1	1
26	более или менее	1	1
27	и самый характер	1	1
28	в одной из	2	1
29	знаешь ли ты	1	1
30	мы находим в	1	1
31	между небом и	1	1
32	как это было	1	1
33	у него в	1	1
34	и в мыслях	1	1
35	вместе с тем	4	1
36	было устроено пиршество	1	1
37	в этой области	1	1
38	в нем не	2	1
39	в связи с	3	1
40	то что он	2	1
41	и в другой	1	1
42	в разной степени	1	1
43	в целом ряде	1	1
44	с этой целью	2	1
45	для того чтобы	4	1
46	не может быть	1	1
47	в системе образов	1	1
48	в то время	3	1
49	после того как	2	1
50	с каждым новым	1	1
51	не только в	1	1
52	той или иной	1	1
53	но все же	1	1
54	за то что	4	1
55	в этой же	1	1
56	в каждом из	1	1
57	что и в	2	1
58	то что не	1	1
