N	2gram	Medvedev_V_1	FransuaR
1	и в	2	65
2	и не	1	22
3	в том	2	16
4	в этом	1	15
5	и его	1	10
6	все это	1	9
7	только в	1	7
8	главным образом	1	6
9	том что	2	6
10	в значительной	1	6
11	так как	1	6
12	потому что	1	5
13	в частности	1	5
14	в самом	1	4
15	в их	1	4
16	самом деле	1	3
17	далеко не	1	3
18	но это	1	3
19	время в	1	2
20	значительной степени	1	2
21	и почти	1	2
22	дело в	1	2
23	да и	1	2
24	в книге	3	2
25	ни к	1	2
26	речи и	1	2
27	что слово	1	1
28	то же	1	1
29	оно с	1	1
30	без учета	1	1
31	говорили в	1	1
32	они на	1	1
33	говоря о	1	1
34	стоит на	1	1
35	без знания	1	1
36	книге в	2	1
37	в которых	1	1
38	от многих	1	1
39	все то	1	1
40	так в	1	1
41	сводится к	1	1
42	и только	1	1
43	именно в	1	1
44	от других	1	1
45	их как	1	1
46	в конце	2	1
47	связаны и	1	1
48	под влиянием	1	1
49	не одно	1	1
50	способно вызвать	1	1
51	этому и	1	1
52	хотя бы	1	1
53	к этому	1	1
