N	2gram	Voloshinov_1	Literetu
1	не только	6	24
2	при этом	2	19
3	но и	3	17
4	в том	2	16
5	а не	2	16
6	том что	2	14
7	может быть	8	13
8	и не	8	12
9	в этом	2	12
10	в своем	1	11
11	состоит в	1	11
12	своего рода	2	11
13	прежде всего	9	11
14	хх века	1	10
15	такого рода	1	10
16	то что	6	10
17	в целом	2	8
18	не в	3	8
19	и в	13	8
20	только в	6	8
21	как это	1	8
22	как бы	6	7
23	в себе	3	7
24	не менее	2	7
25	в его	7	7
26	как и	3	6
27	точки зрения	7	6
28	эстетического объекта	5	6
29	связи с	1	6
30	в хх	1	6
31	одним из	1	5
32	то же	4	5
33	хх веке	1	5
34	отличие от	1	5
35	как в	2	5
36	не столько	3	5
37	в отличие	1	5
38	в то	1	5
39	для себя	2	5
40	а также	2	5
41	же время	1	5
42	в конечном	1	5
43	что он	1	5
44	уже в	2	5
45	не может	8	5
46	в данном	2	5
47	с этой	2	5
48	с его	1	5
49	в своей	4	4
50	еще не	1	4
51	столь же	1	4
52	но не	1	4
53	конечном счете	1	4
54	в этой	1	4
55	все же	5	4
56	не как	3	4
57	лишь в	4	4
58	литературного произведения	2	4
59	для этого	1	4
60	с миром	1	4
61	и его	12	4
62	данном случае	2	4
63	никогда не	3	4
64	так и	3	4
65	еще в	2	4
66	и тем	2	4
67	в конце	1	4
68	и т.п	7	4
69	в связи	2	4
70	в своих	2	4
71	например в	1	3
72	и есть	1	3
73	также и	1	3
74	по отношению	3	3
75	в самом	2	3
76	с их	1	3
77	в лирике	1	3
78	таким образом	6	3
79	его в	1	3
80	далеко не	1	3
81	он и	1	3
82	несмотря на	2	3
83	не мог	2	3
84	художественного творчества	1	3
85	в их	3	3
86	но в	4	3
87	одна из	1	3
88	в основе	1	3
89	в области	2	3
90	эстетический объект	7	3
91	ли не	1	3
92	всего в	1	3
93	говоря словами	1	3
94	в виду	1	3
95	в пределах	3	3
96	сводится к	1	3
97	нуждается в	2	3
98	по своей	1	3
99	один из	1	3
100	потому что	1	3
101	одно из	1	3
102	с другой	2	3
103	еще и	4	3
104	и др	2	3
105	не было	1	3
106	быть это	1	3
107	да и	3	3
108	этой точки	1	3
109	что в	3	3
110	а в	2	3
111	человека и	1	2
112	того же	1	2
113	и то	3	2
114	самом деле	3	2
115	в решении	1	2
116	на себя	1	2
117	из того	1	2
118	то это	1	2
119	то он	1	2
120	отнюдь не	1	2
121	общего с	3	2
122	или иную	1	2
123	только то	1	2
124	все эти	2	2
125	чуть ли	1	2
126	в нем	2	2
127	в нашей	1	2
128	подобно тому	1	2
129	на этом	1	2
130	художественного впечатления	1	2
131	было бы	4	2
132	для них	1	2
133	от своего	2	2
134	что такое	1	2
135	как все	1	2
136	а как	2	2
137	с точки	5	2
138	мы в	1	2
139	художника оказывается	1	2
140	тем не	1	2
141	вплоть до	1	2
142	и является	2	2
143	в сознании	4	2
144	замкнутого круга	2	2
145	этом отношении	1	2
146	могут быть	2	2
147	и вполне	1	2
148	к тому	2	2
149	объект и	2	2
150	в себя	1	2
151	но при	1	2
152	своем составе	1	2
153	роль в	2	2
154	на том	1	2
155	в мире	1	2
156	ту же	1	2
157	в другом	2	2
158	рассчитана на	1	2
159	с одной	2	2
160	воздействия на	1	2
161	между тем	2	2
162	хотя бы	5	2
163	только на	1	2
164	ту или	1	2
165	для него	2	2
166	себе в	1	2
167	тем что	2	2
168	одной стороны	2	2
169	за пределы	3	2
170	превращается в	3	2
171	из наиболее	1	2
172	не на	2	2
173	нет ничего	2	2
174	или нет?	1	2
175	в столь	1	2
176	тому как	1	2
177	для понимания	1	2
178	своего времени	1	2
179	художественное произведение	2	2
180	можно было	1	2
181	не является	4	2
182	объекта и	1	2
183	воспринимающее сознание	1	2
184	тем более	1	2
185	отношению к	3	2
186	в искусстве	3	2
187	по поводу	1	2
188	как известно	1	1
189	человеческой речи	2	1
190	же как	1	1
191	должно звучать	1	1
192	на самом	1	1
193	художественных произведений	2	1
194	только потому	1	1
195	к другому	1	1
196	по которым	1	1
197	на две	2	1
198	можно лишь	1	1
199	и этот	2	1
200	который в	1	1
201	есть не	2	1
202	мы не	4	1
203	говоря и	1	1
204	вопрос о	1	1
205	художественного произведения	5	1
206	но даже	1	1
207	ему в	1	1
208	счете к	1	1
209	зависимости от	2	1
210	и он	1	1
211	произведение и	1	1
212	в различных	1	1
213	в чем	2	1
214	тем как	1	1
215	всего является	1	1
216	средств и	1	1
217	появляется и	1	1
218	сознания не	1	1
219	отношение к	1	1
220	тут же	1	1
221	что они	2	1
222	один и	1	1
223	и эстетического	1	1
224	в одной	1	1
225	его на	2	1
226	для всех	1	1
227	как к	1	1
228	мы можем	4	1
229	и как	1	1
230	для которой	1	1
231	в которой	3	1
232	как то	1	1
233	художественного события	1	1
234	в последнее	1	1
235	что к	1	1
236	иннокентия анненского	1	1
237	мы чувствуем	1	1
238	на то	1	1
239	вследствие этого	1	1
240	века к	1	1
241	в статье	1	1
242	в поэтике	3	1
243	и лучше	1	1
244	в понимании	1	1
245	едва ли	1	1
246	к одному	3	1
247	в начале	1	1
248	и вот	1	1
249	и более	1	1
250	в зависимости	2	1
251	или иных	1	1
252	в борьбе	1	1
253	не должно	1	1
254	в каждом	4	1
255	вторжение в	1	1
256	бы быть	1	1
257	материала и	3	1
258	искусства в	1	1
259	может стать	2	1
260	которая как	1	1
261	то само	1	1
262	и находит	1	1
263	произведение как	1	1
264	в них	2	1
265	соответствии с	2	1
266	в ее	3	1
267	мы имеем	1	1
268	не всегда	1	1
269	и уже	3	1
270	должно быть	1	1
271	всем своем	1	1
272	все произведение	1	1
273	такой же	1	1
274	автора и	1	1
275	со всей	3	1
276	свободы художника	1	1
277	в г	2	1
278	в отношении	2	1
279	которого является	1	1
280	когда ребенок	1	1
281	к предмету	2	1
