N	3gram	Voloshinov_1	VeschiIm
1	не может быть	13	18
2	это значит что	1	17
3	бы то ни	8	9
4	то ни было	8	9
5	может быть только	1	6
6	в том что	3	6
7	в чем же	2	5
8	в свою очередь	2	5
9	тем не менее	2	5
10	с точки зрения	20	4
11	не только в	1	4
12	то же время	3	4
13	от того что	2	4
14	в то же	3	4
15	более или менее	1	3
16	в самом деле	9	3
17	подобно тому как	1	3
18	можно было бы	2	3
19	но что такое	1	3
20	если мы возьмем	1	3
21	все же не	1	3
22	– в смысле	1	3
23	само по себе	1	3
24	не есть вещь	1	3
25	сама по себе	2	3
26	можно сказать что	3	2
27	этой точки зрения	1	2
28	какого бы то	2	2
29	как бы ни	1	2
30	в основе своей	1	2
31	с этой точки	1	2
32	ни о каком	1	2
33	в первом случае	3	2
34	привело бы к	1	2
35	в нем нет	2	2
36	к тому что	1	2
37	она могла бы	1	2
38	так или иначе	1	2
39	не сможет понять	1	1
40	и того же	5	1
41	как она есть	1	1
42	тот же самый	1	1
43	имеется в виду	1	1
44	в ней нет	1	1
45	и более или	1	1
46	и пр но	1	1
47	оно может быть	1	1
48	на почве этого	1	1
49	а не в	1	1
50	между прочим и	1	1
51	как и во	1	1
52	в этом смысле	2	1
53	есть прежде всего	1	1
54	том что он	1	1
55	быть и речи	2	1
56	в этом случае	3	1
57	на первый план	2	1
58	таким образом между	2	1
59	до сих пор	8	1
60	точке зрения в	1	1
61	и не может	9	1
62	тот или иной	1	1
63	сих пор мы	1	1
64	сами по себе	1	1
65	мы переходим к	1	1
66	точка зрения на	1	1
67	в себе и	1	1
68	в результате мы	1	1
69	та и другая	1	1
70	потому в нем	1	1
71	к этому сводится	1	1
72	для него только	1	1
73	важно как оно	1	1
74	ни в какой	1	1
75	может быть и	3	1
76	хотя бы и	1	1
77	в применении к	1	1
78	так же как	2	1
79	или хотя бы	2	1
80	но в то	2	1
81	таким образом и	1	1
82	с одной стороны	1	1
83	в конце концов	3	1
84	смысле этого слова	2	1
85	взятая сама по	1	1
86	каких бы то	3	1
87	мы говорили о	2	1
88	во втором случае	1	1
89	и как бы	1	1
90	по природе своей	1	1
91	– и это	2	1
92	какой бы то	1	1
93	это не значит	1	1
94	– одна из	1	1
95	с другой стороны	5	1
96	была бы достаточна	1	1
97	и пр и	2	1
98	значит что в	1	1
99	и во всяком	1	1
100	она и не	1	1
101	а в том	1	1
102	нем нет ничего	1	1
103	и если есть	1	1
104	язык есть система	1	1
105	во всяком случае	2	1
106	точки зрения этого	1	1
107	это и есть	2	1
108	прибавить еще и	1	1
109	нужно прибавить еще	1	1
110	не только не	1	1
111	вопрос о том	2	1
112	вместо того чтобы	1	1
113	и прежде всего	2	1
114	но все же	3	1
115	и в результате	1	1
116	могла бы и	1	1
117	одного и того	5	1
118	для того чтобы	3	1
119	этим оно и	1	1
120	допустим что мы	1	1
121	необходимо исходить из	1	1
122	в отношении к	4	1
123	друг с другом	1	1
124	и в нем	1	1
125	и в науке	1	1
126	в организме а	1	1
127	и та и	1	1
128	как мы говорили	1	1
129	есть вещь и	1	1
