N	2gram	Potebnia_M_3	RusskieA
1	и в	30	29
2	том что	18	22
3	в том	32	22
4	что в	17	22
5	в поле	1	19
6	как бы	3	18
7	в других	2	15
8	так как	13	13
9	может быть	28	13
10	во время	2	12
11	там же	6	12
12	в этом	10	11
13	как и	10	11
14	не только	21	10
15	и с	2	10
16	все это	4	10
17	во многих	1	9
18	о том	2	9
19	а в	12	9
20	с в	2	8
21	его в	3	8
22	показывает что	2	8
23	или на	2	8
24	но и	19	8
25	ее в	1	8
26	как в	10	7
27	данном случае	1	7
28	мы видели	4	7
29	или в	3	7
30	мы не	9	6
31	еще не	5	6
32	и на	3	6
33	при этом	3	6
34	таким образом	14	6
35	того чтобы	3	6
36	на нее	1	6
37	для нас	20	6
38	для того	4	6
39	с тем	7	6
40	вместе с	12	6
41	в данном	1	6
42	же в	2	6
43	и т	5	5
44	но не	7	5
45	но в	1	5
46	это не	1	5
47	т д	3	5
48	не может	6	5
49	потому что	46	5
50	для этого	1	5
51	и что	10	5
52	или же	4	5
53	эту силу	1	5
54	то что	18	5
55	к этому	3	5
56	то же	23	4
57	вопрос о	1	4
58	на них	1	4
59	не все	4	4
60	что по	2	4
61	уже не	6	4
62	их в	2	4
63	том же	2	4
64	в них	5	4
65	далеко не	4	4
66	в которых	2	4
67	не в	15	4
68	тогда когда	9	4
69	говорится что	1	4
70	в земле	1	4
71	к нему	3	4
72	так что	7	4
73	то и	6	4
74	в виде	2	4
75	из них	6	4
76	именно в	3	4
77	а не	15	4
78	так же	3	4
79	предположить что	1	4
80	и все	3	4
81	в таком	3	4
82	и о	2	3
83	в ее	2	3
84	только тогда	9	3
85	что ее	1	3
86	что это	4	3
87	все эти	1	3
88	в этой	2	3
89	что она	3	3
90	главным образом	1	3
91	подобно тому	2	3
92	и по	4	3
93	с другими	5	3
94	этой силы	1	3
95	должен был	1	3
96	не всегда	2	3
97	на первый	1	3
98	в эту	1	3
99	в этих	1	3
100	в котором	4	3
101	выше мы	2	3
102	не будем	1	3
103	но он	1	3
104	она не	2	3
105	в таких	1	3
106	не имеет	6	3
107	и после	2	3
108	как мы	7	3
109	должно было	2	3
110	во всех	1	3
111	того что	18	3
112	что здесь	1	3
113	как например	1	3
114	между тем	9	3
115	связь с	3	3
116	или даже	1	3
117	за ним	3	3
