N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	41
2	во всех	3	17
3	таким образом	6	17
4	в нем	6	16
5	и с	5	16
6	и его	12	13
7	но и	10	13
8	в этом	10	12
9	как мы	4	12
10	все эти	1	11
11	все это	3	11
12	в самом	4	10
13	не только	7	10
14	так как	4	10
15	прежде всего	4	10
16	то что	6	10
17	и на	7	9
18	во время	6	9
19	о том	6	9
20	здесь в	3	9
21	и все	2	9
22	в сущности	1	8
23	но в	3	8
24	в этой	3	8
25	никогда не	1	8
26	в них	4	7
27	как и	4	7
28	том что	9	7
29	в его	4	7
30	вовсе не	2	7
31	у него	4	7
32	как бы	2	7
33	этот образ	1	7
34	что в	9	7
35	например в	3	6
36	в эпоху	1	6
37	в то	6	6
38	в образе	3	6
39	один из	5	6
40	мы видим	1	6
41	с помощью	1	6
42	вместе с	9	6
43	или в	3	6
44	сказать что	1	6
45	что он	5	6
46	с его	5	5
47	в ее	2	5
48	в своем	6	5
49	что это	4	5
50	в себе	1	5
51	то же	3	5
52	той же	3	5
53	рядом с	2	5
54	еще в	4	5
55	тем что	3	5
56	так и	12	5
57	и что	2	5
58	а также	1	5
59	же время	3	5
60	в литературе	1	5
61	до нас	4	5
62	из них	7	5
63	в одном	2	5
64	большинстве случаев	1	5
65	там где	1	5
66	так же	1	5
67	в той	2	5
68	образов и	1	5
69	одним из	2	4
70	того же	3	4
71	самом деле	1	4
72	в ней	3	4
73	он был	2	4
74	как в	3	4
75	и как	1	4
76	та же	1	4
77	а затем	5	4
78	в другом	1	4
79	не в	2	4
80	даже в	2	4
81	но они	1	4
82	в основе	1	4
83	того чтобы	6	4
84	все же	4	4
85	нового времени	2	4
86	у нас	1	4
87	роль в	2	4
88	с ним	1	4
89	все время	2	4
90	тот же	2	4
91	с одной	2	4
92	уже в	4	4
93	в большинстве	1	4
94	в результате	1	4
95	земли и	1	4
96	в котором	3	4
97	и даже	1	4
98	с другой	2	4
99	именно в	1	4
100	одной стороны	2	4
101	и от	4	4
102	о котором	1	4
103	а в	3	4
104	не может	3	4
105	из этого	2	4
106	все что	1	4
107	вместо того	1	3
108	они были	1	3
109	первый план	1	3
110	в чем	1	3
111	в одной	2	3
112	с этим	5	3
113	в первом	2	3
114	и сам	3	3
115	связанных с	2	3
116	на все	1	3
117	было бы	8	3
118	на первый	1	3
119	и их	3	3
120	нас не	1	3
121	своего героя	1	3
122	также что	2	3
123	потому что	6	3
124	в духе	2	3
125	они и	1	3
126	народа и	1	3
127	никак не	1	3
128	до сих	2	3
129	к нему	3	3
130	одной из	4	3
131	только в	4	3
132	конечно не	1	3
133	в начале	4	3
134	что не	1	3
135	и самый	1	3
136	и особенно	3	3
137	и не	14	3
138	с этой	3	3
139	сих пор	2	3
140	не мог	1	3
141	и для	4	3
142	в знаменитом	1	3
143	между ними	1	3
144	первом случае	1	3
145	жизни и	3	3
146	в искусстве	1	3
147	как известно	2	2
148	тех же	3	2
149	из самых	2	2
150	с точки	1	2
151	мы не	2	2
152	принадлежали к	1	2
153	говорить о	2	2
154	а для	1	2
155	но уже	1	2
156	из того	1	2
157	землю и	1	2
158	но не	3	2
159	то он	1	2
160	в наиболее	4	2
161	в истории	5	2
