N	2gram	Tiupa_Lite_2	Komedia
1	и в	19	26
2	едва ли	4	14
3	и не	11	14
4	и его	3	12
5	к тому	1	12
6	так и	7	12
7	может быть	17	11
8	в том	10	11
9	в этом	9	10
10	на протяжении	1	10
11	но и	10	10
12	столь же	5	9
13	том что	7	9
14	вместе с	5	9
15	что в	4	9
16	было бы	2	8
17	и на	6	7
18	не только	8	7
19	на себя	2	7
20	что и	2	7
21	из них	2	7
22	ли не	4	7
23	еще не	2	6
24	в своем	1	6
25	о том	2	6
26	в нем	3	6
27	таким образом	1	6
28	в то	9	6
29	того чтобы	1	6
30	потому что	2	6
31	наряду с	1	6
32	то что	7	6
33	что он	3	5
34	так что	4	5
35	в истории	2	5
36	для того	2	5
37	а затем	2	5
38	с тем	2	5
39	и с	3	5
40	один из	4	5
41	в качестве	5	5
42	к этому	1	5
43	уже в	2	4
44	более чем	1	4
45	в самом	1	4
46	что это	1	4
47	в целом	2	4
48	в них	2	4
49	как и	10	4
50	в этих	1	4
51	место в	1	4
52	тому что	1	4
53	не менее	6	4
54	не по	2	4
55	как мы	1	4
56	можно было	1	4
57	за то	2	4
58	еще в	4	4
59	его в	1	4
60	восходит к	2	4
61	в его	4	4
62	же в	2	4
63	в начале	3	4
64	так как	3	4
65	у него	2	4
66	прежде всего	4	4
67	в руках	2	4
68	мира в	2	4
69	в частности	4	4
70	как это	2	4
71	все же	2	4
72	и для	3	4
73	и от	1	4
74	одной из	2	4
75	точки зрения	4	4
76	речь идет	3	3
77	то же	12	3
78	в их	3	3
79	той же	2	3
80	того же	4	3
81	в ней	4	3
82	во всех	3	3
83	как правило	3	3
84	но не	5	3
85	по отношению	4	3
86	как в	1	3
87	но в	2	3
88	со своей	2	3
89	в этой	3	3
90	как он	2	3
91	человека в	4	3
92	в каждом	2	3
93	при всем	2	3
94	не имеет	1	3
95	того как	1	3
96	же время	9	3
97	связи с	1	3
98	что на	1	3
99	и сам	2	3
100	в образе	1	3
101	ситуация в	1	3
102	тех пор	1	3
103	дело с	1	3
104	в единственном	2	3
105	себя в	6	3
106	для всех	5	3
107	ответ на	1	3
108	друг друга	2	3
109	тем что	4	3
110	не было	2	3
111	нашего века	1	3
112	из которых	2	3
113	и столь	2	3
114	отношению к	3	3
115	с этой	2	3
116	для нас	2	3
117	а в	3	3
118	до тех	1	3
119	в своей	1	3
120	жизни и	4	3
121	том числе	2	3
122	не может	9	3
123	и т	2	2
124	одним из	3	2
125	перед лицом	1	2
126	в первом	1	2
127	и за	2	2
128	мы имеем	1	2
129	мы не	4	2
130	не вполне	2	2
131	х годов	3	2
132	в виду	2	2
133	он был	1	2
134	под названием	2	2
135	бы то	1	2
136	в ее	2	2
137	если в	2	2
138	отличие от	1	2
139	ведь мы	2	2
140	отнюдь не	4	2
141	и я	1	2
142	идет о	3	2
143	и вовсе	1	2
144	этом же	1	2
145	что по	1	2
146	самом начале	1	2
147	в действительности	1	2
148	от этого	1	2
149	и хотя	1	2
150	за собой	1	2
151	художественного мышления	5	2
152	в нашем	2	2
153	по которым	1	2
154	двух других	1	2
155	не следует	1	2
156	он не	5	2
157	и еще	2	2
158	в принципе	5	2
159	что ни	1	2
160	на этом	2	2
161	то ни	1	2
162	второй половины	1	2
163	в глазах	3	2
164	это не	1	2
165	в традиционных	1	2
166	в это	1	2
167	не всегда	1	2
168	в развитии	1	2
169	не более	2	2
170	в отличие	1	2
171	не в	4	2
172	в конце	2	2
173	однако в	6	2
174	вовсе не	2	2
175	даже в	4	2
176	одна из	5	2
177	в одном	2	2
178	такая же	1	2
179	не является	2	2
180	всего в	1	2
181	говоря уже	2	2
182	так в	5	2
183	и что	2	2
184	в мире	9	2
185	в построении	1	2
186	на что	1	2
187	после того	1	2
188	времени в	1	2
189	и все	1	2
190	под именем	1	2
191	наконец в	2	2
192	все время	1	2
193	в жизнь	1	2
194	же можно	1	2
195	тот же	2	2
196	в какой	2	2
197	с одной	7	2
198	же от	1	2
199	у того	1	2
200	по случаю	1	2
201	одно из	2	2
202	т п	2	2
203	не для	1	2
204	в любви	1	2
205	в других	1	2
206	следует признать	3	2
207	рядом с	1	2
208	нет и	1	2
209	со стороны	3	2
210	и к	2	2
211	с другой	8	2
212	одной стороны	6	2
213	для этой	1	2
214	мы находим	1	2
215	уже о	2	2
216	усомниться в	1	2
217	одновременно с	1	2
218	как бы	2	2
219	кто из	1	2
220	его собственный	1	2
221	бы в	1	2
222	еще более	1	2
223	хотя бы	2	2
224	ни было	2	2
225	не говоря	2	2
226	от всех	1	2
227	к его	1	2
228	из этого	1	2
