N	2gram	Bakhtin_Pr_5	VerxiiNi
1	и в	35	26
2	таким образом	7	22
3	с тем	3	18
4	в этом	14	15
5	вместе с	2	15
6	точки зрения	7	13
7	как бы	31	12
8	в том	5	11
9	не только	10	10
10	и с	12	10
11	может быть	14	10
12	связи с	1	9
13	так как	4	9
14	но и	14	9
15	что в	6	9
16	но не	6	8
17	в общем	3	8
18	главным образом	1	8
19	и у	4	8
20	с другой	4	8
21	и не	27	8
22	как на	1	8
23	но в	19	7
24	но все	4	7
25	из них	3	7
26	том что	3	7
27	потому что	8	7
28	к нему	13	7
29	с одной	1	7
30	то что	10	7
31	а с	3	7
32	того же	1	6
33	все же	8	6
34	все эти	3	6
35	в себе	5	6
36	всяком случае	4	6
37	с точки	2	6
38	в отношении	9	6
39	к тому	6	6
40	так и	8	6
41	и т.д	3	6
42	о том	2	6
43	в конце	5	6
44	что и	3	6
45	и потому	1	6
46	все это	14	6
47	мы должны	3	6
48	во всяком	4	6
49	отношение к	6	5
50	сих пор	1	5
51	и к	12	5
52	тому же	3	5
53	в мире	4	5
54	лишь в	7	5
55	по крайней	1	5
56	того чтобы	1	5
57	никогда не	4	5
58	с другом	4	5
59	для того	1	5
60	образом в	1	5
61	в его	21	5
62	крайней мере	1	5
63	до сих	1	5
64	а не	4	5
65	друг с	4	5
66	и для	8	5
67	так же	7	5
68	одной из	2	5
69	в котором	3	4
70	то же	15	4
71	в самом	6	4
72	в этой	1	4
73	и по	2	4
74	что все	2	4
75	то есть	16	4
76	с другими	2	4
77	он не	13	4
78	далеко не	1	4
79	в которых	2	4
80	в то	11	4
81	в нем	16	4
82	а в	7	4
83	что оно	2	4
84	и что	6	4
85	и только	1	4
86	только в	6	4
87	и вместе	1	4
88	на этот	2	4
89	не может	18	4
90	из которых	1	4
91	и от	3	4
92	в этих	2	4
93	во время	5	4
94	что он	24	4
95	в виде	7	4
96	к богу	1	3
97	в своем	2	3
98	когда он	3	3
99	и как	2	3
100	за собой	3	3
101	в которой	2	3
102	что это	4	3
103	и если	1	3
104	при этом	2	3
105	и при	1	3
106	тем не	1	3
107	если бы	1	3
108	не менее	2	3
109	к концу	3	3
110	в других	1	3
111	но по	1	3
112	уже с	2	3
113	с самого	8	3
114	на нее	2	3
115	можно сказать	1	3
116	душ и	1	3
117	в значительной	1	3
118	путь к	1	3
119	того что	3	3
120	но с	1	3
121	хотя бы	2	3
122	в качестве	1	3
123	так что	5	3
124	из которого	1	3
125	уже не	3	3
126	что эти	1	3
127	для него	14	3
128	в одном	6	3
129	случае не	1	3
130	и даже	5	3
131	с ней	1	3
132	а так	3	3
133	с этой	2	3
134	в результате	1	3
135	конце концов	3	3
136	отношению к	7	3
137	и другие	1	3
138	к этому	1	3
139	одним из	1	2
140	и это	5	2
141	и больше	1	2
142	надо было	2	2
143	так чтобы	4	2
144	и заставляет	1	2
145	еще не	7	2
146	и на	6	2
147	бы то	3	2
148	с его	7	2
149	во всех	3	2
150	друг на	2	2
151	силы и	1	2
152	оно является	1	2
153	некоторые из	1	2
154	и наконец	7	2
155	ни один	1	2
156	он в	4	2
157	не могла	1	2
158	не как	3	2
159	из него	1	2
160	его можно	1	2
161	заключает в	1	2
162	связан с	2	2
163	то ни	3	2
164	те же	2	2
165	к другу	3	2
166	них не	1	2
167	на все	1	2
168	с целью	1	2
169	в них	4	2
170	на друга	2	2
171	мы видели	2	2
172	признать что	1	2
173	которые в	1	2
174	не в	10	2
175	характер носят	1	2
176	иной раз	1	2
177	самого начала	8	2
178	этими двумя	2	2
179	для каждого	1	2
180	героев и	1	2
181	только не	1	2
182	в самой	1	2
183	же время	10	2
184	и после	1	2
185	так например	1	2
186	этом отношении	1	2
187	ему в	1	2
188	ли это	2	2
189	не могут	1	2
190	и другой	1	2
191	отличается от	1	2
192	той или	4	2
193	пор еще	1	2
194	время он	1	2
195	приводит к	2	2
196	особенно в	2	2
197	по сравнению	1	2
198	должны признать	1	2
199	для этого	2	2
200	мысль о	1	2
201	в виду	3	2
202	должно было	1	2
203	между тем	4	2
204	наконец в	4	2
205	быть и	2	2
206	по своей	2	2
207	один из	1	2
208	тот же	4	2
209	и действительно	1	2
210	очень много	1	2
211	между этими	1	2
212	от них	1	2
213	иной характер	2	2
214	со всеми	3	2
215	для всех	1	2
216	конечно не	2	2
217	уже в	3	2
218	эти черты	1	2
219	в начале	3	2
220	мы можем	2	2
221	или иной	4	2
222	и из	1	2
223	по своим	1	2
224	к которому	1	2
225	прежде всего	12	2
226	превращается в	1	2
227	может ли	1	2
228	перед которой	1	2
229	и все	15	2
230	среди них	1	2
231	тем с	1	2
232	если не	1	2
233	должна была	2	2
234	уже давно	1	2
235	и особенно	1	2
236	требует от	1	2
237	и мир	2	2
238	по своему	4	2
239	есть как	1	2
240	особенно к	1	2
241	благодаря этому	2	2
242	только для	1	2
243	же самое	1	2
244	в эту	4	2
245	только что	3	2
246	ни было	3	2
247	в свою	1	2
248	в процессе	1	2
249	сказать что	3	2
250	к его	1	2
251	ко всему	1	2
252	из этого	2	2
253	себя как	3	1
254	от этой	1	1
255	женщины и	1	1
256	чтобы не	2	1
257	в этот	2	1
258	начинается с	1	1
259	и через	1	1
260	а между	3	1
261	самом деле	10	1
262	он может	1	1
263	своей основной	1	1
264	это и	3	1
265	но тем	1	1
266	в первом	2	1
267	и до	1	1
268	органически и	1	1
269	все те	1	1
270	и требует	1	1
271	где я	1	1
272	и этот	2	1
273	несколько иной	1	1
274	этом направлении	1	1
275	мы уже	8	1
276	той же	2	1
277	а как	2	1
278	он знает	3	1
279	мы не	1	1
280	что уже	1	1
281	бы и	2	1
282	он как	4	1
283	не находил	1	1
284	в сущности	14	1
285	время как	2	1
286	совпадает с	2	1
287	его о	1	1
288	отвернувшись от	1	1
289	не совсем	1	1
290	кто же	2	1
291	в ней	2	1
292	а другие	1	1
293	на них	7	1
294	быть в	2	1
295	что его	2	1
296	в чем	4	1
297	сказать и	1	1
298	он умеет	3	1
299	друг к	3	1
300	видели что	1	1
301	в сторону	2	1
302	эта особенность	2	1
303	по отношению	6	1
304	уже как	2	1
305	вступают в	1	1
306	что так	1	1
307	отличие от	2	1
308	что они	6	1
309	себя в	2	1
310	материалом для	2	1
311	трудно сказать	1	1
312	в одной	3	1
313	но пока	1	1
314	как в	5	1
315	некоторое время	1	1
316	как к	5	1
317	более и	1	1
318	что касается	1	1
319	всей этой	1	1
320	могли бы	1	1
321	его к	3	1
322	себе не	1	1
323	и отчасти	2	1
324	не изменяя	1	1
325	то в	2	1
326	них как	1	1
327	к чему	1	1
328	тон но	1	1
329	та же	4	1
330	разве я	1	1
331	а во-вторых	1	1
332	бы с	2	1
333	то время	1	1
334	близости к	1	1
335	тоже не	1	1
336	вследствие этого	1	1
337	так сказать	2	1
338	роли в	1	1
339	на его	4	1
340	образ его	1	1
341	но именно	2	1
342	чтобы они	1	1
343	всех этих	2	1
344	он должен	1	1
345	к одному	3	1
346	что еще	1	1
347	и более	1	1
348	чтобы в	1	1
349	на этом	2	1
350	человека в	1	1
351	не следует	1	1
352	том же	1	1
353	больше никогда	1	1
354	бы быть	1	1
355	себя не	1	1
356	еще хуже	1	1
357	его в	4	1
358	входит в	1	1
359	это было	2	1
360	было в	2	1
361	себя что	1	1
362	есть не	1	1
363	мире как	1	1
364	это не	3	1
365	было бы	3	1
366	есть несколько	1	1
367	а просто	2	1
368	в жизни	2	1
369	ни в	2	1
370	нет в	3	1
371	друга что	1	1
372	она и	1	1
373	его все	1	1
374	в слове	6	1
375	как и	18	1
376	этим и	1	1
377	такою же	1	1
378	должно быть	3	1
379	она была	1	1
380	и того	2	1
381	одного и	1	1
382	перед собой	1	1
383	его образ	1	1
384	ибо не	1	1
385	его нельзя	2	1
386	и отвечают	1	1
387	в своей	4	1
388	что такое	1	1
389	таким же	1	1
390	в такой	4	1
391	в их	1	1
392	человеком и	1	1
393	знает и	5	1
394	все и	4	1
395	в отличие	2	1
396	он тоже	1	1
397	но эта	2	1
398	их в	2	1
399	однако в	2	1
400	радости и	1	1
401	по себе	4	1
402	даже в	5	1
403	заставляет его	1	1
404	народом в	1	1
405	вернемся к	1	1
406	сознании в	1	1
407	этих трех	1	1
408	всех их	1	1
409	эти новые	1	1
410	случае в	1	1
