N	2gram	Vinokur_Ku_2	Problema
1	и в	23	30
2	в своей	2	22
3	не только	20	18
4	то что	9	18
5	в этом	18	17
6	том что	11	17
7	и даже	2	14
8	таким образом	5	13
9	но и	7	13
10	потому что	25	13
11	также и	5	12
12	о том	1	12
13	в его	5	12
14	а именно	2	12
15	в том	19	12
16	и не	16	12
17	так что	1	11
18	в своем	2	11
19	у него	3	11
20	в этой	6	10
21	в виде	1	10
22	для нас	4	10
23	точки зрения	14	10
24	все же	7	9
25	но в	11	9
26	и вообще	2	9
27	только в	5	9
28	и все	2	9
29	сказать что	4	9
30	хотя и	4	8
31	с точки	8	8
32	никак не	3	8
33	в конце	4	8
34	вовсе не	9	8
35	но не	6	7
36	как и	2	7
37	не в	8	7
38	никогда не	2	7
39	связи с	3	7
40	у нас	12	7
41	здесь не	3	7
42	так и	4	7
43	что он	5	7
44	мы находим	1	7
45	может быть	15	7
46	в связи	4	7
47	подобного рода	5	7
48	в результате	4	7
49	вместе с	5	7
50	и на	6	6
51	и как	1	6
52	в нем	4	6
53	несмотря на	5	6
54	можно найти	1	6
55	и его	3	6
56	можно сказать	4	6
57	и что	8	6
58	что и	3	6
59	уже не	8	6
60	так как	15	6
61	с другой	8	6
62	прежде всего	8	6
63	как бы	4	6
64	и для	2	6
65	конце концов	3	6
66	а в	3	6
67	другой стороны	7	6
68	и то	5	5
69	в году	2	5
70	не просто	2	5
71	в которой	1	5
72	за это	1	5
73	тем не	6	5
74	в силу	7	5
75	и с	7	5
76	с тем	2	5
77	он и	2	5
78	нисколько не	3	5
79	но он	1	5
80	что этот	1	5
81	не менее	7	5
82	того как	2	5
83	и о	4	5
84	что у	2	5
85	и у	2	5
86	и их	1	5
87	мы можем	1	5
88	а не	10	5
89	не может	9	5
90	так же	4	5
91	как раз	3	5
92	будто бы	2	5
93	в самом	12	5
94	что в	10	5
95	того же	3	4
96	едва ли	1	4
97	и он	1	4
98	отнюдь не	4	4
99	и к	1	4
100	в себе	1	4
101	при этом	2	4
102	но все	4	4
103	об этом	5	4
104	было бы	15	4
105	ни в	4	4
106	не мог	1	4
107	не так	1	4
108	по крайней	6	4
109	в то	4	4
110	тогда когда	1	4
111	но даже	2	4
112	iv в	1	4
113	за что	1	4
114	все еще	1	4
115	некоторой степени	2	4
116	ясно что	5	4
117	нас в	1	4
118	крайней мере	6	4
119	или в	4	4
120	в качестве	8	4
121	до некоторой	2	4
122	даже и	2	4
123	в период	1	4
124	далеко не	1	4
125	еще и	2	4
126	если не	1	4
127	в частности	2	4
128	гораздо более	3	4
129	смысле слова	2	3
130	тем же	2	3
131	на первом	1	3
132	время как	1	3
133	в виду	3	3
134	в ней	3	3
135	еще не	5	3
136	иное как	1	3
137	в ее	1	3
138	только тогда	1	3
139	что они	2	3
140	что касается	2	3
141	от этого	2	3
142	с одной	2	3
143	он не	3	3
144	в другом	2	3
145	знает что	3	3
146	этом смысле	5	3
147	всю свою	1	3
148	не всегда	2	3
149	однако в	1	3
150	в отношении	2	3
151	что иное	1	3
152	но только	4	3
153	в самой	2	3
154	как будто	2	3
155	указывает на	1	3
156	то время	1	3
157	что от	1	3
158	в эпоху	1	3
159	внимание на	1	3
160	настоящее время	1	3
161	после того	2	3
162	а также	3	3
163	к нему	2	3
164	русской литературе	1	3
165	найти и	1	3
166	же в	3	3
167	того что	3	3
168	тот же	5	3
169	и тем	5	3
170	обратить внимание	2	3
171	в одном	1	3
172	в других	1	3
173	для того	9	3
174	именно в	3	3
175	одной стороны	1	3
176	и никогда	1	3
177	жизнь в	1	3
178	быть только	2	3
179	о котором	2	3
180	в настоящее	1	3
181	и другие	1	3
182	не что	1	3
183	точно так	3	3
184	самом деле	9	2
185	мере в	1	2
186	характерное для	2	2
187	и до	2	2
188	то же	6	2
189	по его	1	2
190	из всех	1	2
191	мы имеем	5	2
192	мы не	1	2
193	нечего делать	1	2
194	я не	5	2
195	это время	1	2
196	все эти	12	2
197	в чем	1	2
198	мы будем	2	2
199	не то	2	2
200	не все	3	2
201	по отношению	1	2
202	и никак	1	2
203	отношение к	1	2
204	на то	4	2
205	как в	3	2
206	что именно	1	2
207	кроме того	1	2
208	когда он	1	2
209	в нашей	4	2
210	борьбы с	1	2
211	а скорее	1	2
212	он все	1	2
213	прежде чем	1	2
214	или иных	1	2
215	по словам	2	2
216	то ни	1	2
217	которого не	1	2
218	это не	6	2
219	но уже	2	2
220	в них	4	2
221	о своем	1	2
222	бы на	2	2
223	и сейчас	2	2
224	и без	1	2
225	на месте	1	2
226	в котором	1	2
227	вторая часть	1	2
228	в поэме	1	2
229	борьбу с	1	2
230	и более	2	2
231	в атмосфере	2	2
232	в таких	3	2
233	дело в	1	2
234	того чтобы	11	2
235	и прочие	2	2
236	ничего не	4	2
237	тем что	3	2
238	за ними	2	2
239	в области	11	2
240	обстоятельство что	7	2
241	свое собственное	1	2
242	не могут	5	2
243	это конечно	2	2
244	ли не	2	2
245	к тому	4	2
246	и свое	2	2
247	своих цепей	1	2
248	как мы	3	2
249	без всякого	1	2
250	данном случае	2	2
251	можно было	9	2
252	здесь как	1	2
253	и которые	1	2
254	он был	1	2
255	по себе	10	2
256	бы то	1	2
257	и просто	1	2
258	в значительной	1	2
259	между тем	6	2
260	от них	1	2
261	и только	1	2
262	вслед за	1	2
263	в середине	1	2
264	находим и	1	2
265	что здесь	1	2
266	что только	1	2
267	в какой	1	2
268	по мнению	1	2
269	или же	2	2
270	именно на	1	2
271	есть в	3	2
272	конечно не	2	2
273	уже в	3	2
274	свидетельствует о	1	2
275	всяком случае	5	2
276	доказать что	2	2
277	до сих	1	2
278	вообще и	2	2
279	представляет собою	1	2
280	что не	6	2
281	то и	3	2
282	мы и	1	2
283	с помощью	7	2
284	в европе	1	2
285	он говорит	1	2
286	в данном	4	2
287	наряду с	1	2
288	да и	6	2
289	такого рода	1	2
290	по существу	5	2
291	в это	1	2
292	с этой	2	2
293	сих пор	1	2
294	только для	2	2
295	но для	3	2
296	один из	5	2
297	тех или	1	2
298	ли в	1	2
