N	3gram	Vinokur_Ku_3	FransuaR
1	то же время	1	9
2	в то же	1	9
3	для того чтобы	11	6
4	в том что	8	6
5	в связи с	4	5
6	так же как	1	4
7	на самом деле	3	4
8	в том числе	2	4
9	как мы видели	2	4
10	потому что он	1	3
11	до сих пор	8	3
12	и прежде всего	1	3
13	в другом месте	1	2
14	то же самое	1	2
15	точки зрения на	2	2
16	в чем же	1	2
17	сих пор еще	3	2
18	в одной из	1	2
19	с точки зрения	16	2
20	в отличие от	2	2
21	мы находим в	1	2
22	можно было бы	10	2
23	в известной мере	1	2
24	в данном случае	4	2
25	в то время	1	2
26	можно говорить о	3	2
27	и не могут	1	2
28	так как они	1	2
29	но вернемся к	1	2
30	не может быть	3	2
31	между словом и	1	2
32	к тому же	2	2
33	не только для	1	2
34	также и в	1	2
35	и того же	2	1
36	хотя и не	1	1
37	в той или	2	1
38	чем же объясняется	1	1
39	потому что в	2	1
40	ровно ничего не	1	1
41	и той же	1	1
42	далеко не все	1	1
43	по отношению к	2	1
44	в самом деле	11	1
45	так в особенности	1	1
46	в искаженном виде	1	1
47	как раз и	2	1
48	свое значение и	1	1
49	тем что она	2	1
50	и в то	1	1
51	коем случае нельзя	1	1
52	ни в коем	1	1
53	что он не	1	1
54	в строгом смысле	1	1
55	по своему содержанию	1	1
56	все те же	1	1
57	это вовсе не	1	1
58	но вряд ли	1	1
59	ко второму из	1	1
60	вместе с тем	1	1
61	только для того	1	1
62	не будет уже	1	1
63	может быть и	1	1
64	в коем случае	1	1
65	какое же значение	1	1
66	в одном случае	1	1
67	для этой цели	1	1
68	или иной форме	1	1
69	независимо от их	1	1
70	с вопросом о	2	1
71	одной и той	1	1
72	мы не можем	1	1
73	от того что	2	1
74	так и в	3	1
75	в свою очередь	1	1
76	о том что	3	1
77	связи с вопросом	1	1
78	находит себе место	1	1
79	в конечном счете	1	1
80	и в самом	4	1
81	чем у нас	1	1
82	той или иной	5	1
83	в главе о	1	1
84	одного и того	2	1
85	друг от друга	1	1
86	то время когда	1	1
87	после того как	4	1
88	по этому поводу	1	1
89	концы с концами	1	1
90	тем не менее	9	1
91	а именно в	1	1
92	так как он	2	1
93	что и в	2	1
94	только тогда когда	4	1
95	именно потому что	1	1
96	является не только	1	1
