N	2gram	Propp_Isto_4	RusskieA
1	и в	26	29
2	т е	18	24
3	том что	3	22
4	в том	3	22
5	что в	14	22
6	как бы	3	18
7	в других	2	15
8	и другие	3	14
9	так как	9	13
10	может быть	14	13
11	во время	7	12
12	в этом	7	11
13	как и	7	11
14	одна из	2	11
15	в этот	4	10
16	не только	15	10
17	и с	5	10
18	е в	3	10
19	в лесу	12	10
20	все это	2	10
21	в воду	1	9
22	а на	4	9
23	о том	4	9
24	в некоторых	5	9
25	а в	8	9
26	его в	9	8
27	показывает что	10	8
28	или на	2	8
29	но и	12	8
30	в дом	1	8
31	из леса	2	7
32	как в	7	7
33	данном случае	3	7
34	мы видели	6	7
35	представляют собой	4	7
36	или в	3	7
37	мы имеем	7	6
38	мы не	1	6
39	еще не	6	6
40	и на	2	6
41	при этом	3	6
42	таким образом	10	6
43	на нее	1	6
44	к реке	1	6
45	в обряде	2	6
46	для нас	3	6
47	с тем	2	6
48	вместе с	6	6
49	в данном	3	6
50	этом случае	3	6
51	же в	3	6
52	и т	27	5
53	из воды	1	5
54	но не	5	5
55	но в	5	5
56	на земле	3	5
57	это не	5	5
58	т д	24	5
59	не может	6	5
60	представление о	1	5
61	потому что	6	5
62	для этого	1	5
63	и что	5	5
64	будто бы	1	5
65	или же	3	5
66	земли и	2	5
67	к жизни	1	5
68	то что	16	5
69	к этому	5	5
70	в русских	2	4
71	же как	13	4
72	то же	8	4
73	вопрос о	4	4
74	на них	1	4
75	песни и	1	4
76	видели что	3	4
77	не все	1	4
78	эту куклу	1	4
79	что по	1	4
80	в фольклоре	2	4
81	уже не	5	4
82	на поле	3	4
83	их в	7	4
84	поле и	2	4
85	а затем	3	4
86	в них	1	4
87	в избе	1	4
88	в которых	4	4
89	не в	5	4
90	тогда когда	1	4
91	у нас	2	4
92	мы рассмотрим	7	4
93	а также	3	4
94	в земле	1	4
95	к нему	6	4
96	так что	2	4
97	то и	1	4
98	в виде	2	4
99	из них	2	4
100	именно в	1	4
101	а не	6	4
102	о чем	3	4
103	так же	18	4
104	как это	3	4
105	этих случаях	8	4
106	предположить что	6	4
107	по существу	3	4
108	и все	2	4
109	или вообще	1	4
110	только тогда	3	3
111	можно предположить	3	3
112	это показывает	1	3
113	что это	2	3
114	все эти	3	3
115	в этой	2	3
116	в лес	3	3
117	что она	3	3
118	главным образом	2	3
119	чтобы на	1	3
120	подобно тому	1	3
121	и по	5	3
122	на этом	2	3
123	в человеческую	1	3
124	и других	3	3
125	живет в	2	3
126	этой силы	1	3
127	должен был	3	3
128	д к	6	3
129	не всегда	6	3
130	в этих	7	3
131	в котором	1	3
132	выше мы	2	3
133	не будем	1	3
134	но он	4	3
135	она не	3	3
136	будут рассмотрены	1	3
137	в таких	2	3
138	не имеет	3	3
139	к зеленин	5	3
140	и другой	1	3
141	как мы	5	3
142	нас к	7	3
143	во всех	1	3
144	в свете	3	3
145	а именно	3	3
146	того что	2	3
147	что здесь	7	3
148	в качестве	7	3
149	связь с	12	3
150	руки и	1	3
151	друг друга	1	3
152	леса и	2	3
153	в избу	1	3
154	тем что	5	3
155	тому как	1	3
156	и там	2	3
157	на новый	1	3
158	не объясняет	1	3
159	было бы	2	3
160	но если	1	3
161	они представляют	1	2
162	вряд ли	1	2
163	одним из	1	2
164	мы здесь	2	2
165	и то	6	2
166	переход от	1	2
167	это и	5	2
168	верхом на	3	2
169	и всем	1	2
170	поле в	1	2
171	так чтобы	1	2
172	но она	1	2
173	что иное	3	2
174	на себя	4	2
175	не совсем	1	2
176	он показывает	2	2
177	между собой	1	2
178	иное как	3	2
179	не говорится	1	2
180	здесь имеем	1	2
181	а он	1	2
182	очевидно что	1	2
183	тогда как	4	2
184	иногда и	2	2
185	а через	1	2
186	нам право	2	2
187	эта связь	5	2
188	мертвых и	1	2
189	с этим	2	2
190	все же	9	2
191	уже указывалось	1	2
192	а и	1	2
193	и как	5	2
194	не было	1	2
195	не можем	1	2
196	та же	1	2
197	представляет собой	2	2
198	из этих	3	2
199	право на	2	2
200	представления об	1	2
201	ряд других	1	2
202	не к	2	2
203	том чтобы	1	2
204	но вместе	1	2
205	как крестьянин	1	2
206	людей и	1	2
207	в образе	3	2
208	здесь мы	2	2
209	связанные с	3	2
210	об этом	7	2
211	полагает что	1	2
212	в гроб	1	2
213	смерть и	1	2
214	по рукам	1	2
215	сообщает и	1	2
216	так в	4	2
217	в своей	4	2
218	на берег	1	2
219	должны были	1	2
220	при рассмотрении	1	2
221	силу и	1	2
222	тем не	2	2
223	с развитием	1	2
224	не менее	2	2
225	в пищу	1	2
226	в то	1	2
227	дело не	2	2
228	того как	4	2
229	никогда не	2	2
230	этого обряда	1	2
231	к ней	1	2
232	во всем	3	2
233	связи с	3	2
234	более позднее	4	2
235	что на	2	2
236	в момент	1	2
237	когда мы	1	2
238	путем трения	3	2
239	что при	1	2
240	говорит о	2	2
241	в виду	1	2
242	на другой	1	2
243	то время	1	2
244	леса в	2	2
245	дерева и	1	2
246	жизнь и	1	2
247	чтобы вызвать	3	2
248	а к	1	2
249	при земледелии	1	2
250	в глаза	1	2
251	после того	2	2
252	с другой	4	2
253	связь между	2	2
254	состояла в	1	2
255	у них	1	2
256	что и	9	2
257	в форме	2	2
258	представления о	3	2
259	в него	1	2
260	он есть	1	2
261	один из	1	2
262	этот вопрос	2	2
263	по возвращении	1	2
264	по очереди	1	2
265	где-нибудь на	1	2
266	есть в	2	2
267	рассматриваться как	1	2
268	или просто	2	2
269	на эту	1	2
270	одно из	1	2
271	представлений о	2	2
272	связано с	1	2
273	заметить что	1	2
274	в руки	3	2
275	смерти и	1	2
276	здесь в	1	2
277	а с	1	2
278	прежде всего	1	2
279	и пр	11	2
280	ниже в	2	2
281	там где	3	2
282	через него	3	2
283	в европе	1	2
284	из которых	5	2
285	могут быть	6	2
286	на руках	1	2
287	быть только	1	2
288	на некотором	1	2
289	с этой	2	2
290	человека который	1	2
291	видно что	1	2
292	ногами и	1	2
293	у некоторых	1	2
294	такая форма	1	2
295	травами и	1	2
296	только как	1	2
297	и при	3	2
298	не что	3	2
299	приводит нас	4	2
300	в сибири	1	2
301	в своих	1	2
302	это в	1	2
303	без этих	1	1
304	вопрос мы	1	1
305	отношение к	2	1
306	е как	1	1
307	говорилось выше	1	1
308	показать что	1	1
309	к этой	3	1
310	и есть	2	1
311	этой фигуры	1	1
312	дойдя до	1	1
313	смерть в	1	1
314	что эти	1	1
315	очень много	1	1
316	сливается с	2	1
317	мы уже	5	1
318	например в	3	1
319	тридевять земель	1	1
320	песен и	1	1
321	от мышей	1	1
322	отсюда видно	1	1
323	собираются на	1	1
324	что если	1	1
325	и наш	1	1
326	не была	1	1
327	в египетской	1	1
328	представлением о	2	1
329	совпадает с	1	1
330	в царство	2	1
331	представляло собой	1	1
332	их с	1	1
333	изображение его	1	1
334	проследили в	1	1
335	мы и	1	1
336	то это	5	1
337	так называемые	1	1
338	в ней	1	1
339	это наблюдение	1	1
340	на нем	5	1
341	в религии	3	1
342	в различных	1	1
343	их так	1	1
344	рассмотрение их	1	1
345	лошади в	3	1
346	рассмотрение этого	1	1
347	с умершим	1	1
348	землю и	1	1
349	огня в	1	1
350	если в	1	1
351	одной лошади	1	1
352	иные формы	1	1
353	что они	6	1
354	обряды и	1	1
355	относится к	3	1
356	имеют целью	1	1
357	независимо от	1	1
358	что именно	1	1
359	что куклу	1	1
360	в своем	2	1
361	различных народов	1	1
362	в различные	1	1
363	перед нами	3	1
364	тех случаях	2	1
365	хотя и	2	1
366	когда он	6	1
367	в дому	1	1
368	вот тебе	1	1
369	и наконец	1	1
370	магическая сила	2	1
371	увидим что	2	1
372	ясно и	1	1
373	есть ли	1	1
374	можно в	1	1
375	животных и	1	1
376	еще на	1	1
377	этот случай	9	1
378	уже в	2	1
379	он в	4	1
380	избу к	1	1
381	все по	1	1
382	что так	1	1
383	предметы могут	1	1
384	ее как	1	1
385	в мышлении	2	1
386	как он	6	1
387	на то	3	1
388	но на	1	1
389	не могла	1	1
390	чтобы установить	1	1
391	и если	3	1
392	вообще не	1	1
393	не следует	1	1
394	в нем	2	1
395	вера в	1	1
396	человеческом облике	1	1
397	мы кратко	1	1
398	за тридевять	1	1
399	образом на	1	1
400	всех этих	1	1
401	он должен	3	1
402	есть та	1	1
403	воду в	1	1
404	или другое	1	1
405	не представляет	1	1
406	только в	3	1
407	в нее	1	1
408	земле на	1	1
409	эта же	1	1
410	мы устанавливаем	1	1
411	но все	5	1
412	по его	2	1
413	в одну	2	1
414	а когда	2	1
415	в другом	5	1
416	связанных с	2	1
417	от воды	1	1
418	на все	1	1
419	а как	2	1
420	знает что	1	1
421	египетской религии	1	1
422	дома и	1	1
423	уже знаем	1	1
424	известно что	2	1
425	существа это	1	1
426	в огонь	3	1
427	чаще всего	1	1
428	еще одно	1	1
429	д с	1	1
430	по всему	1	1
431	он из	1	1
432	для чего	1	1
433	домой и	3	1
434	в развитии	1	1
435	здесь все	1	1
436	такой же	1	1
437	можно найти	2	1
438	в связь	3	1
439	что между	1	1
440	при изучении	2	1
441	или точнее	1	1
442	таким же	6	1
443	этой связи	1	1
444	зеленин в	1	1
445	это объясняет	2	1
446	уже к	1	1
447	это только	1	1
448	наиболее полное	1	1
449	на свою	1	1
450	не от	1	1
451	как символ	1	1
452	своего рода	1	1
453	в сказке	47	1
454	богиня лесов	1	1
455	древняя связь	1	1
456	как одна	1	1
457	есть некоторые	1	1
458	мир и	1	1
459	неи в	4	1
460	человеком и	2	1
461	но эта	4	1
462	такую же	2	1
463	свет на	1	1
464	указать еще	1	1
465	вторичное образование	1	1
466	образом из	1	1
467	дом и	1	1
468	однако в	2	1
469	что этот	4	1
470	таких случаев	2	1
471	к хозяину	1	1
472	iii и	1	1
473	в полях	1	1
474	поздний элемент	1	1
475	случае мы	2	1
476	и очень	1	1
477	исторической перспективе	1	1
478	что есть	2	1
479	некоторых случаях	4	1
480	дрова в	1	1
481	эти дни	1	1
482	что эта	3	1
483	мертвых нельзя	1	1
484	в русской	3	1
485	или другие	2	1
486	ее с	1	1
487	как таковых	1	1
488	изо рта	1	1
489	на него	3	1
490	в основе	1	1
491	каждый день	1	1
492	что представление	1	1
493	существо не	1	1
494	умершего в	2	1
495	не всякий	1	1
496	ничего не	5	1
497	именно с	1	1
498	в какой-нибудь	1	1
499	по своей	2	1
500	образа и	1	1
501	представление об	3	1
502	и его	10	1
503	же он	4	1
504	так например	2	1
505	особое значение	1	1
506	до того	1	1
507	как будто	1	1
508	и несколько	1	1
509	и здесь	5	1
510	других случаях	1	1
511	во все	2	1
512	на того	1	1
513	в сказках	1	1
514	с полной	1	1
515	наблюдать что	1	1
516	и за	2	1
517	для его	1	1
518	молитвой о	1	1
519	являются причиной	1	1
520	лучше будет	1	1
521	ничего общего	1	1
522	здесь еще	1	1
523	и это	1	1
524	и луга	1	1
525	сказке как	1	1
526	совпадают с	1	1
527	после рассмотрения	1	1
528	указывали на	1	1
529	здесь не	4	1
530	говорит и	1	1
