N	3gram	Tiupa_Anal_1	Problemy
1	то же время	6	12
2	в то же	8	12
3	и т п	3	6
4	не может быть	16	6
5	с самим собой	1	6
6	по отношению к	5	5
7	во всяком случае	1	5
8	в этом смысле	1	4
9	с точки зрения	4	4
10	бы то ни	3	4
11	то ни было	3	4
12	в самом деле	2	3
13	по крайней мере	1	3
14	и не в	4	3
15	но в то	2	3
16	и в самом	1	3
17	с другой стороны	2	3
18	смысле этого слова	1	2
19	чего бы то	1	2
20	в той или	3	2
21	и к тому	2	2
22	а вовсе не	1	2
23	подобно тому как	3	2
24	как раз и	1	2
25	и не может	4	2
26	вместе с тем	1	2
27	в отличие от	6	2
28	все без исключения	1	2
29	в такой же	1	2
30	а не в	3	2
31	о том что	3	2
32	никогда не бывает	1	2
33	выходит за пределы	1	2
34	той или иной	6	2
35	о мире и	1	2
36	друг с другом	1	2
37	к тому же	4	2
38	внутреннего и внешнего	2	2
39	этого слова в	1	2
40	так и не	1	1
41	как и его	1	1
42	или хотя бы	1	1
43	с первой фразы	1	1
44	какой бы то	2	1
45	прежде всего в	1	1
46	бы ни был	1	1
47	как и во	1	1
48	большей или меньшей	4	1
49	в том и	2	1
50	в том же	1	1
51	что же касается	1	1
52	же время он	1	1
53	не было и	1	1
54	до сих пор	1	1
55	на самом же	1	1
56	в этом отношении	2	1
57	самим по себе	1	1
58	того и другого	2	1
59	о нем но	1	1
60	самим собой и	1	1
61	во всей своей	1	1
62	как если бы	1	1
63	к тому что	1	1
64	в большей или	1	1
65	отвечает на вопрос	1	1
66	в данном случае	2	1
67	отношения человека к	2	1
68	не столько в	1	1
69	как будто бы	1	1
70	или иной форме	1	1
71	и как бы	1	1
72	и то же	1	1
73	с ним и	1	1
74	или меньшей степени	1	1
75	я и другого	2	1
76	одно и то	1	1
77	но и не	4	1
78	и тот же	1	1
79	он в то	1	1
80	в себе все	1	1
81	один и тот	1	1
82	как бы не	1	1
83	сохраняется и на	1	1
84	а вместе с	1	1
85	и вместе с	1	1
86	как и в	1	1
87	будто бы не	1	1
88	в свою очередь	1	1
89	и того же	2	1
90	и остается в	1	1
91	самом же деле	1	1
92	или во всяком	1	1
93	одного и того	2	1
94	а в то	2	1
95	для того чтобы	3	1
96	в том что	9	1
97	но не может	1	1
98	всей своей полноте	1	1
99	и как будто	1	1
100	который не может	1	1
101	в глубине души	1	1
