N	3gram	Tiupa_Hudo_1	slovoVRo
1	и т п	8	23
2	то же время	8	12
3	в то же	8	12
4	в узком смысле	1	10
5	с точки зрения	3	8
6	не может не	1	5
7	и в то	1	5
8	во всяком случае	1	5
9	и т д	3	5
10	с одной стороны	1	4
11	но в то	3	4
12	в данном случае	1	3
13	более или менее	1	3
14	так и в	1	3
15	а между тем	1	2
16	в том и	1	2
17	и там где	1	2
18	до сих пор	2	2
19	до известной степени	1	2
20	не укладывается в	1	2
21	может быть только	1	2
22	в первом случае	1	2
23	не только в	2	2
24	о нем и	1	2
25	и в этом	1	2
26	того или иного	2	2
27	в свою очередь	1	2
28	или иного конкретного	1	2
29	не только на	1	2
30	к тому что	4	2
31	можно было бы	4	2
32	друг с другом	1	2
33	сам он в	1	1
34	в стороне от	1	1
35	все дело в	1	1
36	прежде всего в	1	1
37	отношения автора к	1	1
38	в отличие от	1	1
39	с ним в	1	1
40	на самом же	1	1
41	в этом отношении	3	1
42	себе самому и	1	1
43	с этой точки	1	1
44	даже в самых	1	1
45	но у него	1	1
46	в значительной степени	2	1
47	различия между романом	1	1
48	с его установкой	1	1
49	в первый раз	1	1
50	мы не знаем	1	1
51	этим не исчерпывается	1	1
52	а также и	1	1
53	к одному из	1	1
54	так или иначе	2	1
55	несет на себе	2	1
56	создают вокруг себя	1	1
57	в настоящем и	1	1
58	не может быть	2	1
59	слова никогда не	1	1
60	т п не	1	1
61	в свое время	1	1
62	тем не менее	3	1
63	о том что	9	1
64	непосредственно в пределах	1	1
65	узком смысле слова	1	1
66	этой точки зрения	1	1
67	с самого начала	1	1
68	никогда не бывает	1	1
69	не только не	1	1
70	но в этом	1	1
71	между романом и	1	1
72	самом же деле	1	1
73	в том что	6	1
74	друг друга и	1	1
75	как и в	3	1
76	ничего не нужно	1	1
