N	3gram	Bakhtin_Pr_2	RusskieA
1	в том что	4	18
2	в этом случае	1	6
3	в данном случае	1	6
4	для того чтобы	1	6
5	и в других	1	4
6	так же как	3	4
7	о том что	3	4
8	в отличие от	1	3
9	не может быть	6	3
10	подобно тому как	2	3
11	тем не менее	1	2
12	же как и	2	2
13	в своей книге	1	2
14	тому как в	1	2
15	может быть только	2	2
16	в то время	1	2
17	быть только человек	1	2
18	ничего общего не	1	1
19	в другом месте	1	1
20	для него не	1	1
21	с таким же	1	1
22	более или менее	1	1
23	с одним из	1	1
24	но далеко не	1	1
25	а может быть	2	1
26	в этом отношении	2	1
27	таким образом в	2	1
28	можно было бы	1	1
29	и что с	1	1
30	ни с одним	1	1
31	смысле этого слова	2	1
32	на некоторое время	1	1
33	всякую связь с	1	1
34	своей книге о	1	1
35	не входит в	2	1
36	и в этом	6	1
37	остановиться несколько подробнее	2	1
38	то время как	1	1
39	дело в том	1	1
40	с другой стороны	1	1
41	и в том	2	1
42	далеко не все	1	1
43	не все еще	1	1
44	и затем в	1	1
45	во всем этом	1	1
46	достаточно чтобы сделать	1	1
47	не имеет с	1	1
48	один из них	1	1
49	или же в	1	1
50	можно сказать что	2	1
51	на то что	2	1
52	тем более что	1	1
53	и когда ее	1	1
54	но не только	1	1
55	на них нужно	1	1
56	но и эта	1	1
57	как мы видели	3	1
58	общего не имеет	1	1
