1	не может быть	7	13
2	до сих пор	5	8
3	то ни было	2	8
4	бы то ни	2	8
5	в связи с	3	7
6	в отличие от	2	5
7	с другой стороны	5	5
8	с самого начала	2	4
9	в том что	4	3
10	один и тот	2	3
11	и тот же	2	3
12	мы не будем	3	3
13	в этом случае	1	3
14	в этом отношении	1	3
15	то же самое	3	3
16	в большинстве случаев	4	3
17	на этот вопрос	2	3
18	но все же	3	3
19	этот вопрос мы	2	3
20	в первом случае	1	3
21	для того чтобы	1	3
22	и этот момент	1	2
23	сводится к тому	1	2
24	в этом смысле	1	2
25	не могут быть	1	2
26	тем не менее	6	2
27	же как и	1	2
28	но в то	1	2
29	можно было бы	3	2
30	на самом же	1	2
31	самом же деле	1	2
32	по отношению к	3	2
33	мы не найдем	1	2
34	до тех пор	1	2
35	что во всех	1	2
36	так же как	2	2
37	тесно связана с	1	2
38	вопрос о том	2	2
39	смысле этого слова	1	2
40	в какой степени	1	2
41	друг с другом	3	1
42	но и в	2	1
43	к тому что	1	1
44	не только в	1	1
45	так же обстоит	2	1
46	таким образом и	1	1
47	и потому в	1	1
48	как он их	1	1
49	само по себе	2	1
50	а просто как	1	1
51	в этой главе	1	1
52	в ее основе	1	1
53	и между ними	1	1
54	оно может быть	2	1
55	какой бы то	1	1
56	же обстоит дело	2	1
57	а не только	1	1
58	так и с	1	1
59	является не чем	1	1
60	и в нем	1	1
61	большей или меньшей	2	1
62	сами по себе	1	1
63	между собой и	1	1
64	но кроме того	1	1
65	ничего не доказывает	1	1
66	как мы увидим	2	1
67	в значительной степени	1	1
68	ни к каким	1	1
69	сказать что и	1	1
70	связаны друг с	2	1
71	чем иным как	1	1
72	до наших дней	1	1
73	идет именно о	1	1
74	все же и	1	1
75	в большей или	1	1
76	связаны между собой	1	1
77	прежде всего в	1	1
78	более или менее	5	1
79	равно как и	1	1
80	и должно быть	2	1
81	в любой момент	1	1
82	как это делает	1	1
83	сих пор мы	2	1
84	это не значит	1	1
85	в результате мы	1	1
86	в совершенно иной	1	1
87	для него как	1	1
88	не зависит от	1	1
89	находится под его	1	1
90	в частности например	1	1
91	одной стороны оно	1	1
92	не в целях	1	1
93	в этом направлении	1	1
94	подобно тому как	1	1
95	не будем здесь	1	1
96	во всех случаях	2	1
97	таким образом в	1	1
98	с одной стороны	4	1
99	того как он	1	1
100	не чем иным	1	1
101	может быть только	1	1
102	мы должны спросить	1	1
103	могли бы быть	2	1
104	ни к какой	1	1
105	все же не	2	1
106	до известной степени	1	1
