N	2gram	Losev_Dial_3	FransuaR
1	и в	24	29
2	то есть	1	21
3	таким образом	13	20
4	и не	27	16
5	и все	6	13
6	но в	2	12
7	как и	7	12
8	на части	1	12
9	и на	3	11
10	в этом	8	11
11	так и	5	11
12	то же	6	10
13	мы уже	3	10
14	не только	23	10
15	во время	1	10
16	в то	5	10
17	как мы	2	10
18	все эти	3	9
19	и с	6	9
20	его в	1	9
21	вовсе не	13	9
22	но и	9	9
23	же время	3	8
24	и его	5	8
25	в его	2	8
26	прежде всего	8	8
27	как бы	3	8
28	в них	5	7
29	в том	5	7
30	так как	6	7
31	еще и	2	7
32	так же	4	7
33	в сущности	10	6
34	но он	1	6
35	здесь в	1	6
36	из них	3	6
37	это и	7	5
38	что это	12	5
39	в нем	3	5
40	весь мир	1	5
41	он и	3	5
42	и о	3	5
43	это не	4	5
44	у него	2	5
45	далеко не	1	5
46	сказать что	4	5
47	и по	2	5
48	также и	2	4
49	на самом	1	4
50	и есть	16	4
51	в которой	1	4
52	еще не	2	4
53	с его	2	4
54	точки зрения	25	4
55	но они	2	4
56	тела и	1	4
57	в результате	1	4
58	жизнь и	4	4
59	что он	13	4
60	конечно не	4	4
61	руки и	2	4
62	тем что	3	4
63	с другой	4	4
64	по своему	1	4
65	но это	5	4
66	все это	6	4
67	перед нами	3	4
68	мира и	3	4
69	то что	14	4
70	есть и	12	4
71	жизни и	5	4
72	по преимуществу	1	3
73	и за	1	3
74	той же	3	3
75	животных и	1	3
76	и здесь	2	3
77	в ней	2	3
78	в чем	4	3
79	но как	2	3
80	и свои	1	3
81	как к	1	3
82	в своем	3	3
83	и как	8	3
84	более или	1	3
85	то в	2	3
86	в себе	2	3
87	церкви и	1	3
88	при этом	2	3
89	он не	5	3
90	всех этих	1	3
91	и вот	2	3
92	и сам	1	3
93	для того	3	3
94	подобно тому	4	3
95	такой же	1	3
96	том что	8	3
97	или менее	1	3
98	не видят	1	3
99	и ноги	2	3
100	вот это	3	3
101	по своей	1	3
102	конечно и	1	3
103	с ее	1	3
104	здесь не	1	3
105	в ее	1	3
106	что у	2	3
107	имеется в	3	3
108	к нему	3	3
109	все время	3	3
110	того что	12	3
111	и так	1	3
112	в качестве	1	3
113	же и	2	3
114	и они	2	3
115	ведь это	2	3
116	мы можем	1	3
117	средних веков	1	3
118	и даже	13	3
119	превращается в	6	3
120	тому как	4	3
121	все же	3	3
122	ну и	1	3
123	тот же	1	3
