N	3gram	Bakhtin_Fr_7	RusskieA
1	в том что	3	18
2	в данном случае	1	6
3	о том что	1	4
4	что иное как	1	2
5	на самом же	1	2
6	не что иное	1	2
7	самом же деле	1	2
8	после того как	4	2
9	по этому поводу	1	2
10	на другой день	1	2
11	потому что он	1	1
12	нужно заметить что	1	1
13	а на другой	1	1
14	и по своим	1	1
15	с таким же	1	1
16	чем в других	1	1
17	более или менее	2	1
18	так что в	1	1
19	в том же	1	1
20	о том как	2	1
21	не совсем точно	1	1
22	те и другие	2	1
23	к новому от	1	1
24	но все это	2	1
25	но и в	1	1
26	в этом отношении	2	1
27	таким образом в	1	1
28	то что в	2	1
29	по аналогии с	1	1
30	и через них	1	1
31	можно было бы	2	1
32	все же в	1	1
33	в это время	1	1
34	в применении к	1	1
35	одно мгновение и	1	1
36	во всяком случае	1	1
37	к этому образу	1	1
38	и в этом	1	1
39	дело в том	2	1
40	том что они	1	1
41	одним из самых	1	1
42	и в том	1	1
43	все то что	3	1
44	и это не	1	1
45	это не совсем	1	1
46	в свою очередь	3	1
47	и все это	1	1
48	они как бы	1	1
49	тем более что	1	1
50	в этой же	1	1
51	как мы уже	1	1
52	до некоторой степени	1	1
53	мы уже знаем	1	1
54	это не было	1	1
55	как и в	2	1
56	особое значение и	1	1
57	это и есть	1	1
58	правильнее было бы	1	1
59	как мы видели	4	1
