N	2gram	Bakhtin_Fr_5	Analitik
1	не только	14	22
2	и в	45	18
3	как и	10	14
4	так и	6	14
5	в этом	14	14
6	и его	13	13
7	но и	10	13
8	том что	7	12
9	в качестве	2	12
10	и не	15	12
11	в частности	1	12
12	при этом	2	11
13	то есть	25	10
14	а в	4	10
15	как бы	12	10
16	что в	12	9
17	может быть	2	9
18	а не	4	9
19	в том	10	9
20	с его	7	8
21	своего рода	4	8
22	не случайно	1	8
23	и даже	4	8
24	в первой	4	8
25	по отношению	1	7
26	притча о	1	7
27	как раз	5	7
28	в его	13	7
29	во второй	2	7
30	но не	4	7
31	отношению к	1	7
32	еще не	1	6
33	в этой	6	6
34	он не	6	6
35	в их	4	6
36	не в	7	6
37	к тому	2	6
38	для него	3	6
39	о том	4	6
40	в начале	2	6
41	того же	3	5
42	той же	4	5
43	в самом	4	5
44	лишь в	2	5
45	в мире	1	5
46	или иной	1	5
47	в сущности	4	5
48	что и	7	5
49	между тем	2	5
50	в конце	7	5
51	никогда не	1	5
52	и т.п	16	5
53	в свою	1	5
54	прежде всего	10	5
55	принадлежит к	1	4
56	и на	5	4
57	столь же	1	4
58	что он	6	4
59	в своем	11	4
60	и как	5	4
61	что по	1	4
62	и к	5	4
63	таким образом	8	4
64	приводит к	1	4
65	в одном	3	4
66	не менее	3	4
67	свою очередь	1	4
68	в пределах	2	4
69	шекспира и	2	4
70	и сам	1	4
71	можно сказать	2	4
72	себя в	1	4
73	далеко не	1	4
74	о чем	3	4
75	в данном	2	4
76	все же	2	4
77	перед нами	4	4
78	с новыми	1	3
79	здесь и	5	3
80	по его	1	3
81	его не	4	3
82	мы не	4	3
83	говорить о	2	3
84	в целом	2	3
85	здесь не	6	3
86	но как	1	3
87	если в	2	3
88	что они	1	3
89	в рамках	1	3
90	как в	3	3
91	с этим	4	3
92	из этих	3	3
93	роль в	2	3
94	тому же	4	3
95	в году	3	3
96	то же	11	3
97	в каждом	2	3
98	не будет	1	3
99	его в	5	3
100	ко второму	1	3
101	и того	1	3
102	одного и	1	3
103	точки зрения	4	3
104	и без	2	3
105	не столько	2	3
106	все это	7	3
107	как смерть	1	3
108	до известной	4	3
109	в то	11	3
110	ничего не	4	3
111	же время	9	3
112	той или	1	3
113	указывает на	1	3
114	с ее	5	3
115	говорит и	2	3
116	данном случае	2	3
117	не должно	1	3
118	в произведении	1	3
119	так в	2	3
120	жизнь и	2	3
121	именно в	3	3
122	было бы	2	3
123	на языке	1	3
124	этом отношении	5	3
125	в особенности	2	3
126	еще и	3	3
127	что не	1	3
128	не было	3	3
129	он и	3	3
130	его как	4	3
131	как это	4	3
132	к жизни	1	3
133	известной степени	4	3
134	миропорядка и	1	3
135	по поводу	4	3
136	к этому	2	3
137	например в	5	2
138	самом деле	5	2
139	есть не	1	2
140	целого в	1	2
141	и он	3	2
142	в ней	8	2
143	не от	1	2
144	во всех	13	2
145	со всеми	5	2
146	свою жизнь	1	2
147	конечном счете	1	2
148	в общем	4	2
149	отличие от	2	2
150	это и	5	2
151	более чем	1	2
152	и той	1	2
153	когда он	2	2
154	но в	14	2
155	бы и	1	2
156	все эти	5	2
157	в себе	1	2
158	так сказать	1	2
159	на его	1	2
160	что она	3	2
161	в нем	10	2
162	о которой	1	2
163	не как	1	2
164	и вот	3	2
165	о его	1	2
166	одной и	1	2
167	и по	1	2
168	значительной степени	1	2
169	это не	3	2
170	в жизни	1	2
171	в них	6	2
172	о которых	1	2
173	с тем	2	2
174	автору и	1	2
175	несмотря на	2	2
176	не мог	4	2
177	к первому	1	2
178	с точки	2	2
179	в отличие	2	2
180	от его	3	2
181	из евангелия	1	2
182	этих моментов	1	2
183	тем не	1	2
184	но они	3	2
185	даже в	2	2
186	вплоть до	2	2
187	все три	1	2
188	дело в	3	2
189	одна из	1	2
190	углом зрения	1	2
191	подход к	1	2
192	в себя	5	2
193	в дальнейшем	1	2
194	те же	1	2
195	поэтому в	1	2
196	об этом	4	2
197	лицо его	1	2
198	и здесь	4	2
199	и т.д	2	2
200	в новую	1	2
201	в значительной	2	2
202	в конечном	1	2
203	в форме	1	2
204	один из	2	2
205	но с	1	2
206	только в	4	2
207	то в	1	2
208	и ее	1	2
209	все они	4	2
210	но сам	1	2
211	для всех	3	2
212	в большинстве	2	2
213	нуждается в	3	2
214	мы можем	2	2
215	тем что	1	2
216	и прежде	3	2
217	в романе	11	2
218	говорит о	1	2
219	на эту	2	2
220	там где	3	2
221	связь с	3	2
222	не может	5	2
223	о себе	1	2
224	вместе с	3	2
225	и потому	1	2
226	по своему	4	2
227	в той	1	2
228	да и	1	2
229	этого слова	1	2
230	и для	3	2
231	и от	4	2
232	мира и	8	2
233	хотя и	5	2
234	и все	7	2
235	своей роли	1	2
236	то что	2	2
237	сказать что	4	2
238	в свое	1	2
239	а также	4	2
240	во всяком	1	2
241	также что	1	1
242	неотделима от	1	1
243	связана с	1	1
244	утверждение что	1	1
245	всему произведению	1	1
246	на самом	5	1
247	и есть	2	1
248	тем же	1	1
249	из самых	1	1
250	и до	2	1
251	роль этих	1	1
252	из его	2	1
253	не имеют	1	1
254	в доме	4	1
255	собою в	1	1
256	внутренней свободы	2	1
257	мы уже	4	1
258	за какие	1	1
259	единство и	3	1
260	никак не	1	1
261	что иное	1	1
262	в полной	1	1
263	проявляется в	1	1
264	в таком	1	1
