N	2gram	Vygotskiy__4	KFilosof
1	может быть	22	43
2	в его	10	39
3	в нем	7	31
4	не может	10	27
5	и не	13	26
6	по отношению	1	25
7	и в	33	22
8	в себе	6	21
9	в котором	2	21
10	отношению к	1	21
11	и его	5	17
12	в ее	2	17
13	а не	6	17
14	только в	4	16
15	в этом	28	13
16	точки зрения	6	13
17	и это	5	12
18	но не	3	12
19	ни в	3	12
20	для него	1	12
21	все эти	6	11
22	как момент	1	11
23	в своей	4	11
24	не в	2	11
25	к нему	1	11
26	во всех	2	10
27	в своем	7	10
28	это не	6	10
29	с точки	4	10
30	все это	13	10
31	из себя	1	10
32	и есть	4	9
33	в их	2	9
34	в целом	5	9
35	но и	3	9
36	как бы	25	9
37	и для	3	9
38	и все	12	9
39	было бы	12	8
40	если бы	10	8
41	со стороны	2	8
42	не было	3	8
43	жизни и	4	8
44	то что	44	7
45	поступка и	1	7
46	во всем	2	7
47	должен быть	1	7
48	и здесь	3	7
49	что и	3	7
50	себя в	4	7
51	конечно не	3	7
52	вовсе не	5	7
53	я не	4	6
54	менее всего	1	6
55	и я	1	6
56	он не	11	6
57	смысл и	4	6
58	в мире	3	6
59	и только	7	6
60	и действительно	1	6
61	совершенно не	4	6
62	и их	1	6
63	но это	1	6
64	в смысле	1	6
65	в том	21	6
66	мы имеем	2	5
67	но как	1	5
68	все же	5	5
69	но в	2	5
70	не только	7	5
71	но ведь	1	5
72	то же	9	5
73	но все	2	5
74	его в	3	5
75	как и	5	5
76	должно быть	3	5
77	со своего	1	5
78	от его	1	5
79	не имеет	2	5
80	никогда не	5	5
81	ни одно	2	5
82	с ним	5	5
83	со всем	1	5
84	именно в	2	5
85	там где	1	5
86	событие в	2	5
87	ее и	2	5
88	в основе	3	5
89	хотя бы	2	5
90	жизни в	1	5
91	в моем	1	5
92	как его	1	4
93	где я	1	4
94	быть в	1	4
95	в чем	1	4
96	при этом	2	4
97	здесь мы	3	4
98	бы быть	1	4
99	место в	2	4
100	тем самым	3	4
101	не по	2	4
102	о нем	4	4
103	в каком	8	4
104	времени и	2	4
105	между тем	1	4
106	во всей	3	4
107	могло бы	3	4
108	нисколько не	5	4
109	ни было	1	4
110	в одном	3	4
111	и единственной	1	4
112	том что	22	4
113	для нас	7	4
114	а в	4	4
115	что в	21	4
116	в своих	3	4
117	самом деле	12	3
118	на самом	6	3
119	из его	2	3
120	и этот	3	3
121	мы не	5	3
122	что это	13	3
123	в ней	6	3
124	во мне	1	3
125	еще не	1	3
126	и на	5	3
127	не могу	1	3
128	события в	3	3
129	тем как	1	3
130	себе и	2	3
