N	2gram	Voloshinov_1	Komedia
1	и в	38	26
2	в г	1	17
3	и не	14	14
4	и его	7	12
5	к тому	4	12
6	так и	6	12
7	тому же	2	11
8	может быть	13	11
9	в том	2	11
10	в этом	10	10
11	на протяжении	1	10
12	но и	13	10
13	столь же	1	9
14	том что	3	9
15	если бы	4	9
16	вместе с	5	9
17	что в	1	9
18	ясно что	2	8
19	было бы	7	8
20	и на	6	7
21	не только	27	7
22	на себя	1	7
23	что и	3	7
24	из них	3	7
25	ли не	2	7
26	еще не	3	6
27	в своем	1	6
28	о том	4	6
29	в нем	4	6
30	таким образом	7	6
31	в то	9	6
32	того чтобы	7	6
33	потому что	5	6
34	и здесь	3	6
35	наряду с	1	6
36	то что	8	6
37	в которой	7	5
38	с его	7	5
39	что он	2	5
40	так что	1	5
41	в истории	1	5
42	независимо от	5	5
43	с этим	2	5
44	для того	9	5
45	а затем	1	5
46	ни в	1	5
47	с тем	8	5
48	и с	5	5
49	один из	4	5
50	действующих лиц	1	5
51	в качестве	4	5
52	к этому	2	5
53	уже в	5	4
54	более чем	1	4
55	хотя и	3	4
56	в самом	4	4
57	что это	4	4
58	в целом	4	4
59	из этих	1	4
60	с их	1	4
61	как и	10	4
62	в этих	2	4
63	место в	2	4
64	тому что	5	4
65	не менее	1	4
66	это слово	2	4
67	как будто	1	4
68	как мы	9	4
69	что у	3	4
70	можно было	4	4
71	еще в	1	4
72	его в	4	4
73	между тем	3	4
74	в его	6	4
75	в середине	2	4
76	только в	6	4
77	же в	1	4
78	в начале	3	4
79	так как	7	4
80	у него	1	4
81	на этот	1	4
82	что для	1	4
83	прежде всего	21	4
84	в частности	3	4
85	как это	5	4
86	все же	7	4
87	и для	3	4
88	и от	7	4
89	одной из	2	4
90	точки зрения	10	4
91	например в	1	3
92	в котором	3	3
93	то же	14	3
94	в их	1	3
95	той же	5	3
96	вопрос о	2	3
97	того же	1	3
98	в ней	8	3
99	что его	1	3
100	во всех	6	3
101	но не	2	3
102	как в	2	3
103	но в	5	3
104	со своей	1	3
105	в этой	6	3
106	как он	1	3
107	друг другу	2	3
108	но все	4	3
109	человека в	2	3
110	могла бы	1	3
111	при всем	2	3
112	но если	1	3
113	того как	1	3
114	в самой	1	3
115	же время	7	3
116	связи с	3	3
117	но там	1	3
118	и сам	2	3
119	в поле	1	3
120	и поэтому	3	3
121	к нему	2	3
122	дело с	1	3
123	себя в	4	3
124	для всех	2	3
125	и типов	1	3
126	ответ на	2	3
127	искать в	1	3
128	и их	5	3
129	представить себе	3	3
130	друг друга	2	3
131	мы можем	7	3
132	тем что	2	3
133	возможно что	1	3
134	даже не	1	3
135	здесь в	1	3
136	не было	2	3
137	так называемой	4	3
