N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	65
2	то есть	9	45
3	как бы	6	22
4	и не	23	22
5	и т.п	8	17
6	в сущности	2	16
7	в том	8	16
8	в этом	12	15
9	но в	7	14
10	в нем	4	13
11	нового времени	1	13
12	мы уже	1	12
13	и на	5	11
14	прежде всего	4	11
15	не только	31	10
16	и его	10	10
17	так и	5	10
18	но и	27	10
19	и потому	1	10
20	том числе	1	10
21	во всех	1	9
22	в его	6	9
23	все это	1	9
24	в своем	3	8
25	и даже	2	8
26	по своему	2	8
27	его в	1	7
28	точки зрения	5	7
29	в области	2	7
30	только в	12	7
31	числе и	1	7
32	жизни и	6	7
33	на самом	1	6
34	в году	2	6
35	в ней	4	6
36	еще не	4	6
37	все же	4	6
38	и у	1	6
39	главным образом	1	6
40	при этом	19	6
41	том что	7	6
42	никогда не	4	6
43	как мы	2	6
44	времени и	9	6
45	в значительной	1	6
46	в литературе	4	6
47	так как	1	6
48	может быть	15	6
49	не знает	1	6
50	сказать что	2	6
51	в последующих	1	5
52	меньшей степени	2	5
53	с его	4	5
54	отличие от	2	5
55	как в	4	5
56	на протяжении	7	5
57	мировой литературы	1	5
58	как и	13	5
59	в своей	5	5
60	потому что	5	5
61	той или	5	5
62	между тем	3	5
63	на мир	1	5
64	для него	4	5
65	в одном	4	5
66	или иной	4	5
67	еще и	1	5
68	связь с	1	5
69	в частности	14	5
70	в той	2	5
71	и все	3	5
72	еще более	1	5
73	в большей	1	5
74	жизни в	2	5
75	и до	1	4
76	и к	1	4
77	в самом	6	4
78	в этой	6	4
79	так сказать	2	4
80	и еще	2	4
81	входит в	2	4
82	во время	1	4
83	в их	1	4
84	в отличие	2	4
85	не понимает	1	4
86	не в	6	4
87	до сих	2	4
88	большей или	2	4
89	связи с	2	4
90	в жизни	3	4
91	из них	4	4
92	отношение к	1	4
93	или меньшей	1	4
94	сих пор	2	4
95	это уже	3	4
96	для нас	1	4
97	между ними	2	4
98	совершенно не	1	4
99	самом деле	3	3
100	по его	1	3
101	жизни как	2	3
102	мы и	1	3
103	нового рождения	1	3
104	мы будем	1	3
105	не просто	1	3
106	уже не	8	3
107	но все	1	3
108	то что	9	3
109	в себе	6	3
110	но на	1	3
111	и символы	1	3
112	и с	3	3
113	это не	3	3
114	далеко не	1	3
115	в ее	1	3
116	он и	2	3
117	отрыве от	1	3
118	с точки	1	3
119	мир и	1	3
120	но это	1	3
121	даже в	1	3
122	к некоторым	1	3
123	ничего не	2	3
124	преимущественно в	1	3
125	по своей	1	3
126	этом отношении	3	3
127	и здесь	1	3
128	в виду	1	3
129	она была	2	3
130	и вообще	1	3
131	с ним	2	3
132	о нем	3	3
133	с другой	2	3
134	второй половины	1	3
135	к нему	4	3
136	вся эта	1	3
137	в форме	2	3
138	что он	3	3
139	до нас	1	3
140	но как	3	3
141	где они	2	3
142	друг друга	2	3
143	как раз	6	3
144	мира в	4	3
145	на фоне	1	3
146	из мира	1	3
147	в тех	1	3
148	но для	3	3
149	в более	1	3
150	не является	3	3
151	пор еще	1	3
152	не может	8	3
153	что в	3	3
154	в искусстве	1	3
155	т.п в	1	2
156	одним из	1	2
157	например в	1	2
158	из всех	1	2
159	и само	1	2
160	всех его	2	2
161	не вполне	2	2
162	бы ни	1	2
163	подчеркнуть что	1	2
164	и он	6	2
165	это время	1	2
166	начало и	3	2
167	он был	1	2
168	в чем	2	2
169	различия между	1	2
170	но не	4	2
171	не входит	1	2
172	значение и	1	2
173	человеческих отношений	1	2
174	и наконец	1	2
175	из этих	4	2
176	во многих	1	2
177	он не	3	2
178	и вот	2	2
179	новое и	1	2
180	его от	1	2
181	и по	1	2
182	это его	1	2
183	так например	1	2
184	значительной степени	1	2
185	а его	2	2
186	это было	2	2
187	жизни но	2	2
188	в этих	2	2
189	игра в	1	2
190	их в	3	2
191	раз и	1	2
192	дело в	2	2
193	в эпизоде	4	2
194	этих двух	2	2
195	они являются	1	2
196	во всем	1	2
197	начиная с	3	2
198	к себе	4	2
199	могут быть	1	2
200	к тому	6	2
201	но при	3	2
202	говорили что	1	2
203	приводит к	1	2
204	роль в	2	2
205	особенно в	2	2
206	во второй	1	2
207	но у	1	2
208	поэтому в	1	2
209	о том	4	2
210	можно сказать	5	2
211	в отрыве	1	2
212	существенную роль	1	2
213	отграничено от	1	2
214	с одной	1	2
215	только на	2	2
216	или даже	1	2
217	далек от	1	2
218	в наиболее	2	2
219	протяжении всего	1	2
220	смерти и	1	2
221	в особенности	2	2
222	при всей	3	2
223	что не	2	2
224	всего мира	1	2
225	одной стороны	1	2
226	на этот	1	2
227	до конца	2	2
228	его на	1	2
229	к жизни	2	2
230	эта природа	1	2
231	наряду с	1	2
232	да и	2	2
233	на ранних	1	2
234	того что	4	2
235	еще раз	3	2
236	что мы	2	2
237	в целом	3	2
238	в книге	1	2
239	и для	2	2
240	при таком	1	2
241	и от	2	2
242	не подлежит	2	2
243	или в	6	2
244	хотя и	4	2
245	интерес к	1	2
246	же в	2	2
247	в романе	2	2
248	речи и	1	2
249	совершенно чуждо	1	2
250	в свое	1	2
251	в противоположность	1	2
252	в таком	2	2
253	термина в	1	1
254	ранних этапах	1	1
255	речь идет	3	1
256	еще можно	1	1
257	не имел	1	1
258	а из	1	1
259	в эстетике	1	1
260	тех же	1	1
261	это и	1	1
262	так у	1	1
263	жизни мы	1	1
264	в приведенном	1	1
265	что слово	1	1
266	между двумя	5	1
267	характерное для	1	1
268	как результат	1	1
269	на две	2	1
270	то же	8	1
271	мы не	3	1
272	принадлежит к	1	1
273	причем это	1	1
274	не видим	1	1
275	и другая	1	1
276	этого термина	1	1
277	жизни это	1	1
278	они еще	1	1
279	во внешнем	1	1
280	видит в	1	1
281	с которыми	1	1
282	по отношению	3	1
283	друг от	1	1
284	первая из	1	1
285	иной степени	1	1
286	это вовсе	1	1
287	культуре только	1	1
288	с этим	1	1
289	так называемая	2	1
290	из уст	2	1
291	не два	1	1
292	дистанция между	2	1
293	в полном	1	1
294	не остается	1	1
295	сознания в	2	1
296	и как	3	1
297	самом начале	1	1
298	именно эта	2	1
299	и многообразно	1	1
300	них как	2	1
301	для которого	1	1
302	в произведении	2	1
303	еще на	1	1
304	в которой	1	1
305	в нашем	3	1
306	в известном	2	1
307	церкви с	1	1
308	раз в	2	1
309	тому же	6	1
310	лица и	2	1
311	как он	1	1
312	на то	2	1
313	не могла	2	1
314	своего материнского	1	1
315	но именно	3	1
316	главное в	1	1
317	ниже здесь	1	1
318	чтобы они	1	1
319	для того	3	1
320	уже вовсе	1	1
321	именно этим	1	1
322	и сам	1	1
323	классической традиции	1	1
324	человеческое сознание	1	1
325	и радость	1	1
326	людей и	1	1
327	длинных и	1	1
328	могла бы	1	1
329	себе весь	1	1
330	об этом	6	1
331	особенности в	1	1
332	них не	1	1
333	лишь в	3	1
334	говоря о	1	1
335	лишь на	1	1
336	отражение в	1	1
337	времен года	1	1
338	животных в	1	1
339	но уже	1	1
340	он является	1	1
341	тот самый	2	1
342	мы имеем	3	1
343	и уже	1	1
344	в церкви	1	1
345	связано со	1	1
346	здесь она	1	1
347	и конец	3	1
348	его нельзя	1	1
349	не подвергается	1	1
350	в которых	1	1
351	не представляется	1	1
352	своего рода	10	1
353	как это	3	1
354	точку зрения	1	1
355	лег в	1	1
356	его мы	1	1
357	сами по	2	1
358	иным как	2	1
359	что было	1	1
360	жизни является	1	1
361	во времени	9	1
362	освободиться от	1	1
363	и вся	1	1
364	пределами искусства	1	1
365	шире чем	1	1
366	ни для	1	1
367	ними но	1	1
368	можно ли	1	1
369	на три	1	1
370	не менее	3	1
371	на рубеже	1	1
372	вплоть до	4	1
373	но они	3	1
374	тем самым	5	1
375	и смех	1	1
376	она не	2	1
377	в то	4	1
378	своего существования	1	1
379	пока еще	1	1
380	не могло	2	1
381	для всего	1	1
382	на стороне	1	1
383	же время	4	1
384	другой стороны	2	1
385	в смене	2	1
386	внутренней жизни	1	1
387	из существенных	1	1
388	что на	4	1
389	ему не	1	1
390	с другом	1	1
391	иного мира	1	1
392	у нас	3	1
393	человека в	2	1
394	понимает и	1	1
395	и второго	1	1
396	и строго	1	1
397	они и	2	1
398	оно не	2	1
399	которые мы	1	1
400	опираясь на	1	1
401	у себя	2	1
402	значения и	2	1
403	того чтобы	4	1
404	от друга	1	1
405	напротив они	1	1
406	здесь не	2	1
407	миром и	1	1
408	в организации	1	1
409	представляется возможным	1	1
410	в кухню	1	1
411	действия и	1	1
412	всей своей	1	1
413	в пределах	2	1
414	так в	4	1
415	как с	1	1
416	с собой	1	1
417	смысловых и	1	1
418	еще в	3	1
419	был не	1	1
420	разрыв с	1	1
421	из одного	1	1
422	остановимся на	1	1
423	входит и	1	1
424	сводится к	3	1
425	приближается к	1	1
426	по себе	4	1
427	в состав	3	1
428	и та	1	1
429	за пределами	2	1
430	свое внимание	1	1
431	на страницах	1	1
432	в глаза	1	1
433	его жизни	3	1
434	утверждает что	1	1
435	времени в	2	1
436	нас в	2	1
437	на ее	2	1
438	и только	2	1
439	наконец в	1	1
