N	4gram	Voloshinov_1	Problema
1	если мы скажем что	1	3
2	уже с самого начала	1	2
3	взятая сама по себе	1	2
4	но если мы скажем	1	2
5	один и тот же	3	2
6	в том числе и	2	2
7	одной и той же	2	2
8	в связи с этим	3	2
9	какой бы то ни	1	1
10	и не может быть	4	1
11	не чем иным как	1	1
12	является не чем иным	1	1
13	в самом деле если	2	1
14	на самом же деле	2	1
15	связь значения со знаком	1	1
16	бы то ни было	8	1
17	все более и более	1	1
18	до сих пор мы	1	1
19	связаны между собой и	1	1
20	так же как и	2	1
21	у нас не будет	1	1
22	в ту или иную	1	1
23	тем не менее совершенно	1	1
24	в таком случае можно	1	1
25	в таком случае оно	1	1
26	одним и тем же	1	1
