N	2gram	Ircho_Kome_3	KFilosof
1	может быть	6	43
2	в его	8	39
3	в нем	3	31
4	не может	3	27
5	и не	21	26
6	по отношению	5	25
7	и в	22	22
8	в себе	4	21
9	в котором	2	21
10	отношению к	3	21
11	и его	6	17
12	в ее	3	17
13	а не	4	17
14	только в	1	16
15	в этом	8	13
16	точки зрения	4	13
17	и это	2	12
18	но не	1	12
19	ни в	10	12
20	все эти	1	11
21	в своей	5	11
22	не в	4	11
23	к нему	5	11
24	во всех	2	10
25	в своем	8	10
26	это не	2	10
27	с точки	3	10
28	все это	5	10
29	из себя	3	10
30	в их	2	9
31	в целом	3	9
32	но и	4	9
33	как бы	3	9
34	и для	4	9
35	и все	2	9
36	было бы	3	8
37	если бы	8	8
38	со стороны	11	8
39	не было	2	8
40	жизни и	1	8
41	то что	4	7
42	во всем	1	7
43	должен быть	2	7
44	в себя	1	7
45	и здесь	4	7
46	что и	8	7
47	конечно не	3	7
48	вовсе не	4	7
49	быть только	1	7
50	я не	1	6
51	отношение к	5	6
52	отнюдь не	4	6
53	и я	2	6
54	он не	5	6
55	в мире	2	6
56	поступок в	1	6
57	этот момент	1	6
58	и только	1	6
59	совершенно не	2	6
60	и их	1	6
61	ко мне	1	6
62	в смысле	1	6
63	в том	12	6
64	от своей	2	5
65	мы имеем	1	5
66	но как	1	5
67	все же	4	5
68	но в	5	5
69	не только	5	5
70	то же	7	5
71	но все	4	5
72	его в	8	5
73	как и	3	5
74	что я	1	5
75	не имеет	3	5
76	никогда не	3	5
77	ни одно	1	5
78	с ним	5	5
79	в основе	2	5
80	хотя бы	4	5
81	жизни в	1	5
82	не знает	3	5
83	я могу	1	5
84	как его	1	4
85	в чем	1	4
86	при этом	7	4
87	не как	2	4
88	здесь мы	1	4
89	места в	1	4
90	место в	1	4
91	к ним	3	4
92	не по	7	4
93	моей жизни	1	4
94	времени и	1	4
95	между тем	2	4
96	нисколько не	3	4
97	ни было	2	4
98	в одном	2	4
99	том что	13	4
100	для нас	1	4
101	отношению ко	2	4
102	а в	7	4
103	быть все	1	4
