N	2gram	Berdyaev_O_1	Problemy
1	и не	13	31
2	и в	19	29
3	в его	7	24
4	может быть	11	24
5	в этом	12	22
6	а не	11	22
7	т е	4	21
8	в нем	10	19
9	как бы	3	19
10	для него	5	18
11	у достоевского	19	16
12	не только	11	15
13	то что	5	15
14	и его	4	14
15	но и	13	14
16	уже не	1	13
17	достоевского в	3	12
18	достоевского не	4	12
19	как и	6	12
20	не может	4	12
21	в самом	5	10
22	из подполья	11	10
23	в одном	1	10
24	все эти	4	9
25	с его	4	9
26	все же	2	9
27	это не	3	9
28	если бы	1	9
29	о нем	1	9
30	но не	1	9
31	что в	4	8
32	по себе	2	8
33	в каждом	1	8
34	творчества достоевского	1	8
35	в том	5	8
36	что он	3	8
37	потому что	9	8
38	до конца	7	8
39	в своем	2	8
40	романов достоевского	2	8
41	в своей	2	8
42	и на	2	7
43	и как	1	7
44	но в	2	7
45	в себе	3	7
46	достоевского и	5	7
47	том что	2	7
48	не в	11	7
49	вовсе не	1	7
50	она не	1	7
51	так и	2	7
52	в форме	1	7
53	прежде всего	9	7
54	в романах	4	7
55	о достоевском	2	7
56	а в	5	7
57	самом деле	1	6
58	произведений достоевского	2	6
59	в одной	1	6
60	как в	1	6
61	что она	1	6
62	в мире	1	6
63	его в	2	6
64	достоевского но	2	6
65	в самой	9	6
66	могут быть	3	6
67	его героев	2	6
68	самого достоевского	3	6
69	к нему	3	6
70	говорит он	1	6
71	в единстве	2	6
72	этого мира	2	6
73	достоевский в	1	6
74	был бы	1	6
75	в конце	1	6
76	так как	2	6
77	и потому	2	6
78	не могут	3	6
79	все это	6	6
80	на самом	1	5
81	должна быть	1	5
82	у него	22	5
83	с их	1	5
84	романах достоевского	3	5
85	творчество достоевского	2	5
86	он не	7	5
87	было бы	3	5
88	он и	1	5
89	мысли и	3	5
90	мир и	1	5
91	в сущности	1	5
92	и это	1	5
93	и о	2	5
94	еще не	3	5
95	с ним	3	5
96	ничего не	2	5
97	мира в	1	5
98	в творчестве	5	5
99	для достоевского	5	5
100	во всяком	1	5
101	ивана карамазова	7	4
102	бы и	1	4
103	в этой	5	4
104	человека в	11	4
105	должно быть	2	4
106	что было	1	4
107	в процессе	1	4
108	от того	1	4
109	достоевского к	2	4
110	и с	2	4
111	но у	1	4
112	тем что	2	4
113	что и	2	4
114	не было	9	4
115	его как	1	4
116	что же	2	4
117	но это	1	4
118	и для	2	4
119	отношения к	1	3
120	отношении к	1	3
121	и самое	1	3
122	например в	1	3
123	он знает	1	3
124	по достоевскому	1	3
125	он сам	4	3
126	он в	2	3
127	себе и	1	3
128	и пр	1	3
129	уже в	2	3
130	и до	1	3
131	ее как	1	3
132	лишь на	1	3
133	достоевского было	3	3
134	достоевского нет	2	3
135	художественного творчества	1	3
136	мира достоевский	1	3
137	одна из	1	3
138	достоевский не	4	3
139	никогда не	9	3
140	как будто	1	3
141	этом отношении	1	3
142	отличается от	1	3
143	для его	1	3
144	и этим	2	3
145	его романов	1	3
146	и здесь	1	3
147	все его	1	3
148	все в	4	3
149	в них	1	3
150	была для	1	3
151	в уста	2	3
152	герои достоевского	4	3
153	мир в	1	3
154	всяком случае	1	3
155	само по	1	3
156	достоевского с	2	3
157	в пределы	1	3
158	достоевский был	3	3
159	в человеке	9	3
160	в мир	1	3
161	как к	2	3
162	его творчества	1	3
163	бы в	1	3
164	сказать что	2	3
165	была бы	1	3
166	в своих	3	3
167	все что	3	3
168	и есть	3	2
169	к другому	1	2
170	на западе	2	2
171	в обычном	1	2
172	в которой	2	2
173	вопрос о	10	2
174	в ней	1	2
175	то он	1	2
176	отношение к	5	2
177	так что	2	2
178	в истории	2	2
179	толстого и	1	2
180	и нет	2	2
181	и к	2	2
182	он ни	1	2
183	особенность достоевского	2	2
184	в россии	5	2
185	ни был	1	2
186	же не	1	2
187	достоевского он	7	2
188	подходит к	1	2
189	в жизни	1	2
190	кажется что	1	2
191	чем в	2	2
192	в отношении	1	2
193	в котором	1	2
194	но он	7	2
195	как достоевский	1	2
196	с которой	2	2
197	да ведь	1	2
198	мысли в	1	2
199	жизни не	1	2
200	в сознании	1	2
201	не потому	1	2
202	записок из	5	2
203	и что	1	2
204	и сам	1	2
205	находится в	1	2
206	а потому	1	2
207	подполья и	3	2
208	как например	1	2
209	один из	1	2
210	хотя бы	3	2
211	и ее	3	2
212	же и	1	2
213	человеческого духа	3	2
214	его и	1	2
215	одно из	2	2
216	ведь это	2	2
217	лишь один	1	2
218	и даже	1	2
219	своеобразие достоевского	1	2
220	все время	1	2
221	месте и	1	2
222	на этот	1	2
223	особенности достоевского	1	2
224	него не	2	2
225	достоевским и	2	2
226	друг с	1	2
227	его творчество	1	2
228	него в	5	2
229	можно было	1	2
230	нисколько не	1	2
231	вихревое движение	1	2
232	великого инквизитора	1	2
233	и от	3	2
234	раскольников и	1	2
235	человек и	4	2
236	бы он	1	2
237	своих героев	1	2
238	не есть	2	2
239	жизни а	1	2
240	у толстого	1	2
241	жизни и	1	2
242	смысле слова	1	1
243	и изображает	1	1
244	эта тема	1	1
245	не идет	1	1
246	тем же	1	1
247	сам и	1	1
248	из самых	1	1
249	человека достоевский	2	1
250	и больше	1	1
251	видеть в	1	1
252	духа в	1	1
253	его не	2	1
254	из всех	1	1
255	который в	1	1
256	мы не	1	1
257	в первый	1	1
258	достоевского нельзя	1	1
259	жизни как	1	1
260	бы ни	1	1
261	его идеологии	1	1
262	и он	8	1
263	дороги и	1	1
264	друг к	1	1
265	он говорит	1	1
266	к которой	1	1
267	и всякий	1	1
268	в противоречии	1	1
269	достоевский прежде	2	1
270	творчества достоевский	1	1
271	версилова к	1	1
272	и достоевский	1	1
273	и чем	1	1
274	что они	2	1
275	пределы и	1	1
276	заключено в	1	1
277	из романов	1	1
278	что как	1	1
279	него лишь	1	1
280	возможности достоевский	1	1
281	хотя и	2	1
282	героев достоевского	2	1
283	раскольникова ставрогина	3	1
284	нему как	1	1
285	мысль его	1	1
286	от этого	1	1
287	за собой	1	1
288	поэтому он	1	1
289	та же	1	1
290	что это	1	1
291	что достоевский	2	1
292	не оставляет	1	1
293	одно время	1	1
294	толстого не	1	1
295	было дано	1	1
296	а вовсе	1	1
297	больше всего	1	1
298	мыслей в	1	1
299	он должен	1	1
300	же это	2	1
301	есть та	1	1
302	к одному	1	1
303	и вот	3	1
304	мысли как	1	1
305	лишь с	1	1
306	что все	2	1
307	после которого	1	1
308	в совершенно	1	1
309	из них	1	1
310	к другу	1	1
311	уже сам	1	1
312	лишь в	7	1
313	заключается в	1	1
314	не совпадает	1	1
315	быть не	1	1
316	истории и	1	1
317	приходит в	1	1
318	тех которые	1	1
319	она и	1	1
320	их взаимоотношения	1	1
321	всегда и	1	1
322	не романы	1	1
323	он ходит	1	1
324	ведет к	1	1
325	говорит достоевский	1	1
326	со всей	1	1
327	было не	1	1
328	которую он	2	1
329	места в	1	1
