N	3gram	Losev_Dial_1	Myshleni
1	в том что	7	31
2	с точки зрения	12	11
3	те и другие	1	9
4	с одной стороны	2	9
5	в этом смысле	3	8
6	с другой стороны	4	8
7	то же самое	1	7
8	в этом отношении	2	7
9	друг с другом	1	7
10	в самом деле	1	6
11	одно и то	4	6
12	что в основе	1	6
13	и то же	4	6
14	можно было бы	4	5
15	для того чтобы	1	5
16	и тому же	1	4
17	и той же	1	4
18	в первую очередь	1	4
19	одной и той	1	4
20	на то что	4	4
21	к одному и	1	4
22	одному и тому	1	4
23	точно так же	2	3
24	по сравнению с	2	3
25	во всяком случае	2	3
26	в связи с	1	3
27	о том что	2	3
28	тех и других	1	3
29	но так как	1	2
30	как это мы	2	2
31	одной стороны и	2	2
32	только в том	1	2
33	именно то что	1	2
34	содержит в себе	3	2
35	в том чтобы	1	2
36	и в отношении	1	2
37	они даны в	1	2
38	к выводу что	1	2
39	никогда не бывает	1	2
40	это значит что	9	2
41	что иное как	1	1
42	заметим только что	1	1
43	одному тому что	1	1
44	по одному тому	1	1
45	в какой мере	1	1
46	можем сказать что	2	1
47	должны сказать что	1	1
48	имеет место в	1	1
49	на самом деле	2	1
50	и даже не	2	1
51	но даже и	1	1
52	есть прежде всего	1	1
53	отделены друг от	1	1
54	что он не	2	1
55	дня и ночи	1	1
56	и та же	2	1
57	потому что и	2	1
58	до сих пор	2	1
59	вопроса о том	1	1
60	но если мы	1	1
61	то и другое	2	1
62	то в чем	2	1
63	ни в какой	1	1
64	так как он	2	1
65	и в частности	2	1
66	к тому что	2	1
67	то время как	1	1
68	себе не имеет	1	1
69	далеко не всегда	1	1
70	если бы мы	1	1
71	в конце концов	3	1
72	не существует ни	1	1
73	как один из	2	1
74	характерно то что	1	1
75	мы имеем дело	1	1
76	все больше и	1	1
77	которым она будет	1	1
78	не бывает в	1	1
79	как в этом	1	1
80	ступени своего развития	1	1
81	к тому же	1	1
82	друг к другу	2	1
83	одна и та	2	1
84	ином отношении к	1	1
85	когда мы говорим	1	1
86	не может быть	3	1
87	не имеет ничего	3	1
88	по себе не	5	1
89	равным образом и	1	1
90	не имеет никакого	3	1
91	это мы видим	1	1
92	в то время	1	1
93	только то что	3	1
94	оно во всяком	1	1
95	в своем значении	1	1
96	в развитии научного	1	1
97	с другом в	1	1
98	они указывали на	1	1
99	только в отношении	1	1
100	само по себе	5	1
101	ничего общего с	3	1
102	мы можем сказать	2	1
103	с самого начала	1	1
104	что одна и	1	1
105	но все же	1	1
106	больше и больше	1	1
107	можно сказать что	3	1
108	и что оно	1	1
109	друг от друга	1	1
110	заключается только в	1	1
111	в этих случаях	1	1
112	уже по одному	1	1
113	это не мешает	1	1
114	не что иное	1	1
115	тех или иных	1	1
116	тем не менее	1	1
117	но и к	1	1
