N	3gram	Trubetskoy_1	Myshleni
1	в том что	3	21
2	с точки зрения	6	18
3	для того чтобы	5	10
4	с одной стороны	7	7
5	что мы знаем	1	6
6	в связи с	3	6
7	во всяком случае	6	6
8	не может быть	1	6
9	на то что	2	6
10	по отношению к	1	5
11	по сравнению с	2	5
12	в самом деле	1	4
13	а с другой	5	4
14	все что мы	1	4
15	о том что	4	4
16	состоит в том	1	3
17	в том числе	5	3
18	в отличие от	1	3
19	том числе и	4	3
20	в данном случае	1	3
21	смысле этого слова	1	3
22	мы уже говорили	1	3
23	мы видели что	1	3
24	в этом отношении	2	3
25	более или менее	5	2
26	не потому что	1	2
27	то что он	2	2
28	мы знаем о	1	2
29	то же самое	2	2
30	друг с другом	5	2
31	только тогда когда	1	2
32	речь идет о	1	2
33	каждая из этих	1	1
34	друг к другу	1	1
35	но и от	1	1
36	не может не	1	1
37	что в этом	1	1
38	в силу этой	1	1
39	в силу этого	1	1
40	причиной и следствием	1	1
41	этой точки зрения	2	1
42	иметь в виду	1	1
43	в которых он	1	1
44	имеем в виду	1	1
45	в этом последнем	1	1
46	ибо он не	1	1
47	о том как	1	1
48	один и тот	1	1
49	и потому что	2	1
50	исследований в области	1	1
51	именно потому что	1	1
52	и т.д то	1	1
53	вместе с другими	1	1
54	но все это	2	1
55	до сих пор	5	1
56	друг на друга	2	1
57	бы то ни	2	1
58	не имеет никакого	1	1
59	только то что	1	1
60	никогда не могут	1	1
61	но для этого	1	1
62	а вместе с	1	1
63	с тем что	1	1
64	совершенно так же	1	1
65	на каждом шагу	1	1
66	точно так же	3	1
67	точки зрения того	1	1
68	лишь постольку поскольку	1	1
69	в этом процессе	1	1
70	что даже в	1	1
71	этого в самом	1	1
72	человека и в	1	1
73	не в том	1	1
74	сами по себе	1	1
75	то ни было	2	1
76	на этот раз	1	1
77	и тот же	1	1
78	тот факт что	1	1
79	и не могут	1	1
80	и только в	1	1
81	мы видели выше	1	1
82	точки зрения а	1	1
83	указывает на то	1	1
84	дела не могло	1	1
85	все более и	1	1
86	но вместе с	2	1
87	представление о мире	1	1
88	только в силу	1	1
89	с другой стороны	1	1
90	так же как	3	1
91	что это есть	1	1
92	и все же	1	1
93	точки зрения то	1	1
94	у него в	1	1
95	с другой с	1	1
96	вернуться к этому	1	1
97	в качестве таких	1	1
98	ничего общего с	2	1
99	с самого начала	2	1
100	не только не	1	1
101	более и более	1	1
102	той или иной	2	1
103	несмотря на все	1	1
104	можно сказать что	2	1
105	мы имеем в	1	1
106	после того как	1	1
107	самом деле если	1	1
108	не только от	1	1
109	к тому же	4	1
